GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
From government participation (equity) (1412E2),Mining,Dividend,Ministry of Finance,29593891.06,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
From government participation (equity) (1412E2),Oil & Gas,Dividends,Ghana Revenue Authority,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
From state-owned enterprises (1412E1),Oil & Gas,Participating Interest,Ghana Revenue Authority,452129889.44,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Ground Rent,Office of the Administrator of Stool Lands,13318084.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Mineral Right Licence,Minerals Commission,12694465.98,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Mineral Right Licence-ML (No Production yet),Minerals Commission,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Mineral Right Licence-ML (Production),Minerals Commission,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Mineral Right Licence-ML (Reconnaisance),Minerals Commission,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Mineral Right Licence-ML(Prospecting),Minerals Commission,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Other Fees and Licence,Minerals Commission,34009785.47,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Permit Licence,Minerals Commission,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Oil & Gas,Surface rental,Ghana Revenue Authority,944508.07,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Oil & Gas,Training/Technology,Petroleum Commission,17393302.94,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporate Tax,Ghana Revenue Authority,723825700.14,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Corporate Tax,Ghana Revenue Authority,159350178.78,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Mining,Environmental Processing /Permit fees,Environmental Protection Agency,4954531.82,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Mining,Transportation Revenues,Ghana Railway Authority,15663916.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Application For security clearance for Vesssels,Petroleum Commission,341979.98,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Differential-Jubilee Fields,Petroleum Commission,18428.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
