GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Other taxes payable by natural resource companies (116E),Oil & Gas,Drilling &Well Designation Permit (Per Well),Petroleum Commission,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Environmental Processing /Permit fees,Environmental Protection Agency,2889766.83,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Exploration and Development Permit fees,Petroleum Commission,786972.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Exploration and Development Renewable Permit fees(Foreign Operator),Petroleum Commission,782225.98,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Exploration and Development Renewable Permit fees(local operator),Petroleum Commission,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Extension of Exploration Working Periods,Petroleum Commission,436069.99,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Facility Installation Charges-Storage: Foreign,Petroleum Commission,430750.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,"Production Permit-Over 100,000 Boe",Petroleum Commission,2326050.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Registration Fee-Initial,Petroleum Commission,121548.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Registration Fee-Renewal,Petroleum Commission,415969.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Royalties (1415E1),Mining,Mineral Royalty,Ghana Revenue Authority,670491273.37,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Royalties (1415E1),Oil & Gas,Gas Revenue,Ghana Revenue Authority,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Royalties (1415E1),Oil & Gas,Royalty,Ghana Revenue Authority,589423170.19,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Sales of goods and services by government units (1421E),Oil & Gas,Data Licence Fees,Ghana National Petroleum Company,20601362.27,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Amansie South District Assemly,241900.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Asutifi District Assembly,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Bibiani /Ahwiaso /Bekwai District Assembly,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Birim North Assembly,434500.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Denkyira District Assembly,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Ellembelle,50000.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,"Metropolitan, Municipal and District Assemblies",,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Mpohor Wassa East,44206.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Prestea Huni Valley,126556.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Sefwi District Assembly,130563.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Tarkwa Nsuaem,470801.0,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Property rate,Yilo Krobo District Assembly,,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Oil & Gas,Carried Interest,Ghana Revenue Authority,1119904021.64,GHS,Ghana,GHA,2017,2017-01-01,2017-12-31
