GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Customs and other import duties (1151E),Mining,VAT of goods imported into Ukraine,State Tax Service of Ukraine,5354849661.53,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Customs and other import duties (1151E),Oil & Gas,VAT of goods imported into Ukraine,State Tax Service of Ukraine,12252037954.17,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Emission and pollution taxes (114522E),Mining,Environmental tax,State Tax Service of Ukraine,676709251.61,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Emission and pollution taxes (114522E),Oil & Gas,Environmental tax,State Tax Service of Ukraine,50815797.27,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
From government participation (equity) (1412E2),Mining,Dividends and payment of a share of net profit,"Ministry for Development of Economy, Trade and Agriculture of Ukraine",321847500.0,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
From government participation (equity) (1412E2),Mining,Dividends and payment of a share of net profit,State Tax Service of Ukraine,72494150.45,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
From government participation (equity) (1412E2),Oil & Gas,Dividends and payment of a share of net profit,"Ministry for Development of Economy, Trade and Agriculture of Ukraine",13264646500.0,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
From government participation (equity) (1412E2),Oil & Gas,Dividends and payment of a share of net profit,State Tax Service of Ukraine,1020.0,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Budget Reimbursement of Value Added Tax,State Tax Service of Ukraine,-11134202758.97,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,VAT on goods and services produced in Ukraine,State Tax Service of Ukraine,1198972796.97,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Oil & Gas,Budget Reimbursement of Value Added Tax,State Tax Service of Ukraine,-16848501.0,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Oil & Gas,VAT on goods and services produced in Ukraine,State Tax Service of Ukraine,34300560368.48,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Fees for granting or extending special permits for the use of subsoil and revenues from selling such permits,The State Service of Geology and Subsoil of Ukraine (Derzhgeonadra),506484690.0,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Licence fees (114521E),Oil & Gas,Fees for granting or extending special permits for the use of subsoil and revenues from selling such permits,The State Service of Geology and Subsoil of Ukraine (Derzhgeonadra),1188049286.61,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporate income tax,State Tax Service of Ukraine,8998699880.69,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Corporate income tax,State Tax Service of Ukraine,16532128142.37,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Mining,Other taxes and duties (companies and payments below materiality threshold),State Tax Service of Ukraine,476863009.58,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Other taxes payable by natural resource companies (116E),Oil & Gas,Other taxes and duties (companies and payments below materiality threshold),State Tax Service of Ukraine,3029262169.5,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Royalties (1415E1),Mining,Production royalty,State Tax Service of Ukraine,3222007308.33,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Royalties (1415E1),Oil & Gas,Production royalty,State Tax Service of Ukraine,40841447877.83,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Social security employer contributions (1212E),Mining,Unified social contribution,State Tax Service of Ukraine,4470312665.3,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Social security employer contributions (1212E),Oil & Gas,Unified social contribution,State Tax Service of Ukraine,2346210053.67,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Land fee,State Tax Service of Ukraine,978628622.4,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
Taxes on property (113E),Oil & Gas,Land fee,State Tax Service of Ukraine,275470598.4,UAH,Ukraine,UKR,2017,2017-01-01,2017-12-31
