GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Administrative fees for government services (1422E),Mining,Tasa por Servicios,Ministerio de Energía y Minas,448000.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
Administrative fees for government services (1422E),,Revisión de puntos de conexión,Dirección General de Minería (DGM),217454.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Impuesto de Participación sobre Utilidades Netas,Dirección General de Impuestos Internos (DGII),2913030618.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
Licence fees (114521E),Mining,Retorno Neto de Fundición Minera,Dirección General de Impuestos Internos (DGII),2224968029.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
Licence fees (114521E),,Solicitud de Exploración,Dirección General de Minería (DGM),,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,IMPUESTO POR INTERESES PAGADOS O ACREDITADOS EN EL EXTERIOR,Dirección General de Impuestos Internos (DGII),193436283.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,IMPUESTO POR PAGO AL EXTERIOR EN GENERAL,Dirección General de Impuestos Internos (DGII),371231180.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impuesto Sobre la Renta de las Empresas,Dirección General de Impuestos Internos (DGII),4818984890.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impuesto sobre la Renta de los Salarios,Dirección General de Impuestos Internos (DGII),839775528.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
Other taxes payable by natural resource companies (116E),,Impuesto de Superficie,Dirección General de Impuestos Internos (DGII),28490.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
Royalties (1415E1),Mining,Regalía del 5% de las exportaciones,Direccion Genreral de Aduanas (DGA),103364961.0,DOP,Dominican Republic,DOM,2019,2019-01-01,2019-12-31
