GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Compulsory transfers to government (infrastructure and other) (1415E4),Mining,In-kind contribution at rate of 50% to Environmental protection special account,Subnational level,8700000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Customs and other import duties (1151E),Mining,Customs service fee,Customs General Administration,41483336557.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Customs and other import duties (1151E),Mining,Customs tax,Customs General Administration,40033922616.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Emission and pollution taxes (114522E),Mining,Fee on air pollution,General Department of Taxation,33847339548.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Emission and pollution taxes (114522E),Mining,Tax on vehicle and self-moving mechanisms,Subnational level,1063188958.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Excise taxes (1142E),Mining,Excise tax on vehicle's gasoline and diesel fuel,Customs General Administration,9325750.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
"Fines, penalties, and forfeits (143E)",Mining,Penalty,Other,3774976479.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
"Fines, penalties, and forfeits (143E)",Mining,Penalty,Subnational level,407672694.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
"Fines, penalties, and forfeits (143E)",Mining,Recovery,Mineral Resources and Petroleum Authority of Mongolia,173830139.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
"Fines, penalties, and forfeits (143E)",Mining,Recovery,Subnational level,7971400.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
From state-owned enterprises (1412E1),Mining,Dividends from SOEs,Ministry of Finance,155040000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Vat (Paid to Mongolian Customs),Customs General Administration,84553890192.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Vat (Paid to Mongolian Tax Administration),General Department of Taxation,82079956214.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Licence fees (114521E),Mining,License fee for exploitation and exploration of mineral resources,Mineral Resources and Petroleum Authority of Mongolia,7939776169.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Licence fees (114521E),Oil & Gas,License fee for exploration and exploitation of petroleum,Mineral Resources and Petroleum Authority of Mongolia,43414505.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporate income tax,General Department of Taxation,848044775796.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Fee for use of mineral resources of wide spread,Subnational level,1119588215.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Fee for water pollution,Subnational level,6058719.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Fee for water use,Subnational level,33850207057.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Land fee,Subnational level,29702485136.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Local development bonus received under PSA,Subnational level,10500000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Others,Other,52342271614.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Others,Subnational level,1309839923.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Payment for recruiting foreign experts and workers,Ministry of Labor and Social Protection,4095697521.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Payment of recruiting foreign experts and workers,Subnational level,912282648.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Real estate tax,Subnational level,35264565379.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Mining,Reimbursement for deposit exploration conducted with State funds,Mineral Resources and Petroleum Authority of Mongolia,762701521.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from Customs General Administration,Customs General Administration,102264000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from General Department of Taxation,General Department of Taxation,187584000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from Mineral Resources and Petroleum Authority,Mineral Resources and Petroleum Authority of Mongolia,129525000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from Ministry of Labour and Social Protection,Ministry of Labor and Social Protection,5840000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from Other institutions,Other,657000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from Social Insurance General Office,Social Insurance General Office,88828000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Not applicable,Unilateral disclosure from local government,Subnational level,12681000000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
Other taxes payable by natural resource companies (116E),Oil & Gas,Operational support to Representative office under PSA,Mineral Resources and Petroleum Authority of Mongolia,394830000.0,MNT,Mongolia,MNG,2020,1/1/2020,12/31/2020
