GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Administrative fees for government services (1422E),Mining,Droit d'enregistemeent (DE),Direction Générale des Impôts (DGI),42279930.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Administrative fees for government services (1422E),Mining,Frais de dossier,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),4180000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Contribution au Fonds Minier de Développement Local (1%),Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),3308588710.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Paiements sociaux obligatoires,Autres bénéficiaires (paiements sociaux),1144562241.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Customs and other import duties (1151E),Mining,Droits de Douane et taxes assimilées,Direction Générale des Douanes (DGD),58925335896.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Mining,Frais de prestation BUMIGEB,Bureau des Mines et de la Géologie du Burkina (BUMIGEB),12960835.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Mining,Frais de prestation BUNEE,Agence nationale des évaluations environnementales (ANEVE),24360362.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Mining,Frais de prestation ONASSIM,Office National de Sécurisation des Sites Miniers (ONASSIM),318000000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Mining,Produits des ventes d’or,Agence Nationale d’Encadrement des Exploitations Minières Artisanales et Semi-mécanisées (ANEEMAS),281391060.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Emission and pollution taxes (114522E),Mining,Versements au Fonds de réhabilitation et de fermeture des mines,Fonds d'Intervention pour l'Environnement (FIE) (paiements environnementaux),4263702851.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Taxe sur les Plus-Value Immobilière (TPVI),Direction Générale des Impôts (DGI),190000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Fines, penalties, and forfeits (143E)",Mining,Amendes/BNAF,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),61089785.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Fines, penalties, and forfeits (143E)",Mining,Pénalités (DGD),Direction Générale des Douanes (DGD),7750000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Fines, penalties, and forfeits (143E)",Mining,Pénalités (DGI),Direction Générale des Impôts (DGI),916402502.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Fines, penalties, and forfeits (143E)",Mining,Pénalités (DGTCP),Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),191400530.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
From government participation (equity) (1412E2),Mining,Dividendes,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),1483104178.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Minimum Forfaitaire de Perception (MFP),Direction Générale des Impôts (DGI),799331.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Remboursements de crédit de TVA,Direction Générale des Impôts (DGI),-89215058751.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Taxe sur la Valeur Ajoutée (TVA),Direction Générale des Impôts (DGI),12371759211.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Acomptes Provisionnels sur IS (AP - IS),Direction Générale des Impôts (DGI),25213174761.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,"Impôt sur le Revenu des Créances, dépôts et cautionnements (IRC)",Direction Générale des Impôts (DGI),4000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impôt sur le Revenu des Valeurs Mobilières (IRVM),Direction Générale des Impôts (DGI),4624665692.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impôt sur les Bénéfices Industriels et Commerciaux (BIC),Direction Générale des Impôts (DGI),425002.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impôt sur les Revenus Fonciers (IRF),Direction Générale des Impôts (DGI),19754058.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impôt sur les Sociétés (IS),Direction Générale des Impôts (DGI),15872172021.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Other taxes payable by natural resource companies (116E),Mining,Contribution des patentes,Direction Générale des Impôts (DGI),3468216445.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Other taxes payable by natural resource companies (116E),Mining,Droits Fixes,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),921235000.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Other taxes payable by natural resource companies (116E),Mining,"Fonds de Réhabilitation, de Sécurisation des sites miniers artisanaux",Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),8907049.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Other taxes payable by natural resource companies (116E),Mining,Taxe Superficiaire,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),8640232002.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Other taxes payable by natural resource companies (116E),Mining,Taxe spécifique sur les revenus de transactions de titres miniers,Direction Générale des Impôts (DGI),60240945.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Royalties (1415E1),Mining,Redevances proportionnelles (Royalties),Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),59187955932.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Sales of goods and services by government units (1421E),Mining,Produits de vente de phosphate,Société d'Exploitation des Phosphates du Burkina (SEPB),16167700.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
Taxes on exports (1152E),Mining,Taxe à l'exportation d’or,Agence Nationale d’Encadrement des Exploitations Minières Artisanales et Semi-mécanisées (ANEEMAS),49406294.0,XOF,Burkina Faso,BFA,2019,2019-01-01,2019-12-31
