GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Administrative fees for government services (1422E),Mining,Application for consolidation mining titles fees,Mining Cadastral Office,327.28,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Fee for suspension of operation,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Fees for application for amendment of documents,Mining Cadastral Office,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Fees for application for certified true copy of lost certificate of mining title,Mining Cadastral Office,33.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Mining title(s) fee for processing of renewal application,Mining Cadastral Office,20357.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Mining titles(s) annual service fees,Mining Cadastral Office,900795.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Others:Renewal of exp. Magazine & ANFO permit,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Permit to Mix ANFO,Mining Inspectorate Division,4189.17,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Permit to export minerals for commercial purposes,Mining Inspectorate Division,1080.02,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Permit to import explosives,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Registration of accredited agents for movement of minerals,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Renewal Detonator store no,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Renewal of Exp Mag & Det store,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Administrative fees for government services (1422E),Mining,Search fee/Due diligence,Mining Cadastral Office,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Compulsory transfers to government (infrastructure and other) (1415E4),Mining,"Fees for cadastre map information, application for certified true copy of other documents other than title documents",Mining Cadastral Office,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Compulsory transfers to government (infrastructure and other) (1415E4),Oil & Gas,Niger Delta Development Commission Levy,Niger Delta Development Commission,545328071.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Compulsory transfers to government (infrastructure and other) (1415E4),Oil & Gas,Nigeria Content Development Monitoring Fund,Nigeria Content Development Monitoring Board,99609247.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Delivered/paid to state-owned enterprise(s) (1415E32),Oil & Gas,Nigeria Liquefied Natural Gas Dividend. Interest and Loan Repayment,Nigeria National Petroleum Corporation,833734746.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Delivered/paid to state-owned enterprise(s) (1415E32),Oil & Gas,Pipeline Transportation Fee,Nigeria National Petroleum Corporation,99475483.58,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Emission and pollution taxes (114522E),Mining,Permit to deposit tailings,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Emission and pollution taxes (114522E),Oil & Gas,Gas Flare Penalty,Department of Petroleum Resources,6553242.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"Fines, penalties, and forfeits (143E)",Mining,Penalty fee for late renewal of mining titles (application),Mining Cadastral Office,5694.65,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
From state-owned enterprises (1412E1),Oil & Gas,DPR lifting,Central Bank of Nigeria,553574292.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
From state-owned enterprises (1412E1),Oil & Gas,FIRS liftings,Central Bank of Nigeria,3143564119.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
From state-owned enterprises (1412E1),Oil & Gas,Federation Domestic,Central Bank of Nigeria,5756436924.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
From state-owned enterprises (1412E1),Oil & Gas,Federation Exports,Central Bank of Nigeria,2721004746.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
