GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
From state-owned enterprises (1412E1),Oil & Gas,Federation Gas,Central Bank of Nigeria,1323517241.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
From state-owned enterprises (1412E1),Oil & Gas,PSC in-kind Deductions,Central Bank of Nigeria,-4311349295.73,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
From state-owned enterprises (1412E1),Oil & Gas,Third party financing,Central Bank of Nigeria,1002233432.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Value Added Tax,Federal Inland Revenue Service,111356018.42,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Oil & Gas,Value Added Tax,Federal Inland Revenue Service,548931774.63,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Blasting certificates,Mining Inspectorate Division,3469.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Detonator Magazine Licence,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Explosives magazine licence,Mining Inspectorate Division,21191.29,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Licence to buy explosives,Mining Inspectorate Division,4058.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Licence to manufacture explosives,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Licence to sell explosives,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Permit to posses and purchase minerals,Mining Inspectorate Division,720.01,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,Reconnaisance permit,Mining Cadastral Office,163.64,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Mining,"Renewal of Mag. Licence, ANFO permit",Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Oil & Gas,Concession Rentals,Department of Petroleum Resources,1163457.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Licence fees (114521E),Oil & Gas,Signature Bonus,Department of Petroleum Resources,156765109.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Company Income Tax,Federal Inland Revenue Service,7725751.74,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Capital Gains Tax,Federal Inland Revenue Service,519500.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Company Income Tax,Federal Inland Revenue Service,268776202.75,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Education Tax (EDT),Federal Inland Revenue Service,286575032.85,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Petroleum Profit Tax,Federal Inland Revenue Service,5047573682.51,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other rent payments (1415E5),Mining,Fees for application to endorse additional mineral,Mining Cadastral Office,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Application for relinquishment of mining title fees,Mining Cadastral Office,1145.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Application for surrender mining titles fees,Mining Cadastral Office,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Application for transfer mining titles fees,Mining Cadastral Office,22876.78,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Education Tax (EDT),Federal Inland Revenue Service,33548120.87,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Fees for application for enlargement (processing) of mining titles,Mining Cadastral Office,3109.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Mining titles(s) application processing fee,Mining Cadastral Office,43644.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Other Fees,Mining Cadastral Office,360.01,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Other Fees,Mining Inspectorate Division,3600.07,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Other fee: Det store,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Others-PAYMENT FOR APPLICATION TO PURCHASE AND PROCESS MINERALS (SAND AND LATERITE),Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Permit to buy explosives,Mining Inspectorate Division,,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Other taxes payable by natural resource companies (116E),Mining,Permit to erect a magazine,Mining Inspectorate Division,1767.3,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Royalties (1415E1),Mining,Royalty,Mining Inspectorate Division,4303500.28,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Royalties (1415E1),Oil & Gas,Royalty Gas,Department of Petroleum Resources,113756681.32,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Royalties (1415E1),Oil & Gas,Royalty Oil,Department of Petroleum Resources,2187709484.5,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Taxes on exports (1152E),Mining,Permit to export minerals samples for analysis,Mining Inspectorate Division,49.09,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
Taxes on exports (1152E),Oil & Gas,Nigeria Export Supervision Fee,Central Bank of Nigeria,24111597.0,USD,Nigeria,NGA,2017,1/1/2017,12/31/2017
