GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Administrative fees for government services (1422E),Mining,Droit d'enregistemeent (DE),Direction Générale des Impôts (DGI),41218116.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Administrative fees for government services (1422E),Mining,Frais de dossier,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),6130000.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Contribution au Fonds Minier de Développement Local (1%),Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),27584807288.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Customs and other import duties (1151E),Mining,Droits de Douane et taxes assimilées,Direction Générale des Douanes (DGD),66981162298.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Delivered/paid directly to government (1415E31),Mining,La contribution financière en matière d’eau (CFE).,Autres bénéficiaires (paiements sociaux),2007363783.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Mining,Frais de prestation BUMIGEB,Bureau des Mines et de la Géologie du Burkina (BUMIGEB),38183378.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Mining,Frais de prestation BUNEE,Agence nationale des évaluations environnementales (ANEVE),136270436.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Mining,Frais de prestation ONASSIM,Office National de Sécurisation des Sites Miniers (ONASSIM),408000000.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Emission and pollution taxes (114522E),Mining,Versements au Fonds de réhabilitation et de fermeture des mines,Fonds d'Intervention pour l'Environnement (FIE),19234237714.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
"Fines, penalties, and forfeits (143E)",Mining,Amendes/BNAF,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),30863794.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
"Fines, penalties, and forfeits (143E)",Mining,Pénalités,Direction Générale des Douanes (DGD),19500000.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
"Fines, penalties, and forfeits (143E)",Mining,Pénalités,Direction Générale des Impôts (DGI),1580165.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
"Fines, penalties, and forfeits (143E)",Mining,Pénalités,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),480739105.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
From government participation (equity) (1412E2),Mining,Dividendes,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),6499415318.0,XOF,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
