GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Administrative fees for government services (1422E),Mining,Other fees & charges,Ministry of Mines and Minerals Development,10800.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Customs and other import duties (1151E),Mining,Import Permit,Ministry of Mines and Minerals Development,22800.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Customs and other import duties (1151E),Mining,Import/Customs Duty,Zambian Revenue Authority (ZRA),1205859767.37,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Emission and pollution taxes (114522E),Mining,Environmental Protection Fund,Environmental Protection Fund,1235122.59,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Excise taxes (1142E),Mining,Domestic Excise,Zambian Revenue Authority (ZRA),188055303.28,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Excise taxes (1142E),Mining,Excise Duty - Electrical Energy,Zambian Revenue Authority (ZRA),5764672.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
From government participation (equity) (1412E2),Mining,Dividends (from ZCCM to MOF),Ministry of Finance (MoF),16832268.63,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Import VAT,Zambian Revenue Authority (ZRA),2002918240.24,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Turnover Tax,Zambian Revenue Authority (ZRA),190327.65,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,VAT,Zambian Revenue Authority (ZRA),989631864.19,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Withholding VAT,Zambian Revenue Authority (ZRA),2032763902.92,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Licence fees (114521E),Mining,Annual Business Fees,Local Councils,629439.14,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Licence fees (114521E),Mining,Application Fees,Ministry of Mines and Minerals Development,5477560.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Licence fees (114521E),Mining,Gemtsone Sales Certificate,Ministry of Mines and Minerals Development,7200.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Licence fees (114521E),Mining,License Fees,Ministry of Mines and Minerals Development,900.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Licence fees (114521E),Mining,Manganese Levy,Local Councils,1178856.4,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Licence fees (114521E),Mining,Valuation Fees,Ministry of Mines and Minerals Development,403230.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Licence fees (114521E),Oil,Annual License Fees,Ministry of Mines and Minerals Development - Petroleum Unit,810000.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Company Income Tax (including Provisional Tax),Zambian Revenue Authority (ZRA),3203087547.73,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Other taxes (ZRA),Zambian Revenue Authority (ZRA),3806139.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Other rent payments (1415E5),Mining,Area Charges,Ministry of Mines and Minerals Development,35109345.76,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Other rent payments (1415E5),Mining,Ground Rent,Ministry of Lands,982789.47,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Other rent payments (1415E5),Oil,Area Charges,Ministry of Mines and Minerals Development - Petroleum Unit,2241347.36,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Other taxes payable by natural resource companies (116E),Mining,Chemical analysis,Ministry of Mines and Minerals Development,249125.0,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Royalties (1415E1),Mining,Mineral Royalty,Zambian Revenue Authority (ZRA),4201013264.7,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Taxes on exports (1152E),Mining,Export Permit,Ministry of Mines and Minerals Development,2037.64,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Taxes on property (113E),Mining,Property Rates,Local Councils,139791154.66,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
Taxes on property (113E),Mining,Property Transfer Tax,Zambian Revenue Authority (ZRA),29541437.58,ZMW,Zambia,ZMB,2019,2019-01-01,2019-12-31
