GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Administrative fees for government services (1422E),Mining,Application Fee,Ministry of Mines and Petroleum (Revenue Department),135000.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Administrative fees for government services (1422E),Mining,Bidding Fee,Ministry of Mines and Petroleum (Revenue Department),377249.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Administrative fees for government services (1422E),Mining,Document Fee,Ministry of Mines and Petroleum (Revenue Department),175000.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Administrative fees for government services (1422E),Mining,Exploitation Tender License Fee,Ministry of Mines and Petroleum (Revenue Department),391203.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Administrative fees for government services (1422E),Mining,Exploration Tender License Fee,Ministry of Mines and Petroleum (Revenue Department),235780.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Customs and other import duties (1151E),Mining,Penalty on Imports,Ministry of Finance (Customs Department),14183105.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Emission and pollution taxes (114522E),Gas,Waste Management Fee,National Environmental Protection Agency,,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Emission and pollution taxes (114522E),Mining,Environmental License Fee,National Environmental Protection Agency,34000.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Emission and pollution taxes (114522E),Mining,Environmental License Renewal Fee,National Environmental Protection Agency,,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
"Fines, penalties, and forfeits (143E)",Mining,Penalty Fee,Ministry of Mines and Petroleum (Revenue Department),7261069.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
"Fines, penalties, and forfeits (143E)",Not applicable,Penalties of Delay,Ministry of Finance (Revenue Department),42673489.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
"Fines, penalties, and forfeits (143E)",Not applicable,Penalties of Late Payment,Ministry of Finance (Revenue Department),34510785.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
From state-owned enterprises (1412E1),Not applicable,Transfers of SOE net profit made to the MoF,Ministry of Finance (Revenue Department),846184980.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Not applicable,Business Receipts Tax (BRT) 4%,Ministry of Finance (Revenue Department),270352003.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Licence fees (114521E),Mining,License Fee,Ministry of Mines and Petroleum (Revenue Department),721197.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Licence fees (114521E),Mining,License Fee - Exploitation,Ministry of Mines and Petroleum (Revenue Department),155281.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
"Ordinary taxes on income, profits and capital gains (1112E1)",Not applicable,Corporate income tax (CIT),Ministry of Finance (Revenue Department),206724072.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Other rent payments (1415E5),Mining,Site Accommodation Rent,Ministry of Mines and Petroleum (Revenue Department),19500.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Other rent payments (1415E5),Mining,Surface Rent,Ministry of Mines and Petroleum (Revenue Department),80177511.56,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Other rent payments (1415E5),Not applicable,Other Tax,Ministry of Finance (Revenue Department),2148507.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Royalties (1415E1),Mining,Royalties,Ministry of Mines and Petroleum (Revenue Department),1389285520.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Taxes on exports (1152E),Mining,Fixed Tax on Exports,Ministry of Finance (Customs Department),160724787.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Taxes on exports (1152E),Mining,Other Fee on Exports,Ministry of Finance (Customs Department),26061301.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Taxes on exports (1152E),Mining,Penalty on Exports,Ministry of Finance (Customs Department),7640394.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Taxes on exports (1152E),Not applicable,Export Duty,Ministry of Finance (Customs Department),1159113355.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Taxes on payroll and workforce (112E),Not applicable,Withholding Tax on Contractors,Ministry of Finance (Revenue Department),38859665.0,AFN,Afghanistan,AFG,2019,2018-12-21,2019-12-20
