GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Administrative fees for government services (1422E),Mining,Frais de dossier,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),106200000.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Customs and other import duties (1151E),Mining,Droits de Douane et taxes assimilées,Direction Générale de la Douane (DGD),50630601044.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Customs and other import duties (1151E),Mining,Pénalités (DGD),Direction Générale de la Douane (DGD),227687038.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Emission and pollution taxes (114522E),Mining,Frais de prestation BUMIGEB,Bureau des Mines et de la Géologie du Burkina (BUMIGEB),26481384.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Emission and pollution taxes (114522E),Mining,Frais de prestation BUNEE,Bureau National des Evaluations Environnementales (BUNEE),31122488.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,"Impôt sur le Revenu des Créances, dépôts et cautionnements (IRC)",Direction Générale des impôts (DGI),290464738.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Taxe spécifique sur les revenus de transactions de titres miniers,Direction Générale des impôts (DGI),185754400.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Taxe sur les Plus-Value Immobilière (TPVI),Direction Générale des impôts (DGI),451478884.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
From government participation (equity) (1412E2),Mining,Dividendes,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),2767500000.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Taxe de bien de mainmorte (TBMM) / Taxe Foncière sur les Sociétés (TFS),Direction Générale des impôts (DGI),154407553.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Taxe sur la Valeur Ajoutée (TVA),Direction Générale des impôts (DGI),9834164569.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Droit d'enregistemeent (DE),Direction Générale des impôts (DGI),23582560.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Droits Fixes,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),924030000.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Pénalités (DGTCP),Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),88489084.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Licence fees (114521E),Mining,Taxe Superficiaire,Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),9999647009.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Acomptes Provisionnels sur IS (AP - IS),Direction Générale des impôts (DGI),20245852356.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impôt sur le Revenu des Valeurs Mobilières (IRVM),Direction Générale des impôts (DGI),3628611284.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impôt sur les Bénéfices Industriels et Commerciaux (BIC),Direction Générale des impôts (DGI),300000.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Pénalités (DGI),Direction Générale des impôts (DGI),61043000.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
"Ordinary taxes on income, profits and capital gains (1112E1)",Other,Impôt sur les Sociétés (IS),Direction Générale des impôts (DGI),3903011747.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Royalties (1415E1),Mining,Redevances proportionnelles (Royalties),Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),42501134448.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Taxes on payroll and workforce (112E),Mining,Taxe Patronale d'Apprentissage (TPA),Direction Générale des impôts (DGI),1710066131.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Contribution des patentes,Direction Générale des impôts (DGI),1275978956.0,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
Taxes on property (113E),Mining,Impôt sur les Revenus Fonciers (IRF),Direction Générale des impôts (DGI),,XOF,Burkina Faso,BFA,2017,2017-01-01,2017-12-31
