GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Bonuses (1415E2),Mining,Bonus for training in according to Product sharing agreement,Mineral Resources and Petroleum Authority,1544871000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Bonuses (1415E2),Mining,Bonus received for local development under PSA,Local administrative,467080000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Contribution at rate of 50% to Environment protection expense to the Special Account,Local administrative,308734000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Compulsory transfers to government (infrastructure and other) (1415E4),Mining,Contribution at rate of 50% to Environment protection expense to the Special Account,"Ministry of Environment, Nature and Tourism",531930000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Customs and other import duties (1151E),Mining,Customs service fee,Mongolian Customs General Administration,69347798000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Customs and other import duties (1151E),Mining,Customs tax,Mongolian Customs General Administration,61432774000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Emission and pollution taxes (114522E),Mining,Fee for air pollution,General Department of Taxation,40080143000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Emission and pollution taxes (114522E),Mining,Fee for water pollution,Local governor department,60000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Emission and pollution taxes (114522E),Mining,Fee for water use,Local governor department,41200259000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Excise taxes (1142E),Mining,Excise tax on vehicle fuel and oil materials,Mongolian Customs General Administration,114885000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Excise taxes (1142E),Mining,Fee paid for transfering production sharing agreement rights,Mineral Resources and Petroleum Authority,167909000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
"Extraordinary taxes on income, profits and capital gains (1112E2)",Oil,Petroleum income per Government according to Product sharing agreement,Mineral Resources and Petroleum Authority,222514737000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
"Fines, penalties, and forfeits (143E)",Mining,Penalty,General Department of Taxation,345710000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
"Fines, penalties, and forfeits (143E)",Mining,Penalty (Local Budget),General Department of Taxation,3490714000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
From state-owned enterprises (1412E1),Mining,Dividend on Local State Property,Local administrative,64790925000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
From state-owned enterprises (1412E1),Mining,Dividend on State Property,Government agency for policy coordination on state property,35287247000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Value Added Tax (Customs),Mongolian Customs General Administration,116610087000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
"General taxes on goods and services (VAT, sales tax, turnover tax) (1141E)",Mining,Value Added Tax (paid to MTA),General Department of Taxation,106235537000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Mining,Fee for use of mineral resources of widespread,Local governor department,1668870000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Mining,License fee for exploitation and exploration of mineral resources,Mineral Resources and Petroleum Authority,20082375000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Licence fees (114521E),Oil,License fee for exploitation and exploration of petroleum,Mineral Resources and Petroleum Authority,1651726000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Motor vehicle taxes (11451E),Mining,Tax on petrol and diesel fuel,Mongolian Customs General Administration,,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Motor vehicle taxes (11451E),Mining,Tax on vehicles and self moving mechanisms,Local governor department,1240352000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Corporate income tax,General Department of Taxation,648743890000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Mining,Advance payments paid to GoM,Ministry of Finance,,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Mining,Fee and extra charges for exploitation of mineral resources,General Department of Taxation,1012490759000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Mining,Operational support to Representative office under PSA,Mineral Resources and Petroleum Authority,1311520000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Mining,Other,Local administrative,1491252000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Mining,Other,Other,43336651000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Mining,"Payment for deposit, exploration of which was carried out by the Government",Mineral Resources and Petroleum Authority,2028373000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),,Unilateral government disclosure (companies outside of the reconciliation scope),Other,44628340587.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Royalties (1415E1),Mining,Royalty,Mineral Resources and Petroleum Authority,33486815000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Social security employer contributions (1212E),Mining,Social and health insurance charges paid from entity,General Agency for Health and Social Insurance,205917599000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
Taxes on payroll and workforce (112E),Mining,Workplace payment of foreign specialist and labour force,General Agency for Labor Welfare Services,13375455000.0,MNT,Mongolia,MNG,2018,1/1/2018,12/31/2018
