GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Emission and pollution taxes (114522E),Oil & Gas,C02-tax,The Norwegian Petroleum Directorate,5181970000.0,NOK,Norway,NOR,2017,1/1/2017,12/31/2017
Emission and pollution taxes (114522E),Oil & Gas,Nox tax,Directorate of Customs and Excise,6555000.0,NOK,Norway,NOR,2017,1/1/2017,12/31/2017
From government participation (equity) (1412E2),Oil & Gas,Dividend from Equinor,Norwegian Central Bank,8398000000.0,NOK,Norway,NOR,2017,1/1/2017,12/31/2017
Licence fees (114521E),Oil & Gas,License fees (Area fee/Arealavgift),The Norwegian Petroleum Directorate,939155000.0,NOK,Norway,NOR,2017,1/1/2017,12/31/2017
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Corporate Tax,The Norwegian Tax Directorate,65049094722.0,NOK,Norway,NOR,2017,1/1/2017,12/31/2017
Withdrawals from income of quasi-corporations (1413E),Oil & Gas,Statens direkte økonomiske engasjement,Norwegian Central Bank,87157000000.0,NOK,Norway,NOR,2017,1/1/2017,12/31/2017
