GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Bonuses (1415E2),Oil & Gas,Bonuses,Albpetrol,10801000.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Bonuses (1415E2),Oil & Gas,Bonuses,National Agency of Natural Resouces (AKBN),162015000.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Compulsory transfers to government (infrastructure and other) (1415E4),Other,National tariff,General Directorate of Taxes,1203623602.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Compulsory transfers to government (infrastructure and other) (1415E4),Other,Regulatory tariff,Energy Regulatory Authority (ERE),32300000.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Customs and other import duties (1151E),Mining,Carbon tax,Albanian Customs Administrate,85523607.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Customs and other import duties (1151E),Mining,Excise,Albanian Customs Administrate,57835545.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Customs and other import duties (1151E),Mining,Other payments to the State and local government units,Albanian Customs Administrate,33669036.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Customs and other import duties (1151E),Oil & Gas,Carbon tax,Albanian Customs Administrate,29777696.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Customs and other import duties (1151E),Oil & Gas,Circulation tax,Albanian Customs Administrate,267999263.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Customs and other import duties (1151E),Oil & Gas,Excise,Albanian Customs Administrate,373668140.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
Delivered/paid to state-owned enterprise(s) (1415E32),Oil & Gas,Share of Oil,Albpetrol,2020060900.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Tax on dividend,General Directorate of Taxes,184680241.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
"Extraordinary taxes on income, profits and capital gains (1112E2)",Other,Tax on dividend,General Directorate of Taxes,36177940.0,ALL,Albania,ALB,2018,2018-01-01,2018-12-31
