Full project name,Revenue value,Country,Year
APL-EP-57,378109.0,Afghanistan,2018
APL-EP-58,367260.0,Afghanistan,2018
APL-EP-59,365746.0,Afghanistan,2018
APL-EP-60,366791.0,Afghanistan,2018
APL-EP-61,365746.0,Afghanistan,2018
APL-EP-62,358339.0,Afghanistan,2018
APL-EP-63,360148.0,Afghanistan,2018
APL-EP-65,365746.0,Afghanistan,2018
APL-EP-66,371205.0,Afghanistan,2018
APL-EP-67,377149.0,Afghanistan,2018
APL-EP-68,377149.0,Afghanistan,2018
EXP 1/2008,6767836.0,Afghanistan,2018
EXP 1/2014,1890318024.0,Afghanistan,2018
EXPL 1/2006,21219036.0,Afghanistan,2018
EXPL 1/2009,47263121.0,Afghanistan,2018
EXPL 1/2012,374288.0,Afghanistan,2018
EXPL 1/2014,2016396.0,Afghanistan,2018
EXPL 1/2015,34577.0,Afghanistan,2018
EXPL 2/2012,68365043.0,Afghanistan,2018
EXPL 2/2013,753981.0,Afghanistan,2018
EXPL 2/2015,4831818.0,Afghanistan,2018
EXPL 3/2012,5389321.0,Afghanistan,2018
EXPL 3/2013,1068538.0,Afghanistan,2018
EXPL 4/2014,891233.0,Afghanistan,2018
EXPL 5/2012,4010260.0,Afghanistan,2018
EXPL 5/2013,10607480.0,Afghanistan,2018
EXPL 5/2014,28820055.0,Afghanistan,2018
EXPL 6/2012,8767186.0,Afghanistan,2018
EXPL 7/2012,22814244.0,Afghanistan,2018
EXPL 8/2012,2647538.0,Afghanistan,2018
P-EXP 1/2011,20446894.0,Afghanistan,2018
P-EXPL 1/2013,59750196.0,Afghanistan,2018
P-EXPL 2/2013,66741767.0,Afghanistan,2018
SSML-KABU 1/2008,1558152.0,Afghanistan,2018
SSML-KABU 1/2015,229732.0,Afghanistan,2018
SSML-KABU 1/2016,113552.0,Afghanistan,2018
SSML-KABU 10/2016,126085.0,Afghanistan,2018
SSML-KABU 11/2015,139422.0,Afghanistan,2018
SSML-KABU 12/2016,31436.0,Afghanistan,2018
SSML-KABU 13/2012,143439.0,Afghanistan,2018
SSML-KABU 13/2016,35231.0,Afghanistan,2018
SSML-KABU 14/2016,74048.0,Afghanistan,2018
SSML-KABU 15/2016,22690.0,Afghanistan,2018
SSML-KABU 16/2014,280730.0,Afghanistan,2018
SSML-KABU 16/2015,48055.0,Afghanistan,2018
SSML-KABU 16/2016,62051.0,Afghanistan,2018
SSML-KABU 17/2016,30400.0,Afghanistan,2018
SSML-KABU 18/2015,68360.0,Afghanistan,2018
SSML-KABU 18/2016,61899.0,Afghanistan,2018
SSML-KABU 19/2016,39212.0,Afghanistan,2018
SSML-KABU 2/2008,1737674.0,Afghanistan,2018
SSML-KABU 22/2016,74263.0,Afghanistan,2018
SSML-KABU 23/2016,15722.0,Afghanistan,2018
SSML-KABU 24/2014,138299.0,Afghanistan,2018
SSML-KABU 3/2013,222308.0,Afghanistan,2018
SSML-KABU 3/2015,50005.0,Afghanistan,2018
SSML-KABU 3/2016,54345.0,Afghanistan,2018
SSML-KABU 37/2014,63378.0,Afghanistan,2018
SSML-KABU 4/2011,189889.0,Afghanistan,2018
SSML-KABU 4/2013,240521.0,Afghanistan,2018
SSML-KABU 4/2015,212285.0,Afghanistan,2018
SSML-KABU 4/2016,42809.0,Afghanistan,2018
SSML-KABU 40/2014,15498.0,Afghanistan,2018
SSML-KABU 42/2014,99300.0,Afghanistan,2018
SSML-KABU 43/2014,33680.0,Afghanistan,2018
SSML-KABU 46/2014,32060.0,Afghanistan,2018
SSML-KABU 48/2014,114902.0,Afghanistan,2018
SSML-KABU 5/2015,61727.0,Afghanistan,2018
SSML-KABU 6/2011,217878.0,Afghanistan,2018
SSML-KABU 6/2014,323200.0,Afghanistan,2018
SSML-KABU 6/2015,95526.0,Afghanistan,2018
SSML-KABU 6/2016,56925.0,Afghanistan,2018
SSML-KABU 7/2016,61921.0,Afghanistan,2018
SSML-KABU 8/2016,21222.0,Afghanistan,2018
SSML-KABU 9/2016,50925.0,Afghanistan,2018
APL-EP-57,0.0,Afghanistan,2019
APL-EP-58,0.0,Afghanistan,2019
APL-EP-59,0.0,Afghanistan,2019
APL-EP-60,0.0,Afghanistan,2019
APL-EP-61,0.0,Afghanistan,2019
APL-EP-62,0.0,Afghanistan,2019
APL-EP-63,0.0,Afghanistan,2019
APL-EP-64,377249.0,Afghanistan,2019
APL-EP-65,0.0,Afghanistan,2019
APL-EP-66,0.0,Afghanistan,2019
APL-EP-67,0.0,Afghanistan,2019
APL-EP-68,0.0,Afghanistan,2019
EXP 1/2008,7367774.0,Afghanistan,2019
EXP 1/2014,1200885464.0,Afghanistan,2019
EXPL 1/2006,12429100.0,Afghanistan,2019
EXPL 1/2008,624060.0,Afghanistan,2019
EXPL 1/2009,44755315.0,Afghanistan,2019
EXPL 1/2012,0.0,Afghanistan,2019
EXPL 1/2013,798871.0,Afghanistan,2019
EXPL 1/2014,1821994.0,Afghanistan,2019
EXPL 1/2015,0.0,Afghanistan,2019
EXPL 2/2012,70734311.0,Afghanistan,2019
EXPL 2/2013,607917.0,Afghanistan,2019
EXPL 2/2014,2433958.0,Afghanistan,2019
EXPL 2/2015,4150049.0,Afghanistan,2019
EXPL 3/2012,2000000.0,Afghanistan,2019
EXPL 3/2013,4564146.0,Afghanistan,2019
EXPL 3/2014,729658.0,Afghanistan,2019
EXPL 3/2018,156539.0,Afghanistan,2019
EXPL 4/2013,88853.0,Afghanistan,2019
EXPL 4/2014,892045.0,Afghanistan,2019
EXPL 5/2012,0.0,Afghanistan,2019
EXPL 5/2013,17858825.0,Afghanistan,2019
EXPL 5/2014,3007497.0,Afghanistan,2019
EXPL 6/2012,11064137.0,Afghanistan,2019
EXPL 7/2012,18782755.0,Afghanistan,2019
EXPL 8/2012,3617050.0,Afghanistan,2019
GM-EX-PERMIT 1/2019,65251.0,Afghanistan,2019
GM-EX-PERMIT 2/2019,430.0,Afghanistan,2019
GM-EX-PERMIT 3/2019,1645313.0,Afghanistan,2019
KABU-206,15000.0,Afghanistan,2019
KABU-207,15000.0,Afghanistan,2019
KABU-208,15000.0,Afghanistan,2019
KABU-209,15000.0,Afghanistan,2019
KABU-210,15000.0,Afghanistan,2019
KABU-211,15000.0,Afghanistan,2019
KABU-212,15000.0,Afghanistan,2019
KABU-213,15000.0,Afghanistan,2019
KABU-214,15000.0,Afghanistan,2019
P-EXP 1/2011,0.0,Afghanistan,2019
P-EXPL 1/2013,45303682.0,Afghanistan,2019
P-EXPL 1/2017,1387707.0,Afghanistan,2019
P-EXPL 2/2013,0.0,Afghanistan,2019
SSML-BAGH 2/2011,6047885.0,Afghanistan,2019
SSML-KABU 1/2008,387600.0,Afghanistan,2019
SSML-KABU 1/2013,69443.0,Afghanistan,2019
SSML-KABU 1/2015,280379.0,Afghanistan,2019
SSML-KABU 1/2016,0.0,Afghanistan,2019
SSML-KABU 1/2017,2737098.0,Afghanistan,2019
SSML-KABU 10/2015,81548.0,Afghanistan,2019
SSML-KABU 10/2016,106867.0,Afghanistan,2019
SSML-KABU 11/2015,200488.0,Afghanistan,2019
SSML-KABU 12/2016,37983.0,Afghanistan,2019
SSML-KABU 13/2012,182813.0,Afghanistan,2019
SSML-KABU 13/2016,0.0,Afghanistan,2019
SSML-KABU 14/2014,43800.0,Afghanistan,2019
SSML-KABU 14/2016,46649.0,Afghanistan,2019
SSML-KABU 15/2016,0.0,Afghanistan,2019
SSML-KABU 16/2013,202270.0,Afghanistan,2019
SSML-KABU 16/2014,1198188.0,Afghanistan,2019
SSML-KABU 16/2015,78893.0,Afghanistan,2019
SSML-KABU 16/2016,41540.0,Afghanistan,2019
SSML-KABU 17/2016,82373.0,Afghanistan,2019
SSML-KABU 18/2013,1404858.0,Afghanistan,2019
SSML-KABU 18/2015,0.0,Afghanistan,2019
SSML-KABU 18/2016,41760.0,Afghanistan,2019
SSML-KABU 19/2016,64467.0,Afghanistan,2019
SSML-KABU 2/2008,0.0,Afghanistan,2019
SSML-KABU 2/2014,29374.0,Afghanistan,2019
SSML-KABU 22/2016,49439.0,Afghanistan,2019
SSML-KABU 23/2016,38807.0,Afghanistan,2019
SSML-KABU 24/2014,70425.0,Afghanistan,2019
SSML-KABU 28/2013,64515.0,Afghanistan,2019
SSML-KABU 28/2014,278438.0,Afghanistan,2019
SSML-KABU 3/2007,714530.0,Afghanistan,2019
SSML-KABU 3/2013,289020.0,Afghanistan,2019
SSML-KABU 3/2014,44100.0,Afghanistan,2019
SSML-KABU 3/2015,64311.0,Afghanistan,2019
SSML-KABU 3/2016,89316.0,Afghanistan,2019
SSML-KABU 36/2014,56739.0,Afghanistan,2019
SSML-KABU 37/2013,1148579.0,Afghanistan,2019
SSML-KABU 37/2014,31973.0,Afghanistan,2019
SSML-KABU 4/2011,602687.0,Afghanistan,2019
SSML-KABU 4/2013,324096.0,Afghanistan,2019
SSML-KABU 4/2014,330133.0,Afghanistan,2019
SSML-KABU 4/2015,302394.0,Afghanistan,2019
SSML-KABU 4/2016,40005.0,Afghanistan,2019
SSML-KABU 40/2014,80604.0,Afghanistan,2019
SSML-KABU 42/2014,0.0,Afghanistan,2019
SSML-KABU 43/2014,129587.0,Afghanistan,2019
SSML-KABU 46/2014,120000.0,Afghanistan,2019
SSML-KABU 5/2013,313.0,Afghanistan,2019
SSML-KABU 5/2014,879720.0,Afghanistan,2019
SSML-KABU 5/2015,111128.0,Afghanistan,2019
SSML-KABU 57/2014,134804.0,Afghanistan,2019
SSML-KABU 6/2007,628320.0,Afghanistan,2019
SSML-KABU 6/2011,225934.0,Afghanistan,2019
SSML-KABU 6/2014,163216.0,Afghanistan,2019
SSML-KABU 6/2015,150650.0,Afghanistan,2019
SSML-KABU 6/2016,62276.0,Afghanistan,2019
SSML-KABU 7/2016,57026.0,Afghanistan,2019
SSML-KABU 8/2016,0.0,Afghanistan,2019
SSML-KABU 9/2016,0.0,Afghanistan,2019
ALB-ENERGY SHPK,194854567.0,Albania,2018
ALBPETROL SH.A.,2043589088.0,Albania,2018
ANIO OIL&GAS SHA  (ISH TRANS ATLANTIK ALBANIA LTD (ISHSTREAM OIL & GAS),40837161.0,Albania,2018
ANIO OIL&GAS SHA (ISH TRANS ATLANTIK ALBANIA LTD (ISHSTREAM OIL & GAS),0.0,Albania,2018
BALKAN GREEN ENERGY SH.P.K( ISH ESEGEI),111304779.0,Albania,2018
BANKERS PETROLEUM ALBANIA LTD.,4870372425.0,Albania,2018
DELVINA GAS COMPANY LTD,560127.0,Albania,2018
DEVOLL HYDROPOWER,254565805.0,Albania,2018
DITEKO SH.P.K,133586709.0,Albania,2018
ENERGAL SHPK,62100442.0,Albania,2018
ENERGJI ASHTA,501433658.0,Albania,2018
"EURON ENERGY"" SHPK",142321723.0,Albania,2018
HEC LANABREGAS,49185677.0,Albania,2018
KESH SH.A.,4999596250.0,Albania,2018
KURUM INTERNATIONAL SH.A,140469116.0,Albania,2018
SAN LEONE ENERGY PLC.,5748781.0,Albania,2018
SHELL UPSTREAM ALBANIA B.V,513002623.0,Albania,2018
SHERWOOD INTERNATIONAL PETROLEUM LTD,34085603.0,Albania,2018
TRANSOIL GROUP AG (IEC VISOKA SHP),269561211.0,Albania,2018
“HIDROALBANIA ENERGJI” SHPK,70556608.0,Albania,2018
ARIES,133479042.2,Argentina,2018
CARINA,691259000.8199999,Argentina,2018
ENARSA E1,13683048.0,Argentina,2018
MAGALLANES AM 6,87509034.0,Argentina,2018
VEGA PLEYADE,96221991.58,Argentina,2018
SHAT-29/366,0.0,Armenia,2019
SHAT-29/371,0.0,Armenia,2019
SHAT-29/458,0.0,Armenia,2019
SHAT-29/459,0.0,Armenia,2019
SHAT-29/515,0.0,Armenia,2019
SHAT-29/544,0.0,Armenia,2019
SHAT-29/547,0.0,Armenia,2019
SHATV-29/057,189266032.0,Armenia,2019
SHATV-29/093,0.0,Armenia,2019
SHATV-29/094,12861196.0,Armenia,2019
SHATV-29/103,517193102.0,Armenia,2019
SHATV-29/183,2513404526.0,Armenia,2019
SHATV-29/189,9929418093.0,Armenia,2019
SHATV-29/232,22836259000.0,Armenia,2019
SHATV-29/245,568641274.0,Armenia,2019
SHATV-29/311,1017840884.0,Armenia,2019
SHATV-29/376,1261163021.0,Armenia,2019
SHATV-29/514,0.0,Armenia,2019
"BIO, NIAWÉ, FAKOTO, KELESSO",18962082.0,Burkina Faso,2018
BISSA GOLD SA,28476481326.0,Burkina Faso,2018
BMC,8424497957.0,Burkina Faso,2018
BOUSSOUMA,0.0,Burkina Faso,2018
BOUSSOUMA DCB2,0.0,Burkina Faso,2018
DANSÉ,0.0,Burkina Faso,2018
DIAPANGOU,0.0,Burkina Faso,2018
DIOUNGOKO,0.0,Burkina Faso,2018
DIÉKUY,0.0,Burkina Faso,2018
ESSAKANE,25708917626.0,Burkina Faso,2018
GOGH IN,0.0,Burkina Faso,2018
GONSÉ,0.0,Burkina Faso,2018
HOUNDE GOLD,20244509565.0,Burkina Faso,2018
KOMPIGA,0.0,Burkina Faso,2018
KONIOUDOU,0.0,Burkina Faso,2018
KORO,0.0,Burkina Faso,2018
MANEGSOMBO,0.0,Burkina Faso,2018
NANTOU MINING,-1715578126.0,Burkina Faso,2018
NC,0.0,Burkina Faso,2018
NETIANA,6780462980.0,Burkina Faso,2018
POUSSOUGZIGA,0.0,Burkina Faso,2018
RAKAYE,0.0,Burkina Faso,2018
RAMONGO,0.0,Burkina Faso,2018
RIVERSTONE KARMA,2441277293.0,Burkina Faso,2018
SADABA,0.0,Burkina Faso,2018
SAKOUMÉ,0.0,Burkina Faso,2018
SAMANDENI E-W,0.0,Burkina Faso,2018
SAMANDENI N-W,0.0,Burkina Faso,2018
SAMSONGO,0.0,Burkina Faso,2018
SEMAFO,8867597111.0,Burkina Faso,2018
SEMAFO BOUNGOU,3381082526.0,Burkina Faso,2018
SOCIÉTÉ D'EXPLOITATION DES PHOSPHATES DU BURKINA,6657753.0,Burkina Faso,2018
SOGOSSAGASSO,0.0,Burkina Faso,2018
SOMITA,1873839975.0,Burkina Faso,2018
SOUROUKOUDINGA 1,0.0,Burkina Faso,2018
TANDAGA,0.0,Burkina Faso,2018
TAONSGHO,0.0,Burkina Faso,2018
TIARA,0.0,Burkina Faso,2018
WAHGNION GOLD,2851354433.0,Burkina Faso,2018
YANKASSO,0.0,Burkina Faso,2018
YARAMOKO,992643970.0,Burkina Faso,2018
"1- BIO, 2- NIAWÉ, 3-FAKOTO, 4- KELESSO",7879789.0,Burkina Faso,2019
AFRIC CARRIERES,0.0,Burkina Faso,2019
BISSA GOLD SA,15780952718.0,Burkina Faso,2019
BURKINA MINING COMPANY,4179173925.0,Burkina Faso,2019
CIMAF,0.0,Burkina Faso,2019
CIMBURKINA,0.0,Burkina Faso,2019
COGEB INTERNATIONAL,0.0,Burkina Faso,2019
COVEMI,0.0,Burkina Faso,2019
EBOMAF SA,0.0,Burkina Faso,2019
ENTREPRISE KANAZOE SALIFOU(EKS),0.0,Burkina Faso,2019
ESSAKANE SA,14430420485.0,Burkina Faso,2019
ETYF ET TRADE,0.0,Burkina Faso,2019
FISA,0.0,Burkina Faso,2019
GLOBEX CONSTRUCTION,0.0,Burkina Faso,2019
GROUPE QUEBEC AFRIQUE,0.0,Burkina Faso,2019
HOUNDE GOLD,36621318341.0,Burkina Faso,2019
KANAZOE ET FRERES,0.0,Burkina Faso,2019
NANTOU MINING,5974732204.0,Burkina Faso,2019
NC,0.0,Burkina Faso,2019
NETIANA,696062612.0,Burkina Faso,2019
RIVERSTONE KARMA,3933822011.0,Burkina Faso,2019
ROXGOLD BURKINA FASO,16505849.0,Burkina Faso,2019
ROXGOLD SANU SA,0.0,Burkina Faso,2019
SANBRADO,1320942827.0,Burkina Faso,2019
SEMAFO BOUNGOU,10865023422.0,Burkina Faso,2019
SEMAFO BURKINA,-969403290.0,Burkina Faso,2019
SOCIÉTÉ D'EXPLOITATION DES PHOSPHATES DU BURKINA,0.0,Burkina Faso,2019
SOGEA-SATOM,0.0,Burkina Faso,2019
SOMITA,4695670244.0,Burkina Faso,2019
SOROUBAT-BF,0.0,Burkina Faso,2019
WAHGNION GOLD,3166221359.0,Burkina Faso,2019
WAHGNION GOLD OP SA,0.0,Burkina Faso,2019
YARAMOKO,-409071604.0,Burkina Faso,2019
BEBTENGA,0.0,Burkina Faso,2020
BISSA (BAM),14229770000.0,Burkina Faso,2020
BOUÉRÉ,3958640000.0,Burkina Faso,2020
BURKINA MINING COMPANY,5306300000.0,Burkina Faso,2020
COMATRAP NORD-EST,0.0,Burkina Faso,2020
DANDE 2,0.0,Burkina Faso,2020
DANDÉ,0.0,Burkina Faso,2020
DIOUNGOKO,0.0,Burkina Faso,2020
ESSAKANE (OUDALAN),32708380000.0,Burkina Faso,2020
GAUGHIN,0.0,Burkina Faso,2020
GONSÉ,0.0,Burkina Faso,2020
HOUNDE GOLD,16410340000.0,Burkina Faso,2020
KOASSA,0.0,Burkina Faso,2020
KOMPIGA,0.0,Burkina Faso,2020
KORO,0.0,Burkina Faso,2020
MANEGSOMBO,0.0,Burkina Faso,2020
MANÉGA,0.0,Burkina Faso,2020
N/A,0.0,Burkina Faso,2020
NAPALGA-SALAGUI,0.0,Burkina Faso,2020
NC,147410000.0,Burkina Faso,2020
NOGBELE SUD DIERISSO  NIANKA ZEGUEDOUGOU,36070000.0,Burkina Faso,2020
POUSSOUGZIGA,0.0,Burkina Faso,2020
REO/KYON,6882510000.0,Burkina Faso,2020
RIVERSTONE KARMA,8544310000.0,Burkina Faso,2020
SADABA,0.0,Burkina Faso,2020
SAMSONGO,0.0,Burkina Faso,2020
SAMTENGA,1778200000.0,Burkina Faso,2020
SANBRADO,6130060000.0,Burkina Faso,2020
SEMAFO,20429060000.0,Burkina Faso,2020
SEMAFO BOUNGOU,8761160000.0,Burkina Faso,2020
SEMAFO BURKINA,0.0,Burkina Faso,2020
SOCIÉTÉ D'EXPLOITATION DES PHOSPHATES DU BURKINA,0.0,Burkina Faso,2020
SOGOSAGASSO,0.0,Burkina Faso,2020
SOUROUKOUDINGA SUD,0.0,Burkina Faso,2020
SOUROUKOUDINGA1,0.0,Burkina Faso,2020
TAPARKO,7686740000.0,Burkina Faso,2020
TIABILA,0.0,Burkina Faso,2020
TIARA,0.0,Burkina Faso,2020
WAHGNION GOLD OP SA,11385940000.0,Burkina Faso,2020
YARAMOKO,9856930000.0,Burkina Faso,2020
EBOME,0.0,Cameroon,2017
IROKO,0.0,Cameroon,2017
KOLE,0.0,Cameroon,2017
LOGBABA,0.0,Cameroon,2017
LOKELE,0.0,Cameroon,2017
MOUDI,0.0,Cameroon,2017
MVIA,0.0,Cameroon,2017
SANAGA,0.0,Cameroon,2017
CHAMPS BADILA,0.0,Chad,2017
CHAMPS BAOBAB,0.0,Chad,2017
CHAMPS BOLOBO,0.0,Chad,2017
CHAMPS KOMÉ CI,0.0,Chad,2017
CHAMPS KOMÉ CS,0.0,Chad,2017
CHAMPS MAIKERI,0.0,Chad,2017
CHAMPS MANGARA,0.0,Chad,2017
CHAMPS MIANDOUM,0.0,Chad,2017
CHAMPS MIMOSA,0.0,Chad,2017
CHAMPS MOUNDOULI,0.0,Chad,2017
CHAMPS NYA,0.0,Chad,2017
CHAMPS PROSOPIS,0.0,Chad,2017
CHAMPS RÔNIER,0.0,Chad,2017
CHAMPS TIMBRÉ,0.0,Chad,2017
NON APPLICABLE,547448408.0,Chad,2017
NON APPLICABLE,1003136733.85,Chad,2018
CI-100,609596.0,Cote d'Ivoire,2018
CI-101,166574126.0,Cote d'Ivoire,2018
CI-11,7284770.0,Cote d'Ivoire,2018
CI-12,0.0,Cote d'Ivoire,2018
CI-202,0.0,Cote d'Ivoire,2018
CI-205,166574126.0,Cote d'Ivoire,2018
CI-24,0.0,Cote d'Ivoire,2018
CI-26,20181587233.0,Cote d'Ivoire,2018
CI-27,58246433186.0,Cote d'Ivoire,2018
CI-301,0.0,Cote d'Ivoire,2018
CI-302,0.0,Cote d'Ivoire,2018
CI-40,21736917364.0,Cote d'Ivoire,2018
CI-500,0.0,Cote d'Ivoire,2018
CI-502,0.0,Cote d'Ivoire,2018
CI-518,0.0,Cote d'Ivoire,2018
CI-519,0.0,Cote d'Ivoire,2018
CI-520,198000000.0,Cote d'Ivoire,2018
CI-521,202500000.0,Cote d'Ivoire,2018
CI-522,202500000.0,Cote d'Ivoire,2018
CI-523,0.0,Cote d'Ivoire,2018
CI-524,528000000.0,Cote d'Ivoire,2018
CI-525,0.0,Cote d'Ivoire,2018
CI-526,583932538.0,Cote d'Ivoire,2018
CI-602,583932538.0,Cote d'Ivoire,2018
CI-603,583932538.0,Cote d'Ivoire,2018
CI-605,137019428.0,Cote d'Ivoire,2018
CI-707,583932532.0,Cote d'Ivoire,2018
CI-708,583932532.0,Cote d'Ivoire,2018
"CORPORACIÓN MINERA DOMINICANA, S.A.",0.0,Dominican Republic,2018
"ENVIROGOLD (LAS LAGUNAS), LIMITED",0.0,Dominican Republic,2018
"FALCONBRIDGE DOMINICANA, S.A.",0.0,Dominican Republic,2018
PUEBLO VIEJO DOMINICANA CORPORATION,0.0,Dominican Republic,2018
BARRICK PUEBLO VIEJO DOMINICAN CORPORATION,0.0,Dominican Republic,2019
"CORPORACIÓN MINERA DOMINICANA, S.A.",218290580.0,Dominican Republic,2019
DOVEMCO,5299.0,Dominican Republic,2019
"ENVIROGOLD (LAS LAGUNAS), LIMITED",0.0,Dominican Republic,2019
"FALCONBRIDGE DOMINICANA, S.A.",68032998.0,Dominican Republic,2019
PUEBLO VIEJO DOMINICANA CORPORATION,11179156555.0,Dominican Republic,2019
BARRICK BARRICK PUEBLO VIEJO DOMINICAN CORPORATION,0.0,Dominican Republic,2020
BARRICK PUEBLO VIEJO DOMINICAN CORPORATION,22177928753.0,Dominican Republic,2020
"CORPORACIÓN MINERA DOMINICANA, S.A.",214629728.0,Dominican Republic,2020
"ENVIROGOLD (LAS LAGUNAS), LIMITED",0.0,Dominican Republic,2020
"FALCONBRIDGE DOMINICANA, S.A.",92768649.0,Dominican Republic,2020
PUEBLO VIEJO DOMINICANA CORPORATION,1272670470.0,Dominican Republic,2020
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR FINANZVERWALTUNG SCHLESWIG HOLSTEIN, SCHLESWIG HOLSTEIN",0.0,Germany,2017
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR LANDESHAUPTKASSE BREMEN",0.0,Germany,2017
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER, LOWER SAXONY",0.0,Germany,2017
"LANDESAMT FÜR GEOLOGIE UND BERGBAU, MAINZ-HECHTSHEIM, RHINELAND PALATINATE",0.0,Germany,2017
"LANDESAMT FÜR GEOLOGIE UND BERGWESEN SACHSEN-ANHALT, HALLE, SAXONY ANHALT",0.0,Germany,2017
"LANDESAMT FÜR GEOLOGIE, ROHSTOFFE UND BERGBAU IM REGIERUNGSPRÄSIDIUM FREIBURG, BADEN WURTTEMBERG",0.0,Germany,2017
"REGIERUNG VON OBERBAYERN, BERGAMT SÜDBAYERN, MÜNCHEN, BAVARIA",0.0,Germany,2017
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR FINANZVERWALTUNG SCHLESWIG HOLSTEIN, SCHLESWIG HOLSTEIN",0.0,Germany,2018
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR FREIE UND HANSESTADT HAMBURG, HAMBURG",0.0,Germany,2018
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER, LOWER SAXONY",0.0,Germany,2018
"LANDESAMT FÜR GEOLOGIE UND BERGBAU, MAINZ-HECHTSHEIM, RHINELAND PALATINATE",0.0,Germany,2018
"LANDESAMT FÜR GEOLOGIE UND BERGWESEN SACHSEN-ANHALT, HALLE, SAXONY ANHALT",0.0,Germany,2018
"LANDESAMT FÜR GEOLOGIE, ROHSTOFFE UND BERGBAU IM REGIERUNGSPRÄSIDIUM FREIBURG, BADEN WURTTEMBERG",0.0,Germany,2018
"REGIERUNG VON OBERBAYERN, BERGAMT SÜDBAYERN, MÜNCHEN, BAVARIA",0.0,Germany,2018
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR FINANZVERWALTUNG SCHLESWIG HOLSTEIN, SCHLESWIG HOLSTEIN",0.0,Germany,2019
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR FREIE UND HANSESTADT HAMBURG, HAMBURG",0.0,Germany,2019
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER, LOWER SAXONY",0.0,Germany,2019
"LANDESAMT FÜR GEOLOGIE UND BERGBAU, MAINZ-HECHTSHEIM, RHINELAND PALATINATE",0.0,Germany,2019
"LANDESAMT FÜR GEOLOGIE UND BERGWESEN SACHSEN-ANHALT, HALLE, SAXONY ANHALT",0.0,Germany,2019
"LANDESAMT FÜR GEOLOGIE, ROHSTOFFE UND BERGBAU IM REGIERUNGSPRÄSIDIUM FREIBURG, BADEN WURTTEMBERG",0.0,Germany,2019
"REGIERUNG VON OBERBAYERN, BERGAMT SÜDBAYERN, MÜNCHEN, BAVARIA",0.0,Germany,2019
"REGIERUNGS-PRÄSIDIUM DARMSTADT, WIESBADEN, HESSE",0.0,Germany,2019
"BERZIRKSREGIERUNG ARNSBERG, ARNSBERG, NORTH RHINE-WESTPHALIA",0.0,Germany,2020
"FORSTAMT PFÄLZER RHEINAUEN, BELLHEIM, RHINELAND PALATINE",0.0,Germany,2020
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR FINANZVERWALTUNG SCHLESWIG HOLSTEIN, SCHLESWIG HOLSTEIN",0.0,Germany,2020
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER FÜR FREIE UND HANSESTADT HAMBURG, HAMBURG",0.0,Germany,2020
"LANDESAMT FÜR BERGBAU, ENERGIE UND GEOLOGIE (LBEG) HANNOVER, LOWER SAXONY",0.0,Germany,2020
"LANDESAMT FÜR GEOLOGIE UND BERGBAU, MAINZ-HECHTSHEIM, RHINELAND PALATINATE",0.0,Germany,2020
"LANDESAMT FÜR GEOLOGIE UND BERGWESEN SACHSEN-ANHALT, HALLE, SAXONY ANHALT",0.0,Germany,2020
"LANDESAMT FÜR GEOLOGIE, ROHSTOFFE UND BERGBAU IM REGIERUNGSPRÄSIDIUM FREIBURG, BADEN WURTTEMBERG",0.0,Germany,2020
"REGIERUNG VON OBERBAYERN, BERGAMT SÜDBAYERN, MÜNCHEN, BAVARIA",0.0,Germany,2020
"REGIERUNGSPRÄSIDIUM DARMSTADT, WIESBADEN, HESSE",0.0,Germany,2020
CAPE THREE POINTS BLOCK 4,0.0,Ghana,2017
DEEPWATER TANO,255517.0,Ghana,2017
JUBILEE FIELDS,0.0,Ghana,2017
MC-113 (HOTOPO),0.0,Ghana,2017
MC-113/VOL.4,0.0,Ghana,2017
MC-7/SF8 (AWASO),0.0,Ghana,2017
MC-9/SF2 (FIANKUMA 1),0.0,Ghana,2017
MC-9/SF2 (FIANKUMA 2),0.0,Ghana,2017
MC-9/SF2 (FIANKUMA 3),0.0,Ghana,2017
ML-GH/152,0.0,Ghana,2017
ML-GH/153,0.0,Ghana,2017
ML-GH/154,0.0,Ghana,2017
ML-GH/155,0.0,Ghana,2017
ML-GH/166,0.0,Ghana,2017
ML6/7,0.0,Ghana,2017
ML6/8,0.0,Ghana,2017
ML6/9,0.0,Ghana,2017
