Full company name,Payments to Governments Report,Country,Year
TOGO CARRIÈRE,227674594.0,Togo,2017
TOGOLAISE DES GRANDS CAOUS (TGC) SA,110397818.0,Togo,2017
VOLTIC TOGO SARL,118065688.0,Togo,2017
KRIVOJ ROG’S IRON-ORE COMBINE PJSC,1045068354.0,Ukraine,2017
LYSYCHANSKVUHILLYA PJSC,72384273.0,Ukraine,2017
NAFTOGAZVYDOBUVANNYA PRJSC,4650457048.0,Ukraine,2017
PROM-ENERGO PRODUCT LLC,118381857.0,Ukraine,2017
SYSTEMOILINGENERYNG LLC,185202352.0,Ukraine,2017
THE FOREIGN INVESTMENT ENTERPRISE ZAPORIZHZHIA IRON ORE INDUSTRIAL COMPLEX PRJSC,497684581.0,Ukraine,2017
UKRGAZVYDOBUVANNYA JSC,50211117998.0,Ukraine,2017
ARCELORMITTAL KRYVIY RIH PJSC,2397943226.0,Ukraine,2018
CUB-GAZ LLC,685091562.0,Ukraine,2018
ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC,2406519019.0,Ukraine,2018
ENERGY-95 LLC,222633990.0,Ukraine,2018
KRIVOJ ROG’S IRON-ORE COMBINE PJSC,0.0,Ukraine,2018
LVIVVUHILLIA SE,278038450.0,Ukraine,2018
STRIYNAFTOGAZ LLC,229191792.0,Ukraine,2018
UKRGAZVYDOBUVANNYA JSC,41118410086.0,Ukraine,2018
ZAKHIDNADRASERVICE LLC,176908264.0,Ukraine,2018
ARCELORMITTAL KRYVIY RIH PJSC,-585400807.0,Ukraine,2019
CUB-GAZ LLC,463285290.0,Ukraine,2019
ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC,1565015942.0,Ukraine,2019
ENERGY-95 LLC,186983711.0,Ukraine,2019
LYSYCHANSKVUHILLYA PJSC,88401727.0,Ukraine,2019
NAFTOGAZVYDOBUVANNYA PRJSC,4012896021.0,Ukraine,2019
PERVOMAYSKVUHILLA SE,107319071.0,Ukraine,2019
UKRGAZVYDOBUVANNYA JSC,48133024015.0,Ukraine,2019
ARCELORMITTAL KRYVIY RIH PJSC,-920490663.0,Ukraine,2020
CUB-GAZ LLC,169945571.0,Ukraine,2020
ENERGY & SERVICE COMPANY ESCO-PIVNICH LLC,976412002.0,Ukraine,2020
JOINT ACTIVITY AGREEMENT OF 24/12/1997 № 999/97 - OPERATED BY POLTAVANAFTOGAZ OPMO OF UKRNAFTA PJSC (22525915),3083931208.0,Ukraine,2020
JV UKRCARPATOIL LTD LLC,278411436.0,Ukraine,2020
NORDIC PE,110675205.0,Ukraine,2020
NORTHERN IRON ORE ENRICHMENT WORKS PRJSC,1283701626.0,Ukraine,2020
PERVOMAYSKVUHILLA SE,148226309.0,Ukraine,2020
STRIYNAFTOGAZ LLC,73900133.0,Ukraine,2020
SYSTEMOILINGENERYNG LLC,100815420.0,Ukraine,2020
BREEDON GROUP PLC,14747907.0,United Kingdom,2018
SICCAR POINT ENERGY,1872925.0,United Kingdom,2018
BREEDON GROUP PLC,15342783.0,United Kingdom,2019
EQUINOR UK LTD (STATOIL UK LTD),2782517.0,United Kingdom,2019
JX NIPPON EXPLORATION AND PRODUCTION (U.K.) LIMITED,-9273409.0,United Kingdom,2019
NEPTUNE ENERGY (ENGIE E&P UK LTD),2922325.0,United Kingdom,2019
CNOOC PETROLEUM EUROPE LIMITED (FORMERLY NEXEN PETROLEUM UK LTD),142409795.0,United Kingdom,2020
EQUINOR UK LTD (STATOIL UK LTD),4260352.0,United Kingdom,2020
ONE-DYAS UK LTD (FORMERLY ORANJE-NASSAU ENERGIE RESOURCES LTD),7248107.0,United Kingdom,2020
FIRST QUANTUM MINING AND OPERATIONS LTD,793369002.0,Zambia,2017
LUMWANA MINING COMPANY LIMITED,1412961691.0,Zambia,2017
FIRST QUANTUM MINING AND OPERATIONS LTD,316715806.0,Zambia,2018
ZCCM INVESTMENTS HOLDINGS PLC (ZCCM- IH),95082468.0,Zambia,2018
