Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
Abosso GoldFields Ltd,Private,C0003278263,Mining,Gold,https://www.goldfields.com,Not available,33781288.91,Ghana,GHA,2017,2017-01-01,2017-12-31
Adamus Resources Ltd,Private,C0003278484,Mining,Gold,https://www.adamusresource.com,Not available,32056598.33,Ghana,GHA,2017,2017-01-01,2017-12-31
Anadarko,Private,C0003168417,Oil & Gas,"Oil, Gas, Condensates",Not available,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
AngloGold Ashanti (Ghana) Ltd,Private,C0003278271,Mining,Gold,https://www.anglogoldashanti.com,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
AngloGold Ashanti (Iduapriem) Ltd,Private,C000327828X,Mining,Gold,https://www.anglogoldashanti.com,Not available,104671910.5,Ghana,GHA,2017,2017-01-01,2017-12-31
Asanko Gold Ghana Ltd,Private,C0004524764,Mining,Gold,www.asanko.com,Not available,64145274.0,Ghana,GHA,2017,2017-01-01,2017-12-31
Chirano Gold Mines Ltd,Private,C000366497X,Mining,Gold,https://www.kinross.com,Not available,171056185.0,Ghana,GHA,2017,2017-01-01,2017-12-31
Eco Atlantic Oil & Gas Ghana Limited,Private,C0002500906,Oil & Gas,"Oil, Gas, Condensates",https://www.ecooilandgas.com,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
Eni Ghana Exploration & Production Limited,Private,C0003664996,Oil & Gas,"Oil, Gas, Condensates",https://www.eni.com,Not available,12014564.99,Ghana,GHA,2017,2017-01-01,2017-12-31
Ghana Bauxite Company Ltd,Private,C0002862646,Mining,Bauxite,Not available,Not available,9909891.69,Ghana,GHA,2017,2017-01-01,2017-12-31
Ghana Manganese Co. Ltd,Private,C0004056450,Mining,Manganese,https://www.ghamang.com.gh,Not available,81253586.0,Ghana,GHA,2017,2017-01-01,2017-12-31
Ghana National Petroleum Company,State-owned enterprises & public corporations,V0003107108,Oil & Gas,"Oil, Gas, Condensates",www.gnpcghana.com,http://www.gnpcghana.com/speeches/2017_financial.pdf,2161457081.28,Ghana,GHA,2017,2017-01-01,2017-12-31
GoldFields Ghana Ltd,Private,C0003136973,Mining,Gold,https://www.goldfields.com,Not available,422764475.98,Ghana,GHA,2017,2017-01-01,2017-12-31
Golden Star (Bogoso/Prestea) Ltd,Private,C0003165493,Mining,Gold,https://gsr.com,Not available,43579875.61,Ghana,GHA,2017,2017-01-01,2017-12-31
Golden Star (Wassa) Ltd,Private,C0003137007,Mining,Gold,https://gsr.com,Not available,36570909.81,Ghana,GHA,2017,2017-01-01,2017-12-31
Hess Ghana Exploration Limited,Private,C0004631676,Oil & Gas,"Oil, Gas, Condensates",https://www.hess.com,Not available,1293510.0,Ghana,GHA,2017,2017-01-01,2017-12-31
Kibi GoldFields Ltd,Private,C0003137074,Mining,Gold,https://www.kibigoldfields.com,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
Kosmos Energy Ghana HC,Private,C0003831426,Oil & Gas,"Oil, Gas, Condensates",https://www.kosmosenergy.com/ghana,Not available,160181461.6,Ghana,GHA,2017,2017-01-01,2017-12-31
Medea Development Limited,Private,C0000723630,Oil & Gas,"Oil, Gas, Condensates",https://www.medeaenergia.com,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
Newmont Ghana Gold Limited,Private,C0003268071,Mining,Gold,https://newmont.com,Not available,221914997.58,Ghana,GHA,2017,2017-01-01,2017-12-31
Newmont Golden Ridge Ltd,Private,C0003257630,Mining,Gold,https://newmont.com,Not available,224277767.53,Ghana,GHA,2017,2017-01-01,2017-12-31
Perseus Mining Ghana Ltd,Private,C0003257673,Mining,Gold,https://www.perseusmining.com,Not available,50193565.0,Ghana,GHA,2017,2017-01-01,2017-12-31
Petro SA Ghana Limited,State-owned enterprises & public corporations,C0021485674,Oil & Gas,"Oil, Gas, Condensates",http://www.petrosa.co.za,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
Tullow Ghana Limited,Private,C0002551888,Oil & Gas,"Oil, Gas, Condensates",https://www.tullowoil.com,Not available,2115752.14,Ghana,GHA,2017,2017-01-01,2017-12-31
UB Resources Limited,Private,C0003203638,Oil & Gas,"Oil, Gas, Condensates",http://ubholding.com,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
West African Quarries Ltd,Private,C0002788608,Mining,Limestone,Not available,Not available,,Ghana,GHA,2017,2017-01-01,2017-12-31
