Full project name,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,Country,ISO Code,Year,Start Date,End Date
CNH-M5- MIQUETLA/2018,CNH-M5- MIQUETLA/2018,Pemex Exploración y Producción,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-M5- MIQUETLA/2018,CNH-M5- MIQUETLA/2018,Pemex Exploración y Producción,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L02- A10.CS/2017,CNH-R02-L02- A10.CS/2017,Pantera,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L02- A10.CS/2017,CNH-R02-L02- A10.CS/2017,Pantera,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L02- A10.CS/2017,CNH-R02-L02- A10.CS/2017,Vista O&G,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L02- A4.BG/2017,CNH-R02-L02- A4.BG/2017,Pantera,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L02- A4.BG/2017,CNH-R02-L02- A4.BG/2017,Pantera,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L02- A5.BG/2017,CNH-R02-L02- A5.BG/2017,Pantera,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L02- A5.BG/2017,CNH-R02-L02- A5.BG/2017,Pantera,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L03-CS01/2017,CNH-R02-L03-CS01/2017,Jaguar Exploración Y Producción De Hidrocarburos,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L03-CS01/2017,CNH-R02-L03-CS01/2017,Jaguar Exploración Y Producción De Hidrocarburos,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L03-CS01/2017,CNH-R02-L03-CS01/2017,Vista O&G,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L03-VC02/2017,CNH-R02-L03-VC02/2017,Jaguar Exploración Y Producción De Hidrocarburos,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L03-VC02/2017,CNH-R02-L03-VC02/2017,Jaguar Exploración Y Producción De Hidrocarburos,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L04-APCM-G01/2018,CNH-R02-L04-APCM-G01/2018,Repsol Exploración México,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L04-APCS-G01/2018,CNH-R02-L04-APCS-G01/2018,Shell,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L04-APCS-G02/2018,CNH-R02-L04-APCS-G02/2018,Shell,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L04-APCS-G02/2018,CNH-R02-L04-APCS-G02/2018,Shell,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L04-APCS-G10/2018,CNH-R02-L04-APCS-G10/2018,Repsol Exploración México,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L04-APPG06/2018,CNH-R02-L04-APPG06/2018,Shell,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R02-L04-APPG07/2018,CNH-R02-L04-APPG07/2018,Shell,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNH-R03-L01-ASCS-14/2018,CNH-R03-L01-ASCS-14/2018,Deutsche Erdoel Mexico,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNHA3.CÁRDENASMORA/2018,CNHA3.CÁRDENASMORA/2018,Pemex Exploración y Producción,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNHA3.CÁRDENASMORA/2018,CNHA3.CÁRDENASMORA/2018,Pemex Exploración y Producción,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNHA4.OGARRIO/2018,CNHA4.OGARRIO/2018,Wintershall DEA Mexico,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNHA4.OGARRIO/2018,CNHA4.OGARRIO/2018,Wintershall DEA Mexico,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNHA4.OGARRIO/2018,CNHA4.OGARRIO/2018,Wintershall DEA Mexico,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
CNHA4.OGARRIO/2019,CNHA4.OGARRIO/2019,Pemex Exploración y Producción,Crude oil (2709),Production,,,,,Mexico,MEX,2018,1/1/2018,12/31/2018
