Full project name,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,Country,ISO Code,Year,Start Date,End Date
"Corporación Minera Dominicana, S.A.",101530286,"Corporación Minera Dominicana, S.A.",Copper (2603),Production,7661.0,Tonnes,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
"Corporación Minera Dominicana, S.A.",101530286,"Corporación Minera Dominicana, S.A.",Gold (7108),Production,5659.0,oz,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
"Corporación Minera Dominicana, S.A.",101530286,"Corporación Minera Dominicana, S.A.",Silver (7106),Production,215328.0,oz,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
"Envirogold (Las Lagunas), Limited",130417784,"Envirogold (Las Lagunas), Limited",Gold (7108),Production,43039.0,oz,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
"Envirogold (Las Lagunas), Limited",130417784,"Envirogold (Las Lagunas), Limited",Silver (7106),Production,131380.0,oz,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
"Falconbridge Dominicana, S.A.",101007176,"Falconbridge Dominicana, S.A.",Nickel (2604),Production,19214.0,Tonnes,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
"Falconbridge Dominicana, S.A.",101007176,"Falconbridge Dominicana, S.A.",Nickel (2604),Production,53697.0,Tonnes,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
Pueblo Viejo Dominicana Corporation,101886714,Pueblo Viejo Dominicana Corporation,Copper (2603),Production,927.0,Tonnes,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
Pueblo Viejo Dominicana Corporation,101886714,Pueblo Viejo Dominicana Corporation,Gold (7108),Production,968337.0,oz,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
Pueblo Viejo Dominicana Corporation,101886714,Pueblo Viejo Dominicana Corporation,Silver (7106),Production,5006410.0,oz,,,Dominican Republic,DOM,2018,2018-01-01,2018-12-31
