Full project name,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,Country,ISO Code,Year,Start Date,End Date
Chambishi Mine,7069-HQ-LML,NFC AFRICA MINING PLC,Copper (2603),Production,27644.02,Tonnes,180317831.79,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Chibuluma Mine,7064-HQ-LML 7065-HQ-LML,CHIBULUMA MINES PLC,Copper (2603),Production,11258.52,Tonnes,73437660.05,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
"Copperbelt, Chililabombwe",21996-HQ-SEL,LUBAMBE COPPER MINE LTD,Copper (2603),Production,22074.49,Tonnes,143988648.92,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Kansanshi Mine,17019-HQ-LEL,KANSANSHI MINING PLC,Gold (7108),Production,3.9,Tonnes,140315848.29,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Kansanshi Mine,7057 HQ LML,KANSANSHI MINING PLC,Copper (2603),Production,251517.19,Tonnes,1640609303.36,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Konkola Mine,7076 - HQ - LML,KONKOLA COPPER MINES PLC,Copper (2603),Production,97946.4,Tonnes,638889826.35,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
"Luanshya, Copperbelt",21996-HQ-SEL,LUANSHYA COPPER MINE,Copper (2603),Production,50362.9,Tonnes,328509713.17,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Lumwana Mine,8089-HQ-LML 9000-HQ-LML 9001-HQ-LML 9002-HQ-LML 9003-HQ-LML 9004-HQ-LML,LUMWANA MINING COMPANY LIMITED,Copper (2603),Production,101889.54,Tonnes,664610376.14,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
MAAMBA COAL PLANT,7058-HQ-LML 7174-HQ-SML,MAAMBA COLLIERIES LIMITED,Coal (2701),Production,82999.0,Tonnes,5464654.16,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Mopani Mine,7073-HQ-LML 7625-HQ-LML,MOPANI COPPER MINES PLC,Copper (2603),Production,62191.24,Tonnes,405664218.13,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Sentinel open-pit copper mine,15868-HQ-LML 15869-HQ-LML 15870-HQ-LML 15871-HQ-LML 15872-HQ-LML,KALUMBILA MINERALS LIMITED,Copper (2603),Production,223648.54,Tonnes,1458826252.65,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
Sino Metals,8474-HQ-LML 18153-HQ-LML 19619-HQ-LML,SINO METALS,Copper (2603),Production,9315.06,Tonnes,60760740.25,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
,,Small scale,Copper (2603),Production,10859.0,Tonnes,70831646.25,USD,Zambia,ZMB,2018,2018-01-01,2018-12-31
