Full project name,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,Country,ISO Code,Year,Start Date,End Date
AL009,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Admiralty Quarry,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Alba,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
"Boom anchor blocks (AB-24-5), The Snub, Rvr Ythan",Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Boulby (BG601908561),Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Brae,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Breagh Pipeline/RvTeesCrossing - Rv Tees Seal SandsCoathamSands,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Brent,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Claymore,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Claymore,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Clearwell Qry Plant Agri&Recyc,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Clearwell Qry Plant Basic/Wayl,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Clearwell Quarry - Surface,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Crown Farm & Delamere Quarries,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
DL002,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
DL004,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Drill Hall 02020599,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
E441,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
E442,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
E445,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
E450,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
E451,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
E455,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
EXL273,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
EXL288,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
East Brae,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
F/S & Seabed at Bacton,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Forties,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Fulmar,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Fulmar,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Furzey Island Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Furzey Island Slipways,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Gas Pipeline - Fulmar,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Gas Pipeline - Morecambe Bay North Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Gas Pipeline - Morecambe Bay South,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Gas Pipeline - Orka Voe -East of Shetland,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Gas Pipeline - Seabed rental Rough field,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hound Point,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Infrastructure - Jacky B Project,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - Atlantic Cromarty,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - Goldeneye,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - LASMO Eagles ETS Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - Leman Field,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - Liverpool Bay,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - River Fields Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - Victor Viking,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Hydrocarbon Pipeline - Viking Field,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Jetty minerals commercial,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
LX002,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Llysfaen,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
ML003,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
ML004,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
ML005,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
ML006,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
ML007,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
ML018,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
ML021,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Magnus,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Manod & Graig Ddu Quarry,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Miller,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Miller,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Morecambe S,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Murchison,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
N Cormorant,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Natural Gas Pipeline - PL21,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Ninian,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Not applicable,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Not available,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Amoco Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Bacton Lancelot,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Brent St Fergus,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Britannia Field to St Fergus,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Clair Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Cruden Bay Short,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Easington Amethyst,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Forties Field to Cruden Bay,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Frigg Field to Rattray Bay,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Orka Voe - West of Shetland,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Paston Amoco,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Pickerill Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Seaton Sands - Ekofisk,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Theddlethorpe Caister Murdoch,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Oil Pipeline - Theddlethorpe Viking Pipeline,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Orwell,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P001,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P007,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P008,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P011,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P012,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P013,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P016,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P021,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P024,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P028,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P030,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
P032,Not reported,Not reported,Not reported,Not reported,,,,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
