index,company_name,Project name,Country,Year,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,ISO Code,Start Date,End Date
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5966, DATED 31.07.2014",Ukraine,2019,5966,Poltava Petroleum Company JV,Condensate,Production,,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1622, DATED 27.10.1998",Ukraine,2019,1622,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Crude Oil,Production,0.463,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1622, DATED 27.10.1998",Ukraine,2019,1622,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Petroleum gas,Production,136,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1563, DATED 31.08.1998",Ukraine,2019,1563,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Crude Oil,Production,44224,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1563, DATED 31.08.1998",Ukraine,2019,1563,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Petroleum gas,Production,2040000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1439, DATED 22.06.1998",Ukraine,2019,1439,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Crude Oil,Production,8331,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1439, DATED 22.06.1998",Ukraine,2019,1439,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Petroleum gas,Production,440,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2031, DATED 11.11.1999",Ukraine,2019,2031,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Crude Oil,Production,0,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2031, DATED 11.11.1999",Ukraine,2019,2031,Joint activity agreement of 01/01/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Petroleum gas,Production,0,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2673, DATED 23.12.2004",Ukraine,2019,2673,Nadra-Geoinvest LLC,Natural gas (2711),Production,95169084,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2673, DATED 23.12.2004",Ukraine,2019,2673,Nadra-Geoinvest LLC,Condensate,Production,7376.438,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4271, DATED 06.12.2012",Ukraine,2019,4271,Nadra-Geoinvest LLC,Crude Oil,Production,790580,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4271, DATED 06.12.2012",Ukraine,2019,4271,Nadra-Geoinvest LLC,Dissolved gas,Production,9370000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4689, DATED 04.09.2015",Ukraine,2019,4689,Nordik Private Enterprise,Natural gas (2711),Production,58385990,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4884, DATED 19.01.2018",Ukraine,2019,4884,Zakhidnadraservice LLC,Natural gas (2711),Production,1650610,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4779, DATED 01.07.2016",Ukraine,2019,4779,Zakhidnadraservice LLC,Natural gas (2711),Production,72856289,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4748, DATED 12.04.2017",Ukraine,2019,4748,Stryinaftogaz LLC,Natural gas (2711),Exploration,55239132,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4212, DATED 06.09.2019",Ukraine,2019,4212,Systemoilingenering LLC,Natural gas (2711),Production,214915060,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 4212, DATED 06.09.2019",Ukraine,2019,4212,Systemoilingenering LLC,Condensate,Production,10870,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 518, DATED 08.05.1996",Ukraine,2019,518,Kashtan Petroleum LTD JV,Crude Oil,Production,31000,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 518, DATED 08.05.1996",Ukraine,2019,518,Kashtan Petroleum LTD JV,Free gas,Production,2000000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 518, DATED 08.05.1996",Ukraine,2019,518,Kashtan Petroleum LTD JV,Dissolved gas,Production,1000000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 518, DATED 08.05.1996",Ukraine,2019,518,Kashtan Petroleum LTD JV,Condensate,Production,1000,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5480, DATED 06.02.2012",Ukraine,2019,5480,Kub-gaz LLC,Natural gas (2711),Production,90912153,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5480, DATED 06.02.2012",Ukraine,2019,5480,Kub-gaz LLC,Condensate,Production,2477.501,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5506, DATED 09.04.2012",Ukraine,2019,5506,Kub-gaz LLC,Natural gas (2711),Production,42214297,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5506, DATED 09.04.2012",Ukraine,2019,5506,Kub-gaz LLC,Condensate,Production,594.554,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 3333, DATED 31.03.2004",Ukraine,2019,3333,Naftogazvydobuvannia PrJSC,Natural gas (2711),Production,1361689434,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 3333, DATED 31.03.2004",Ukraine,2019,3333,Naftogazvydobuvannia PrJSC,Condensate,Production,62800.182,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5965, DATED 23.07.2014",Ukraine,2019,5965,Naftogazvydobuvannia PrJSC,Natural gas (2711),Production,297644719,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5965, DATED 23.07.2014",Ukraine,2019,5965,Naftogazvydobuvannia PrJSC,Condensate,Production,916496,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5640, DATED 18.09.2012",Ukraine,2019,5640,Energiia-95 LLC,Natural gas (2711),Production,52100000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5640, DATED 18.09.2012",Ukraine,2019,5640,Energiia-95 LLC,Condensate,Production,900,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5400, DATED 25.10.2011",Ukraine,2019,5400,Persha ukraiinska gazonaftova kompaniia LLC,Crude Oil,Production,0.176,n/a,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5401, DATED 26.10.2011",Ukraine,2019,5401,Persha ukraiinska gazonaftova kompaniia LLC,Natural gas (2711),Production,63263000000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5401, DATED 26.10.2011",Ukraine,2019,5401,Persha ukraiinska gazonaftova kompaniia LLC,Condensate,Production,1338.098,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5450, DATED 30.12.2011",Ukraine,2019,5450,Persha ukraiinska gazonaftova kompaniia LLC,Natural gas (2711),Production,10093000000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5450, DATED 30.12.2011",Ukraine,2019,5450,Persha ukraiinska gazonaftova kompaniia LLC,Condensate,Production,241247,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 310, DATED 27.07.1995",Ukraine,2019,310,Joint Venture Ukrkarpatoil LTD LLC,Crude Oil,Production,55837,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 310, DATED 27.07.1995",Ukraine,2019,310,Joint Venture Ukrkarpatoil LTD LLC,Natural gas (2711),Production,33107841,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6349, DATED 10.07.2019",Ukraine,2019,6349,Vydobuvna kompaniia Ukrnaftoburinnia PrJSC,Dissolved gas,Production,4079139,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6349, DATED 10.07.2019",Ukraine,2019,6349,Vydobuvna kompaniia Ukrnaftoburinnia PrJSC,Crude Oil,Production,5191.83,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 6349, DATED 10.07.2019",Ukraine,2019,6349,Vydobuvna kompaniia Ukrnaftoburinnia PrJSC,Condensate,Production,32942.902,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5139, DATED 05.02.2010",Ukraine,2019,5139,Vydobuvna kompaniia Ukrnaftoburinnia PrJSC,Natural gas (2711),Production,489745576,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5139, DATED 05.02.2010",Ukraine,2019,5139,Vydobuvna kompaniia Ukrnaftoburinnia PrJSC,Dissolved gas,Production,6966225,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5139, DATED 05.02.2010",Ukraine,2019,5139,Vydobuvna kompaniia Ukrnaftoburinnia PrJSC,Crude Oil,Production,7314.679,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1563, DATED 31.08.1998",Ukraine,2019,1563,Ukrnafta PJSC,Crude Oil,Production,82200,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1563, DATED 31.08.1998",Ukraine,2019,1563,Ukrnafta PJSC,Petroleum gas,Production,3800000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1596, DATED 05.10.1998",Ukraine,2019,1596,Ukrnafta PJSC,Crude Oil,Production,8000,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1596, DATED 05.10.1998",Ukraine,2019,1596,Ukrnafta PJSC,Petroleum gas,Production,1900000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2034, DATED 11.11.1999",Ukraine,2019,2034,Ukrnafta PJSC,Petroleum gas,Production,600000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1597, DATED 05.10.1998",Ukraine,2019,1597,Ukrnafta PJSC,Crude Oil,Production,11400,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1597, DATED 05.10.1998",Ukraine,2019,1597,Ukrnafta PJSC,Petroleum gas,Production,5600000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1597, DATED 05.10.1998",Ukraine,2019,1597,Ukrnafta PJSC,Free gas,Production,16500000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1597, DATED 05.10.1998",Ukraine,2019,1597,Ukrnafta PJSC,Condensate,Production,3900,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2089, DATED 24.12.1999",Ukraine,2019,2089,Ukrnafta PJSC,Crude Oil,Production,1600,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2089, DATED 24.12.1999",Ukraine,2019,2089,Ukrnafta PJSC,Petroleum gas,Production,100000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1439, DATED 22.06.1998",Ukraine,2019,1439,Ukrnafta PJSC,Crude Oil,Production,20500,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1621, DATED 27.10.1998",Ukraine,2019,1621,Ukrnafta PJSC,Crude Oil,Production,2600,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1621, DATED 27.10.1998",Ukraine,2019,1621,Ukrnafta PJSC,Petroleum gas,Production,100000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2033, DATED 11.11.1999",Ukraine,2019,2033,Ukrnafta PJSC,Free gas,Production,20000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2033, DATED 11.11.1999",Ukraine,2019,2033,Ukrnafta PJSC,Condensate,Production,0,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1736, DATED 05.02.1999",Ukraine,2019,1736,Ukrnafta PJSC,Crude Oil,Production,6800,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1736, DATED 05.02.1999",Ukraine,2019,1736,Ukrnafta PJSC,Petroleum gas,Production,2300000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2090, DATED 24.12.1999",Ukraine,2019,2090,Ukrnafta PJSC,Crude Oil,Production,52800,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2090, DATED 24.12.1999",Ukraine,2019,2090,Ukrnafta PJSC,Petroleum gas,Production,2600000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1277, DATED 26.03.1998",Ukraine,2019,1277,Ukrnafta PJSC,Crude Oil,Production,600,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1277, DATED 26.03.1998",Ukraine,2019,1277,Ukrnafta PJSC,Petroleum gas,Production,20000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1277, DATED 26.03.1998",Ukraine,2019,1277,Ukrnafta PJSC,Free gas,Production,26400000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1277, DATED 26.03.1998",Ukraine,2019,1277,Ukrnafta PJSC,Condensate,Production,1700,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2032, DATED 11.11.1999",Ukraine,2019,2032,Ukrnafta PJSC,Free gas,Production,1500000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2032, DATED 11.11.1999",Ukraine,2019,2032,Ukrnafta PJSC,Condensate,Production,200,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2139, DATED 21.02.2000",Ukraine,2019,2139,Ukrnafta PJSC,Crude Oil,Production,50000,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2139, DATED 21.02.2000",Ukraine,2019,2139,Ukrnafta PJSC,Petroleum gas,Production,5500000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2139, DATED 21.02.2000",Ukraine,2019,2139,Ukrnafta PJSC,Free gas,Production,46700000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2139, DATED 21.02.2000",Ukraine,2019,2139,Ukrnafta PJSC,Condensate,Production,1900,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1671, DATED 17.11.1998",Ukraine,2019,1671,Ukrnafta PJSC,Free gas,Production,7700000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1671, DATED 17.11.1998",Ukraine,2019,1671,Ukrnafta PJSC,Condensate,Production,400,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2142, DATED 23.02.2000",Ukraine,2019,2142,Ukrnafta PJSC,Crude Oil,Production,2800,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2142, DATED 23.02.2000",Ukraine,2019,2142,Ukrnafta PJSC,Petroleum gas,Production,400000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1637, DATED 12.11.1998",Ukraine,2019,1637,Ukrnafta PJSC,Crude Oil,Production,1900,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1637, DATED 12.11.1998",Ukraine,2019,1637,Ukrnafta PJSC,Petroleum gas,Production,10000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1669, DATED 17.11.1998",Ukraine,2019,1669,Ukrnafta PJSC,Free gas,Production,48800000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1669, DATED 17.11.1998",Ukraine,2019,1669,Ukrnafta PJSC,Condensate,Production,8000,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2061, DATED 21.12.1999",Ukraine,2019,2061,Ukrnafta PJSC,Crude Oil,Production,700,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2061, DATED 21.12.1999",Ukraine,2019,2061,Ukrnafta PJSC,Petroleum gas,Production,40000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2181, DATED 23.03.2000",Ukraine,2019,2181,Ukrnafta PJSC,Crude Oil,Production,300,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2181, DATED 23.03.2000",Ukraine,2019,2181,Ukrnafta PJSC,Petroleum gas,Production,1100000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1825, DATED 05.04.1999",Ukraine,2019,1825,Ukrnafta PJSC,Crude Oil,Production,3,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1825, DATED 05.04.1999",Ukraine,2019,1825,Ukrnafta PJSC,Petroleum gas,Production,0,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1685, DATED 07.12.1998",Ukraine,2019,1685,Ukrnafta PJSC,Crude Oil,Production,8100,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1685, DATED 07.12.1998",Ukraine,2019,1685,Ukrnafta PJSC,Petroleum gas,Production,7400000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1685, DATED 07.12.1998",Ukraine,2019,1685,Ukrnafta PJSC,Free gas,Production,7300000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1685, DATED 07.12.1998",Ukraine,2019,1685,Ukrnafta PJSC,Condensate,Production,0,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5243, DATED 14.12.2010",Ukraine,2019,5243,Ukrnafta PJSC,Crude Oil,Production,11700,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5243, DATED 14.12.2010",Ukraine,2019,5243,Ukrnafta PJSC,Petroleum gas,Production,2000000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5243, DATED 14.12.2010",Ukraine,2019,5243,Ukrnafta PJSC,Free gas,Production,4400000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5243, DATED 14.12.2010",Ukraine,2019,5243,Ukrnafta PJSC,Condensate,Production,0,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 3348, DATED 20.07.2004",Ukraine,2019,3348,Ukrnafta PJSC,Free gas,Production,321500000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 3348, DATED 20.07.2004",Ukraine,2019,3348,Ukrnafta PJSC,Condensate,Production,10100,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1826, DATED 05.04.1999",Ukraine,2019,1826,Ukrnafta PJSC,Crude Oil,Production,600,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1826, DATED 05.04.1999",Ukraine,2019,1826,Ukrnafta PJSC,Petroleum gas,Production,2000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5247, DATED 16.12.2010",Ukraine,2019,5247,Ukrnafta PJSC,Free gas,Production,10000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 5247, DATED 16.12.2010",Ukraine,2019,5247,Ukrnafta PJSC,Condensate,Production,0,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1434, DATED 16.06.1998",Ukraine,2019,1434,Ukrnafta PJSC,Crude Oil,Production,10900,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1434, DATED 16.06.1998",Ukraine,2019,1434,Ukrnafta PJSC,Petroleum gas,Production,500000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1434, DATED 16.06.1998",Ukraine,2019,1434,Ukrnafta PJSC,Free gas,Production,5400000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1434, DATED 16.06.1998",Ukraine,2019,1434,Ukrnafta PJSC,Condensate,Production,0,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1643, DATED 12.11.1998",Ukraine,2019,1643,Ukrnafta PJSC,Free gas,Production,65500000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1643, DATED 12.11.1998",Ukraine,2019,1643,Ukrnafta PJSC,Condensate,Production,8500,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2727, DATED 06.06.2002",Ukraine,2019,2727,Ukrnafta PJSC,Crude Oil,Production,800,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2727, DATED 06.06.2002",Ukraine,2019,2727,Ukrnafta PJSC,Petroleum gas,Production,10000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2727, DATED 06.06.2002",Ukraine,2019,2727,Ukrnafta PJSC,Free gas,Production,1400000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2727, DATED 06.06.2002",Ukraine,2019,2727,Ukrnafta PJSC,Condensate,Production,0,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 944, DATED 27.06.1997",Ukraine,2019,944,Ukrnafta PJSC,Crude Oil,Production,134400,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 944, DATED 27.06.1997",Ukraine,2019,944,Ukrnafta PJSC,Petroleum gas,Production,79600000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 945, DATED 27.06.1997",Ukraine,2019,945,Ukrnafta PJSC,Crude Oil,Production,23900,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 945, DATED 27.06.1997",Ukraine,2019,945,Ukrnafta PJSC,Petroleum gas,Production,3300000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 945, DATED 27.06.1997",Ukraine,2019,945,Ukrnafta PJSC,Free gas,Production,15200000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 945, DATED 27.06.1997",Ukraine,2019,945,Ukrnafta PJSC,Condensate,Production,10000,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1511, DATED 28.07.1998",Ukraine,2019,1511,Ukrnafta PJSC,Crude Oil,Production,320500,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 1511, DATED 28.07.1998",Ukraine,2019,1511,Ukrnafta PJSC,Petroleum gas,Production,25400000,Sm3,,n/a,UKR,2019-01-01,2019-12-31
part3,,"SUBSOIL USE SPECIAL PERMIT NO. 2088, DATED 24.12.1999",Ukraine,2019,2088,Ukrnafta PJSC,Crude Oil,Production,33700,Tonnes,,n/a,UKR,2019-01-01,2019-12-31
