index,company_name,Project name,Country,Year,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,ISO Code,Start Date,End Date
part3,,SSML-KABU 13/2012,Afghanistan,2019,Small-scale mining license,شرکت ساختمانی فاروق استانکزی,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 13/2012,Afghanistan,2019,Small-scale mining license,شرکت ساختمانی فاروق استانکزی,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 13/2012,Afghanistan,2019,Small-scale mining license,شرکت ساختمانی فاروق استانکزی,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 13/2016,Afghanistan,2019,Small-scale mining license,Mohammad Edris,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 14/2016,Afghanistan,2019,Small-scale mining license,"دوست محمد فرزند محمد شاه, دوست محمد",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 15/2016,Afghanistan,2019,Small-scale mining license,Haji Mohammad Eshan,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 16/2014,Afghanistan,2019,Small-scale mining license,شرکت تولید سنگ تزیناتی وتعمیراتی هلال,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 16/2015,Afghanistan,2019,Small-scale mining license,"فقیر حسین, محمد حسین",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 16/2016,Afghanistan,2019,Small-scale mining license,"محمد هاشم فرزند عبدالله, محمد هاشم",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 17/2016,Afghanistan,2019,Small-scale mining license,Hakim Jan,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 18/2015,Afghanistan,2019,Small-scale mining license,Haji Mohammad Eshan,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 18/2016,Afghanistan,2019,Small-scale mining license,"محمدی فرزند مسجدی, محمد دل",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 19/2016,Afghanistan,2019,Small-scale mining license,"نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 19/2016,Afghanistan,2019,Small-scale mining license,"نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 2/2008,Afghanistan,2019,Small-scale mining license,شرکت تکنالوجست,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 2/2008,Afghanistan,2019,Small-scale mining license,شرکت تکنالوجست,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 22/2016,Afghanistan,2019,Small-scale mining license,"نصرالله فرزند اول الدین, نصرالله",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 23/2016,Afghanistan,2019,Small-scale mining license,"احمد علی ولد خداداد, احمدعلی",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 24/2014,Afghanistan,2019,Small-scale mining license,Hassan Aqa,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 3/2013,Afghanistan,2019,Small-scale mining license,شرکت ریگریشن کابل گلدره,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 3/2015,Afghanistan,2019,Small-scale mining license,Sefat Ullah,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 3/2016,Afghanistan,2019,Small-scale mining license,"نقیب الله فرزند محمد نبی, نقیب الله فرزند محمد نبی",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 37/2014,Afghanistan,2019,Small-scale mining license,Mohammad Edris,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 4/2011,Afghanistan,2019,Small-scale mining license,شرکت تکنالوجست,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 4/2013,Afghanistan,2019,Small-scale mining license,شرکت ساختمانی حاجی ملا شاه میرزی,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 4/2015,Afghanistan,2019,Small-scale mining license,شرکت امید سباون,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 4/2016,Afghanistan,2019,Small-scale mining license,Turab Khan,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 40/2014,Afghanistan,2019,Small-scale mining license,Aziz Ullah,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 42/2014,Afghanistan,2019,Small-scale mining license,شرکت ساختمانی غلام حضرت ارغندیوال,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 42/2014,Afghanistan,2019,Small-scale mining license,شرکت ساختمانی غلام حضرت ارغندیوال,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 43/2014,Afghanistan,2019,Small-scale mining license,Shams Uddin,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 46/2014,Afghanistan,2019,Small-scale mining license,"محمد یونس ولد محمد عیسی, محمد یونس",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 6/2011,Afghanistan,2019,Small-scale mining license,Vesta Construction & Construction Materials Co,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 6/2014,Afghanistan,2019,Small-scale mining license,شرکت مسعودعارف فقیرزاده,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 6/2015,Afghanistan,2019,Small-scale mining license,"فقیر حسین, محمد حسین",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 6/2016,Afghanistan,2019,Small-scale mining license,Said Laiq Hussain,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 7/2016,Afghanistan,2019,Small-scale mining license,"نجیب الله فرزند عین الله, نجیب الله فرزند عین الله",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 8/2016,Afghanistan,2019,Small-scale mining license,"عمرگل فرزند جمعه خان, عمرگل فرزند جمعه خان",n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
part3,,SSML-KABU 9/2016,Afghanistan,2019,Small-scale mining license,Abdul Raouf,n/a,n/a,,n/a,,n/a,AFG,2018-12-21,2019-12-20
