index,company_name,composite_key,company_type,company_id,company_sector,company_commodities,company_public_listing_or_website,company_audited_financial statement_or_equivalent,Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
3516_part3,SHPIRAGU,SHPIRAGU-Albania-2018,Private,J72603135F,Mining,Limestone,n/a,n/a,10427211,Albania,ALB,2018,2018-01-01,2018-12-31
3517_part3,SHPRESA - AL,SHPRESA - AL-Albania-2018,Private,K31321021N,Mining,Limestone,n/a,n/a,70188668,Albania,ALB,2018,2018-01-01,2018-12-31
3518_part3,SOKOLAJ SH.P.K,SOKOLAJ SH.P.K-Albania-2018,Private,K64312403D,Mining,Chromium,n/a,n/a,2703257,Albania,ALB,2018,2018-01-01,2018-12-31
3519_part3,AGGREGATED,AGGREGATED-Albania-2018,Private,n/a,Mining,,n/a,n/a,39681505,Albania,ALB,2018,2018-01-01,2018-12-31
3520_part3,TANUSHA,TANUSHA-Albania-2018,Private,J64104103H,Mining,Limestone,n/a,n/a,9609569,Albania,ALB,2018,2018-01-01,2018-12-31
3521_part3,TEKI SH.P.K,TEKI SH.P.K-Albania-2018,Private,L48312301L,Mining,Chromium,n/a,n/a,3863705,Albania,ALB,2018,2018-01-01,2018-12-31
3522_part3,TOPI EKI,TOPI EKI-Albania-2018,Private,J82916504G,Mining,Sandstone,n/a,n/a,5795019,Albania,ALB,2018,2018-01-01,2018-12-31
3523_part3,TUR-ALB-KROM SH.P.K,TUR-ALB-KROM SH.P.K-Albania-2018,Private,K81819509L,Mining,Chromium,n/a,n/a,6940242,Albania,ALB,2018,2018-01-01,2018-12-31
3524_part3,VALTERI GRAND SH.P.K,VALTERI GRAND SH.P.K-Albania-2018,Private,K72327010L,Mining,Chromium,n/a,n/a,3668832,Albania,ALB,2018,2018-01-01,2018-12-31
3525_part3,VEGA SH.P.K,VEGA SH.P.K-Albania-2018,Private,K01524006L,Mining,Not Reported,n/a,n/a,97048806,Albania,ALB,2018,2018-01-01,2018-12-31
3526_part3,VELLEZERIT HYSA,VELLEZERIT HYSA-Albania-2018,Private,K12911201C,Mining,Limestone,n/a,n/a,72058072,Albania,ALB,2018,2018-01-01,2018-12-31
3527_part3,VELLEZERIT LLUPO,VELLEZERIT LLUPO-Albania-2018,Private,K02701009U,Mining,Limestone,n/a,n/a,12612796,Albania,ALB,2018,2018-01-01,2018-12-31
3528_part3,VLLAZNIMI DEDA IMP-EXP,VLLAZNIMI DEDA IMP-EXP-Albania-2018,Private,J78716319A,Mining,Chromium,n/a,n/a,14639841,Albania,ALB,2018,2018-01-01,2018-12-31
3529_part3,XHULIO,XHULIO-Albania-2018,Private,J74517202O,Mining,Gypsum,n/a,n/a,28017172,Albania,ALB,2018,2018-01-01,2018-12-31
3530_part3,YLBERI,YLBERI-Albania-2018,Private,K07729908J,Mining,Chromium,n/a,n/a,14050384,Albania,ALB,2018,2018-01-01,2018-12-31
3531_part3,DERVISHI SHPK,DERVISHI SHPK-Albania-2018,Private,J96829420H,Mining,Chromium,n/a,n/a,12788531,Albania,ALB,2018,2018-01-01,2018-12-31
3532_part3,ZGURI SHPK,ZGURI SHPK-Albania-2018,Private,K06626406M,Mining,Chromium,n/a,n/a,6094981,Albania,ALB,2018,2018-01-01,2018-12-31
3533_part3,ERVINI SHPK,ERVINI SHPK-Albania-2018,Private,K26513467T,Mining,Chromium,n/a,n/a,,Albania,ALB,2018,2018-01-01,2018-12-31
3534_part3,ASAB,ASAB-Albania-2018,Private,L21317019E,Mining,Other,n/a,n/a,98356723,Albania,ALB,2018,2018-01-01,2018-12-31
3535_part3,BANKERS PETROLEUM ALBANIA LTD.,BANKERS PETROLEUM ALBANIA LTD.-Albania-2018,Private,K43128401L,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,4.87037242507E9,Albania,ALB,2018,2018-01-01,2018-12-31
3536_part3,ANIO OIL&GAS SHA;ISH TRANS ATLANTIK ALBANIA LTD (ISHSTREAM OIL & GAS),ANIO OIL&GAS SHA;ISH TRANS ATLANTIK ALBANIA LTD (ISHSTREAM OIL & GAS)-Albania-2018,Private,L42223008U,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,40837161,Albania,ALB,2018,2018-01-01,2018-12-31
3537_part3,DELVINA GAS COMPANY LTD,DELVINA GAS COMPANY LTD-Albania-2018,Private,L61416039U,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,560127,Albania,ALB,2018,2018-01-01,2018-12-31
3538_part3,TRANSOIL GROUP AG (IEC VISOKA SHP),TRANSOIL GROUP AG (IEC VISOKA SHP)-Albania-2018,Private,L11725004I,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,2.6956121051E8,Albania,ALB,2018,2018-01-01,2018-12-31
3539_part3,SHERWOOD INTERNATIONAL PETROLEUM LTD,SHERWOOD INTERNATIONAL PETROLEUM LTD-Albania-2018,Private,L01607016G,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,3.408560269E7,Albania,ALB,2018,2018-01-01,2018-12-31
3540_part3,ALBPETROL SH.A.,ALBPETROL SH.A.-Albania-2018,State-owned enterprises & public corporations,J82916500U,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,2043589088,Albania,ALB,2018,2018-01-01,2018-12-31
3541_part3,SHELL UPSTREAM ALBANIA B.V,SHELL UPSTREAM ALBANIA B.V-Albania-2018,Private,L21807009I,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,5.1300262338E8,Albania,ALB,2018,2018-01-01,2018-12-31
3542_part3,SAN LEONE ENERGY PLC.,SAN LEONE ENERGY PLC.-Albania-2018,Private,K81421014P,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,5748781,Albania,ALB,2018,2018-01-01,2018-12-31
3543_part3,KESH SH.A.,KESH SH.A.-Albania-2018,State-owned enterprises & public corporations,J61817005F,Other,Electric Energy,n/a,n/a,4999596250,Albania,ALB,2018,2018-01-01,2018-12-31
3544_part3,ENERGJI ASHTA,ENERGJI ASHTA-Albania-2018,Private,K82417005V,Other,Electric Energy,n/a,n/a,501433658,Albania,ALB,2018,2018-01-01,2018-12-31
3545_part3,DEVOLL HYDROPOWER,DEVOLL HYDROPOWER-Albania-2018,Private,K82418002C,Other,Electric Energy; Limestone,n/a,n/a,254565805,Albania,ALB,2018,2018-01-01,2018-12-31
3546_part3,DITEKO SH.P.K,DITEKO SH.P.K-Albania-2018,Private,K92108022E,Other,Electric Energy,n/a,n/a,133586709,Albania,ALB,2018,2018-01-01,2018-12-31
3547_part3,KURUM INTERNATIONAL SH.A,KURUM INTERNATIONAL SH.A-Albania-2018,Private,K02727230T,Other,Electric Energy,n/a,n/a,140469116,Albania,ALB,2018,2018-01-01,2018-12-31
3548_part3,EURON ENERGY SHPK,EURON ENERGY SHPK-Albania-2018,Private,L57703202C,Other,Electric Energy,n/a,n/a,142321723,Albania,ALB,2018,2018-01-01,2018-12-31
3549_part3,ALB-ENERGY SHPK,ALB-ENERGY SHPK-Albania-2018,Private,L51503039D,Other,Electric Energy,n/a,n/a,194854567,Albania,ALB,2018,2018-01-01,2018-12-31
3550_part3,ENERGAL SHPK,ENERGAL SHPK-Albania-2018,Private,L57703201R,Other,Electric Energy,n/a,n/a,62100442,Albania,ALB,2018,2018-01-01,2018-12-31
3551_part3,BALKAN GREEN ENERGY SH.P.K (ISH ESEGEI),BALKAN GREEN ENERGY SH.P.K (ISH ESEGEI)-Albania-2018,Private,K71624026M,Other,Electric Energy,n/a,n/a,111304779,Albania,ALB,2018,2018-01-01,2018-12-31
3552_part3,HEC LANABREGAS,HEC LANABREGAS-Albania-2018,Private,L41918001E,Other,Electric Energy,n/a,n/a,49185677,Albania,ALB,2018,2018-01-01,2018-12-31
3553_part3,HIDROALBANIA ENERGJI SHPK,HIDROALBANIA ENERGJI SHPK-Albania-2018,Private,K98420202O,Other,Electric Energy,n/a,n/a,70556608,Albania,ALB,2018,2018-01-01,2018-12-31
3554_part3,YPF SA,YPF SA-Argentina-2018,State-owned enterprises & public corporations,30546689979,Oil & Gas,Gas Natural; Petróleo Crudo,https://www.sec.gov/cgi-bin/browse-edgar?action=%20%20%20getcompany&CIK=0000904851&owner=include&count=40&hidefilings=0 https://www.cnv.gov.ar/SitioWeb/Empresas/Empresa/30546689979?fdesde=21/12/2016,n/a,2.785657716347E10,Argentina,ARG,2018,2018-01-01,2018-12-31
3555_part3,SINOPEC ARGENTINA EXPLORATION AND PRODUCTION INC.,SINOPEC ARGENTINA EXPLORATION AND PRODUCTION INC.-Argentina-2018,Private,30642651397,Oil & Gas,Gas Natural; Petróleo Crudo,n/a,n/a,3.51334646614E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3556_part3,TOTAL AUSTRAL SA,TOTAL AUSTRAL SA-Argentina-2018,Private,30569719344,Oil & Gas,Gas Natural; Petróleo Crudo,https://www.londonstockexchange.com/stock/TTA/total-se/company-page https://www.sec.gov/cgi-bin/browse-edgar?CIK=879764&owner=exclude https://live.euronext.com/en/product/equities/FR0000120271-XPAR/financial-calendar,n/a,4.7364911476E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3557_part3,VISTA OIL & GAS ARGENTINA SA,VISTA OIL & GAS ARGENTINA SA-Argentina-2018,Private,33515950899,Oil & Gas,Gas Natural; Petróleo Crudo,https://www.bmv.com.mx/es/emisoras/informacionfinanciera/VISTA-32700-CGEN_CAPIT  https://www.sec.gov/cgi-bin/viewer?action=view&cik=1762506&accession_number=0001193125-20- 127083&xbrl_type=v,n/a,2.14434605116E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3558_part3,CHEVRON ARGENTINA S.R.L.,CHEVRON ARGENTINA S.R.L.-Argentina-2018,Private,30523479241,Oil & Gas,Gas Natural; Petróleo Crudo,https://www.sec.gov/cgi-bin/browse-edgar?CIK=CVX&amp;Find=Search&amp;owner=exclude&amp;action=getcompany,n/a,1005727879,Argentina,ARG,2018,2018-01-01,2018-12-31
3559_part3,YSUR ENERGÍA ARGENTINA S.R.L.,YSUR ENERGÍA ARGENTINA S.R.L.-Argentina-2018,Private,30654521561,Oil & Gas,Gas Natural; Petróleo Crudo,Informa YPF,n/a,,Argentina,ARG,2018,2018-01-01,2018-12-31
3560_part3,O&G DEVELOPMENTS LTD SA,O&G DEVELOPMENTS LTD SA-Argentina-2018,Private,30695570933,Oil & Gas,Gas Natural; Petróleo Crudo,https://live.euronext.com/en/product/equities/GB00B03MLX29-XAMS/company-information https://www.londonstockexchange.com/stock/RDSB/royal-dutch-shell-plc/company-page https://www.sec.gov/cgi-bin/browse-edgar?CIK=1306965,n/a,1.1437283918E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3561_part3,EXXONMOBIL EXPLORATION ARGENTINA S.R.L.,EXXONMOBIL EXPLORATION ARGENTINA S.R.L.-Argentina-2018,Private,30711635382,Oil & Gas,Gas Natural; Petróleo Crudo,https://www.sec.gov/cgi-bin/browse-edgar?CIK=34088&owner=exclude,n/a,1.5831166623E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3562_part3,MOBIL ARGENTINA SA,MOBIL ARGENTINA SA-Argentina-2018,Private,30658473499,Oil & Gas,Gas Natural; Petróleo Crudo,https://www.sec.gov/cgi-bin/browse- edgar?CIK=34088&owner=exclude,n/a,1.9866255022E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3563_part3,CERRO VANGUARDIA SA,CERRO VANGUARDIA SA-Argentina-2018,Private,30618725320,Mining,Oro; Plata,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1067428&owner=exclude https://www2.asx.com.au/markets/trade-our-cash-market/announcements.agg https://web.jse.co.za/trade/listed-companies/issuer-profiles/anglogold-ashanti-ltd,n/a,2.61183849882E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3564_part3,COMPAÑIA MINERA AGUILAR SA,COMPAÑIA MINERA AGUILAR SA-Argentina-2018,Private,30500544844,Mining,Concentrados de Plomo; Concentrados de Zinc,https://www.londonstockexchange.com/stock/GLEN/glencore-plc/company-page https://web.jse.co.za/trade/listed-companies/issuer-profiles/glencore-plc-0,n/a,4.2581775731E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3565_part3,ESTELAR RESOURCES LIMITED SA,ESTELAR RESOURCES LIMITED SA-Argentina-2018,Private,30708380829,Mining,Oro; Plata,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1264089&owner=exclude https://money.tmx.com/en/quote/YRI/financials-filings https://www.londonstockexchange.com/stock/AUY/yamana-gold-inc/company-page,n/a,4.9271654061E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3566_part3,MINA PIRQUITAS LLC SUCURSAL ARGENTINA,MINA PIRQUITAS LLC SUCURSAL ARGENTINA-Argentina-2018,Private,30679893064,Mining,Plata; Cinc,https://www.nasdaq.com/market-activity/stocks/ssrm https://money.tmx.com/en/quote/SSRM/financials-filings,n/a,2.7845016102E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3567_part3,MINAS ARGENTINAS SA,MINAS ARGENTINAS SA-Argentina-2018,Private,30677262466,Mining,Doré,n/a,n/a,3.8700375594E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3568_part3,MINERA ALUMBRERA LIMITED SUCURSAL ARGENTINA,MINERA ALUMBRERA LIMITED SUCURSAL ARGENTINA-Argentina-2018,Private,30663301744,Mining,Concentrado de Cobre y oro; Oro Doré y Concentrado de molibdeno,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1164727&owner=exclude https://money.tmx.com/en/quote/NGT/financials- filings?selectedTab=filings https://www.lse.co.uk/rns/GLEN/ https://web.jse.co.za/trade/listed-companies/issuer-profiles/glencore-plc-0,n/a,1.37686802255E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3569_part3,MINERA ANDINA DEL SOL S.R.L.,MINERA ANDINA DEL SOL S.R.L.-Argentina-2018,Private,30682347194,Mining,Doré,https://www.sec.gov/cgi-bin/browse-edgar?CIK=756894&owner=exclude https://money.tmx.com/en/quote/ABX/financials- filings?selectedTab=filings https://www1.hkexnews.hk/search/titlesearch.xhtml?lang=en,n/a,3.50206005608E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3570_part3,MINERA DEL ALTIPLANO SA,MINERA DEL ALTIPLANO SA-Argentina-2018,Private,30642796069,Mining,Cloruro de litio; Carbonato de litio,https://ir.livent.com/financials-and-filings/sec-filings/default.aspx,n/a,4.8535260282E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3571_part3,MINERA DON NICOLAS SA,MINERA DON NICOLAS SA-Argentina-2018,Private,30707924892,Mining,Bullón Doré; Oro; Plata,n/a,n/a,1.0112352677E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3572_part3,MINERA SANTA CRUZ SA,MINERA SANTA CRUZ SA-Argentina-2018,Private,30707654011,Mining,Barras de plata en Bruto; Concentrado de Oro y Plata; Bullón Dorado,n/a,n/a,1.02409214542E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3573_part3,MINERA TRITON ARGENTINA SA,MINERA TRITON ARGENTINA SA-Argentina-2018,Private,30692277232,Mining,Bullón Doré,https://www.nasdaq.com/market-activity/stocks/paas https://money.tmx.com/en/quote/PAAS,n/a,2.2698104453E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3574_part3,OROPLATA SA,OROPLATA SA-Argentina-2018,Private,30708625414,Mining,Doré,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1164727&owner=exclude https://money.tmx.com/en/quote/NGT/financials- filings?selectedTab=filings,n/a,1.25433667793E9,Argentina,ARG,2018,2018-01-01,2018-12-31
3575_part3,PATAGONIA GOLD SA,PATAGONIA GOLD SA-Argentina-2018,Private,30707984054,Mining,Doré; Concentrado de Oro y Plata,https://money.tmx.com/en/quote/PGDC/financials‐filings,n/a,125154585,Argentina,ARG,2018,2018-01-01,2018-12-31
3576_part3,SALES DE JUJUY SA (EX OROCOBRE SA),SALES DE JUJUY SA (EX OROCOBRE SA)-Argentina-2018,Private,30709776254,Mining,Carbonato de Litio,https://www2.asx.com.au/markets/company/ore,n/a,1.0360149654E8,Argentina,ARG,2018,2018-01-01,2018-12-31
3577_part3,ZANGEZUR COPPER-MOLYBDENUM COMBINE” CJSC,ZANGEZUR COPPER-MOLYBDENUM COMBINE” CJSC-Armenia-2018,Private,9400818,Mining,Metal Mining,n/a,https://www.azdarar.am/announcments/cat/261/00512844/,4.286911105796E10,Armenia,ARM,2018,2018-01-01,2018-12-31
3578_part3,GEOPROMINING GOLD LLC,GEOPROMINING GOLD LLC-Armenia-2018,Private,2700773,Mining,Metal Mining,n/a,Gortsyntats newspaper 26.06.2019  N259,15703552992,Armenia,ARM,2018,2018-01-01,2018-12-31
3579_part3,CHAARAT KAPAN CJSC,CHAARAT KAPAN CJSC-Armenia-2018,Private,9416902,Mining,Metal Mining,n/a,n/a,6.77500520874E9,Armenia,ARM,2018,2018-01-01,2018-12-31
3580_part3,LYDIAN ARMENIA CJSC,LYDIAN ARMENIA CJSC-Armenia-2018,Private,91919,Mining,Metal Mining,n/a,https://www.lydianarmenia.am/img/uploadFiles/57b118e212f420036ae1FS_LydianArmeniaCJSC_2018_arm.pdf,5.37998908033E9,Armenia,ARM,2018,2018-01-01,2018-12-31
3581_part3,AGARAK COPPER MOLYBDENUM COMBINE CJSC,AGARAK COPPER MOLYBDENUM COMBINE CJSC-Armenia-2018,Private,9700039,Mining,Metal Mining,n/a,https://iravunk.com/news/87720,5415722424,Armenia,ARM,2018,2018-01-01,2018-12-31
3582_part3,TEGHOUT CJSC,TEGHOUT CJSC-Armenia-2018,Private,2700773,Mining,Metal Mining,n/a,http://vallexgroup.am/vm-about-us/,1.8247270056E9,Armenia,ARM,2018,2018-01-01,2018-12-31
3583_part3,AKHTALA MINING AND PROCESSING ENTERPRISE CJSC,AKHTALA MINING AND PROCESSING ENTERPRISE CJSC-Armenia-2018,Private,6602309,Mining,Metal Mining,n/a,n/a,997332766,Armenia,ARM,2018,2018-01-01,2018-12-31
3584_part3,MEGHRADZOR GOLD LLC,MEGHRADZOR GOLD LLC-Armenia-2018,Private,2709666,Mining,Metal Mining,n/a,"In 2018 an external financial audit was not conducted, and the Financial reports were published without an audit opinion in “Republic of Armenia” daily, No 115(7099), 26-06-2019",374675247,Armenia,ARM,2018,2018-01-01,2018-12-31
3585_part3,GEGHI GOLD LLC,GEGHI GOLD LLC-Armenia-2018,Private,9423012,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3586_part3,LER-EX LLC,LER-EX LLC-Armenia-2018,Private,9412188,Mining,Metal Mining,n/a,https://www.azdarar.am/announcments/cat/129/00512834,188712577,Armenia,ARM,2018,2018-01-01,2018-12-31
3587_part3,MARJAN MINING COMPANY” LLC,MARJAN MINING COMPANY” LLC-Armenia-2018,Private,1569837,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3588_part3,LICHKVAZ CJSC,LICHKVAZ CJSC-Armenia-2018,Private,2710054,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3589_part3,MULTI GROUP CONCERN LLC,MULTI GROUP CONCERN LLC-Armenia-2018,Private,3516447,Mining,Metal Mining,n/a,"In 2018 an external financial audit was not conducted, and the Financial reports were published on Azdarar.am website without audit opinion, https://www.azdarar.am/announcments/org/129/00513573/",,Armenia,ARM,2018,2018-01-01,2018-12-31
3590_part3,SAGAMAR CJSC,SAGAMAR CJSC-Armenia-2018,Private,410036,Mining,Metal Mining,n/a,"In 2018 an external financial audit was not conducted, and the Financial reports were published without an audit opinion in the “Novoe Vremya” newspaper, 19/06/2019.",,Armenia,ARM,2018,2018-01-01,2018-12-31
3591_part3,PARAMOUNT GOLD MINING CJSC,PARAMOUNT GOLD MINING CJSC-Armenia-2018,Private,4219371,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3592_part3,TATSTONE LLC,TATSTONE LLC-Armenia-2018,Private,79433,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3593_part3,MEGO-GOLD LLC,MEGO-GOLD LLC-Armenia-2018,Private,4213127,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3594_part3,MOLIBDENI ASHKHARH LLC,MOLIBDENI ASHKHARH LLC-Armenia-2018,Private,2580107,Mining,Metal Mining,n/a,"In 2018 an external financial audit was not conducted, and the Financial reports were published without an audit opinion, “Novoye Vremya” newspaper 19/06/2019",,Armenia,ARM,2018,2018-01-01,2018-12-31
3595_part3,AT-METALS LLC,AT-METALS LLC-Armenia-2018,Private,118721,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3596_part3,VAYK GOLD LLC,VAYK GOLD LLC-Armenia-2018,Private,114369,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3597_part3,AKTIV LERNAGORTS LLC,AKTIV LERNAGORTS LLC-Armenia-2018,Private,1544838,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3598_part3,GHARAGYULYANNER CJSC,GHARAGYULYANNER CJSC-Armenia-2018,Private,2583292,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3599_part3,VARDANI ZARTONK LLC,VARDANI ZARTONK LLC-Armenia-2018,Private,9414399,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3600_part3,FORTUNE RESOURCES LLC,FORTUNE RESOURCES LLC-Armenia-2018,Private,2806526,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3601_part3,BAKTEK ECO LLC,BAKTEK ECO LLC-Armenia-2018,Private,870494,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3602_part3,ASSAT LLC,ASSAT LLC-Armenia-2018,Private,3807664,Mining,Metal Mining,n/a,n/a,,Armenia,ARM,2018,2018-01-01,2018-12-31
3603_part3,ZANGEZUR COPPER-MOLYBDENUM COMBINE” CJSC,ZANGEZUR COPPER-MOLYBDENUM COMBINE” CJSC-Armenia-2019,Private,9400818,Mining,copper; molybdenum,n/a,https://azdarar.am/announcments/org/161/00698998/,4.65040577601E10,Armenia,ARM,2019,2019-01-01,2019-12-31
3604_part3,GEOPROMINING GOLD LLC,GEOPROMINING GOLD LLC-Armenia-2019,Private,2700773,Mining,gold; silver; selenium; tellurium,n/a,"Gortcyntats newspaper, 11.06.2020, #277",23639553518,Armenia,ARM,2019,2019-01-01,2019-12-31
3605_part3,CHAARAT KAPAN CJSC,CHAARAT KAPAN CJSC-Armenia-2019,Private,9416902,Mining,gold; silver; copper; zinc; lead,n/a,n/a,4996734684,Armenia,ARM,2019,2019-01-01,2019-12-31
3606_part3,LYDIAN ARMENIA CJSC,LYDIAN ARMENIA CJSC-Armenia-2019,Private,91919,Mining,Gold;Silver,n/a,https://www.lydianarmenia.am/img/uploadFiles/a6a3ade13156b4c185d7FS_Lydian2019arm.pdf,1509108648,Armenia,ARM,2019,2019-01-01,2019-12-31
3607_part3,AGARAK COPPER MOLYBDENUM COMBINE CJSC,AGARAK COPPER MOLYBDENUM COMBINE CJSC-Armenia-2019,Private,9700039,Mining,copper; molybdenum,n/a,https://iravunk.com/news/115123,3090863598,Armenia,ARM,2019,2019-01-01,2019-12-31
3608_part3,TEGHOUT CJSC,TEGHOUT CJSC-Armenia-2019,Private,2700773,Mining,copper; molybdenum,n/a,n/a,3927113621,Armenia,ARM,2019,2019-01-01,2019-12-31
3609_part3,AKHTALA MINING AND PROCESSING ENTERPRISE CJSC,AKHTALA MINING AND PROCESSING ENTERPRISE CJSC-Armenia-2019,Private,6602309,Mining,Copper,n/a,n/a,1152920053,Armenia,ARM,2019,2019-01-01,2019-12-31
3610_part3,MEGHRADZOR GOLD LLC,MEGHRADZOR GOLD LLC-Armenia-2019,Private,2709666,Mining,gold; silver; tellurium,n/a,n/a,389056376,Armenia,ARM,2019,2019-01-01,2019-12-31
3611_part3,GEGHI GOLD LLC,GEGHI GOLD LLC-Armenia-2019,Private,9423012,Mining,Gold; Copper; Silver; Zinc,n/a,Gortcyntats newspaper,21179356,Armenia,ARM,2019,2019-01-01,2019-12-31
3612_part3,LER-EX LLC,LER-EX LLC-Armenia-2019,Private,9412188,Mining,copper; molybdenum,n/a,https://www.azdarar.am/announcments/org/161/00698998/,218048650,Armenia,ARM,2019,2019-01-01,2019-12-31
3613_part3,MARJAN MINING COMPANY” LLC,MARJAN MINING COMPANY” LLC-Armenia-2019,Private,1569837,Mining,gold; silver; copper; zinc; lead,n/a,n/a,2115274,Armenia,ARM,2019,2019-01-01,2019-12-31
3614_part3,LICHKVAZ CJSC,LICHKVAZ CJSC-Armenia-2019,Private,2710054,Mining,Gold; Silver; Copper,n/a,n/a,50083256,Armenia,ARM,2019,2019-01-01,2019-12-31
3615_part3,MULTI GROUP CONCERN LLC,MULTI GROUP CONCERN LLC-Armenia-2019,Private,3516447,Mining,Gold;Silver,n/a,n/a,149192983,Armenia,ARM,2019,2019-01-01,2019-12-31
3616_part3,SAGAMAR CJSC,SAGAMAR CJSC-Armenia-2019,Private,410036,Mining,gold; silver; copper; zinc; lead,n/a,n/a,48405580,Armenia,ARM,2019,2019-01-01,2019-12-31
3617_part3,PARAMOUNT GOLD MINING CJSC,PARAMOUNT GOLD MINING CJSC-Armenia-2019,Private,4219371,Mining,gold; silver; tellurium; bismuth,n/a,n/a,17283336,Armenia,ARM,2019,2019-01-01,2019-12-31
3618_part3,TATSTONE LLC,TATSTONE LLC-Armenia-2019,Private,79433,Mining,copper; molybdenum,n/a,n/a,61925881,Armenia,ARM,2019,2019-01-01,2019-12-31
3619_part3,MEGO-GOLD LLC,MEGO-GOLD LLC-Armenia-2019,Private,4213127,Mining,Gold;Silver,n/a,n/a,2785539,Armenia,ARM,2019,2019-01-01,2019-12-31
3620_part3,MOLIBDENI ASHKHARH LLC,MOLIBDENI ASHKHARH LLC-Armenia-2019,Private,2580107,Mining,copper; molybdenum,n/a,n/a,14571239,Armenia,ARM,2019,2019-01-01,2019-12-31
3621_part3,AT-METALS LLC,AT-METALS LLC-Armenia-2019,Private,118721,Mining,Gold;Silver,n/a,n/a,72269935,Armenia,ARM,2019,2019-01-01,2019-12-31
3622_part3,VAYK GOLD LLC,VAYK GOLD LLC-Armenia-2019,Private,114369,Mining,gold; silver; copper; zinc; lead; antimony,n/a,n/a,12265064,Armenia,ARM,2019,2019-01-01,2019-12-31
3623_part3,AKTIV LERNAGORTS LLC,AKTIV LERNAGORTS LLC-Armenia-2019,Private,1544838,Mining,copper; molybdenum,n/a,n/a,11220180,Armenia,ARM,2019,2019-01-01,2019-12-31
3624_part3,GHARAGYULYANNER CJSC,GHARAGYULYANNER CJSC-Armenia-2019,Private,2583292,Mining,gold; silver; copper; zinc; lead,n/a,n/a,11762418,Armenia,ARM,2019,2019-01-01,2019-12-31
3625_part3,VARDANI ZARTONK LLC,VARDANI ZARTONK LLC-Armenia-2019,Private,9414399,Mining,gold; silver; lead; zinc,n/a,n/a,12591387,Armenia,ARM,2019,2019-01-01,2019-12-31
3626_part3,FORTUNE RESOURCES LLC,FORTUNE RESOURCES LLC-Armenia-2019,Private,2806526,Mining,Iron,n/a,n/a,5454923,Armenia,ARM,2019,2019-01-01,2019-12-31
3627_part3,BAKTEK ECO LLC,BAKTEK ECO LLC-Armenia-2019,Private,870494,Mining,Gold; Silver; Copper,n/a,n/a,10909080,Armenia,ARM,2019,2019-01-01,2019-12-31
3628_part3,ASSAT LLC,ASSAT LLC-Armenia-2019,Private,3807664,Mining,Gold;Silver,n/a,n/a,84178555,Armenia,ARM,2019,2019-01-01,2019-12-31
