index,company_name,composite_key,company_type,company_id,company_sector,company_commodities,company_public_listing_or_website,company_audited_financial statement_or_equivalent,Payments to Governments Report,Country2,ISO Code 2,Year2,Start Date 2,End Date 2
933_part3,TAMAN INDUSTRIES LIMITED,TAMAN INDUSTRIES LIMITED-Republic of the Congo-2017,Private,M2006110000042113,Other,Produits forestiers,n/a,n/a,4681307865,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
934_part3,SINO-CONGO FORET (SICOFOR SA),SINO-CONGO FORET (SICOFOR SA)-Republic of the Congo-2017,Private,M2006110000833112,Other,Produits forestiers,n/a,n/a,,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
935_part3,CONGOLAISE INDUSTRIELLE DES BOIS (CIB),CONGOLAISE INDUSTRIELLE DES BOIS (CIB)-Republic of the Congo-2017,Private,M2005110000375139,Other,Produits forestiers,n/a,n/a,3306094708,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
936_part3,INDUSTRIE FORESTIERE DE OUESSO (IFO),INDUSTRIE FORESTIERE DE OUESSO (IFO)-Republic of the Congo-2017,Private,M2005110000351115,Other,Produits forestiers,n/a,n/a,2412597510,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
937_part3,SEFYD,SEFYD-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,414776724,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
938_part3,MOKABI S A,MOKABI S A-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,764051906,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
939_part3,SOCIETE CONGOLAISE INDUSTRIELLE DES BOIS DU NIARI (CIBN),SOCIETE CONGOLAISE INDUSTRIELLE DES BOIS DU NIARI (CIBN)-Republic of the Congo-2017,Private,M2006110000064135,Other,Produits forestiers,n/a,n/a,563355419,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
940_part3,SOFIA (STE INDUSTLLE ET FORESTIERE),SOFIA (STE INDUSTLLE ET FORESTIERE)-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,487501446,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
941_part3,SOFIL,SOFIL-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,260666422,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
942_part3,AFRIWOOD INDUSTRIE,AFRIWOOD INDUSTRIE-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,259333902,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
943_part3,CONGO DEJIA WOOD INDUSTRY,CONGO DEJIA WOOD INDUSTRY-Republic of the Congo-2017,Private,M2006110000802081,Other,Produits forestiers,n/a,n/a,542839455,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
944_part3,THANRY-CONGO,THANRY-CONGO-Republic of the Congo-2017,Private,M2006110000404079,Other,Produits forestiers,n/a,n/a,326122139,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
945_part3,BOIS ET PLACAGE DE LOPOLA,BOIS ET PLACAGE DE LOPOLA-Republic of the Congo-2017,Private,M2006110000576152,Other,Produits forestiers,n/a,n/a,310994590,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
946_part3,LIKOUALA TIMBER S.A,LIKOUALA TIMBER S.A-Republic of the Congo-2017,Private,M2006110000749127,Other,Produits forestiers,n/a,n/a,298532303,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
947_part3,SFIB,SFIB-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,38813167,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
948_part3,SOCIETE INDUSTRIELLE DE BOIS TRANSPORT,SOCIETE INDUSTRIELLE DE BOIS TRANSPORT-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,100734509,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
949_part3,ENTREPRISE CHRISTELLE (E.C),ENTREPRISE CHRISTELLE (E.C)-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,2889404,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
950_part3,WANG SA,WANG SA-Republic of the Congo-2017,Private,n/a,Other,Produits forestiers,n/a,n/a,36653365,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
951_part3,SIFCO,SIFCO-Republic of the Congo-2017,Private,M2007110001205098,Other,Produits forestiers,n/a,n/a,112848616,Republic of the Congo,COG,2017,2017-01-01,2017-12-31
952_part3,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN) SA,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN) SA-Senegal-2018,Private,0024498 2G3,Oil & Gas,Liquid and gaseous hydrocarbons,n/a,n/a,371034720,Senegal,SEN,2018,2018-01-01,2018-12-31
953_part3,FORTESA (SUCCURSALE),FORTESA (SUCCURSALE)-Senegal-2018,Private,000415770 2G3,Oil & Gas,Liquid and gaseous hydrocarbons,http://fortesa.com/,n/a,270681316,Senegal,SEN,2018,2018-01-01,2018-12-31
954_part3,BP SENEGAL INVESTMENTS LIMITED,BP SENEGAL INVESTMENTS LIMITED-Senegal-2018,Private,006420509 2A2,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.bp.com/en/global/corporate/what-we-do/bp-worldwide/bp-in-senegal.html,https://beta.companieshouse.gov.uk/company/09978028,421444391,Senegal,SEN,2018,2018-01-01,2018-12-31
955_part3,WOODSIDE ENERGY SENEGAL,WOODSIDE ENERGY SENEGAL-Senegal-2018,Private,005014204 2G0,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.woodside.com.au/our-business/senegal,https://beta.companieshouse.gov.uk/company/10245673,539674,Senegal,SEN,2018,2018-01-01,2018-12-31
956_part3,CAPRICORN SENEGAL LIMITED (SUCCURSALE),CAPRICORN SENEGAL LIMITED (SUCCURSALE)-Senegal-2018,Private,4888056 2G2,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.cairnenergy.com/,https://beta.companieshouse.gov.uk/company/SC444808,167583803,Senegal,SEN,2018,2018-01-01,2018-12-31
957_part3,KOSMOS ENERGY SENEGAL,KOSMOS ENERGY SENEGAL-Senegal-2018,Private,005251822 2A2,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.kosmosenergy.com/senegal/,https://beta.companieshouse.gov.uk/company/10520822,136105736,Senegal,SEN,2018,2018-01-01,2018-12-31
958_part3,ORANTO PETROLEUM LIMITED,ORANTO PETROLEUM LIMITED-Senegal-2018,Private,235988,Oil & Gas,Liquid and gaseous hydrocarbons,n/a,n/a,362242573,Senegal,SEN,2018,2018-01-01,2018-12-31
959_part3,TOTAL E&P SENEGAL,TOTAL E&P SENEGAL-Senegal-2018,Private,6501383 2Y1,Oil & Gas,Liquid and gaseous hydrocarbons,https://www.total.sn/,https://www.brvm.org/sites/default/files/rapport_annuel_2018_total_senegal_0.pdf,1318998884,Senegal,SEN,2018,2018-01-01,2018-12-31
960_part3,LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL (MIFERSO),LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL (MIFERSO)-Senegal-2018,Private,00238962/G3,Mining,Iron,http://www.miferso.sn/,n/a,,Senegal,SEN,2018,2018-01-01,2018-12-31
961_part3,SOCOCIM INDUSTRIES,SOCOCIM INDUSTRIES-Senegal-2018,Private,0016627 2G3,Mining,Cement; Limestone; marl-limestone,http://www.sococim.com/SOCOCIM-INDUSTRIES,n/a,22514087166,Senegal,SEN,2018,2018-01-01,2018-12-31
962_part3,SABODALA GOLD OPERATIONS (SGO),SABODALA GOLD OPERATIONS (SGO)-Senegal-2018,Private,2850023 2G3,Mining,Gold;Silver,http://www.sabodalagold.com/Home/default.aspx,n/a,1.624148983772E10,Senegal,SEN,2018,2018-01-01,2018-12-31
963_part3,CIMENTS DU SAHEL (CDS),CIMENTS DU SAHEL (CDS)-Senegal-2018,Private,0325995 2G3,Mining,Limestone; Clay; Laterite; Cement,n/a,n/a,18559251105,Senegal,SEN,2018,2018-01-01,2018-12-31
964_part3,GRANDE CÔTE OPÉRATIONS (GCO),GRANDE CÔTE OPÉRATIONS (GCO)-Senegal-2018,Private,002849258/2G3,Mining,Zirconium ores; Titanium ores,n/a,n/a,8007005014,Senegal,SEN,2018,2018-01-01,2018-12-31
965_part3,SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT),SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT)-Senegal-2018,Private,0028797/2G3,Mining,Attapulgite,n/a,n/a,349326759,Senegal,SEN,2018,2018-01-01,2018-12-31
966_part3,INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS),INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS)-Senegal-2018,Private,0022955/2G3,Mining,Phosphate; Phosphoric acid and Polyphosphoric acid; Mineral or chemical fertilizers; Diammonium phosphate.,http://mx1.ics.sn/profile.html,n/a,483608338,Senegal,SEN,2018,2018-01-01,2018-12-31
967_part3,DANGOTE INDUSTRIES (SÉNÉGAL) SA,DANGOTE INDUSTRIES (SÉNÉGAL) SA-Senegal-2018,Private,002707208/2G3,Mining,Limestone; Clay; Laterite; Clinker; Cement,http://www.dangotecement.com/operations/senegal/,n/a,11598132671,Senegal,SEN,2018,2018-01-01,2018-12-31
968_part3,SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA),SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA)-Senegal-2018,Private,004475142/2G3,Mining,Natural phosphate,http://www.somiva-sn.com/,n/a,507328796,Senegal,SEN,2018,2018-01-01,2018-12-31
969_part3,PETOWAL MINING COMPANY (PMC) SA,PETOWAL MINING COMPANY (PMC) SA-Senegal-2018,Private,005844700/2G3,Mining,Gold;Silver,n/a,n/a,3741277120,Senegal,SEN,2018,2018-01-01,2018-12-31
970_part3,AGEM SÉNÉGAL EXPLORATION SUARL,AGEM SÉNÉGAL EXPLORATION SUARL-Senegal-2018,Private,4151750 2Y2,Mining,Gold,n/a,n/a,43337727,Senegal,SEN,2018,2018-01-01,2018-12-31
971_part3,SABODALA MINING COMPANY (SMC),SABODALA MINING COMPANY (SMC)-Senegal-2018,Private,2464410 0G2,Mining,Gold,n/a,n/a,89490250,Senegal,SEN,2018,2018-01-01,2018-12-31
972_part3,SEPHOS SENEGAL SA,SEPHOS SENEGAL SA-Senegal-2018,Private,004013041/2G3,Mining,Phosphates,http://www.sephossenegal.com/,n/a,118862346,Senegal,SEN,2018,2018-01-01,2018-12-31
973_part3,AFRIG SA,AFRIG SA-Senegal-2018,Private,4507995 2Y3,Mining,Phosphates,n/a,n/a,96730144,Senegal,SEN,2018,2018-01-01,2018-12-31
974_part3,COMPAGNIE GÉNÉRALE D'EXPLOITATION DE CARRIÈRE (COGECA),COMPAGNIE GÉNÉRALE D'EXPLOITATION DE CARRIÈRE (COGECA)-Senegal-2018,Private,0196784 2G3,Mining,Basalt; Limestone,n/a,n/a,4644238825,Senegal,SEN,2018,2018-01-01,2018-12-31
975_part3,GÉCAMINES SA,GÉCAMINES SA-Senegal-2018,Private,2292168 2G3,Mining,Basalt,n/a,n/a,2499346081,Senegal,SEN,2018,2018-01-01,2018-12-31
976_part3,SOCIÉTÉ POUR LE DÉVELOPPEMENT DE L'INDUSTRIE DU TOURISME ET DE L'HABITAT AU SÉNÉGAL (SODEVIT),SOCIÉTÉ POUR LE DÉVELOPPEMENT DE L'INDUSTRIE DU TOURISME ET DE L'HABITAT AU SÉNÉGAL (SODEVIT)-Senegal-2018,Private,0025850 2G3,Mining,Limestone,n/a,n/a,1391236150,Senegal,SEN,2018,2018-01-01,2018-12-31
977_part3,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN) SA,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN) SA-Senegal-2019,State-owned enterprises & public corporations,24498,Gas,Gas,http://www.petrosen.sn/,n/a,700257821,Senegal,SEN,2019,2019-01-01,2019-12-31
978_part3,FORTESA INTERNATIONAL SENEGAL,FORTESA INTERNATIONAL SENEGAL-Senegal-2019,Private,415770,Gas,Gas,n/a,n/a,691415251,Senegal,SEN,2019,2019-01-01,2019-12-31
979_part3,CAPRICORN SENEGAL LIMITED,CAPRICORN SENEGAL LIMITED-Senegal-2019,Private,4888056 2G2,Gas,Gas,https://www.cairnenergy.com/,n/a,255276940,Senegal,SEN,2019,2019-01-01,2019-12-31
980_part3,KOSMOS ENERGY INVESTMENTS SENEGAL LIMITED,KOSMOS ENERGY INVESTMENTS SENEGAL LIMITED-Senegal-2019,Private,005251822 2G2,Gas,Gas,https://www.kosmosenergy.com/senegal/,n/a,5521875837,Senegal,SEN,2019,2019-01-01,2019-12-31
981_part3,ORANTO PETROLEUM LIMITED,ORANTO PETROLEUM LIMITED-Senegal-2019,Private,3059434,Gas,Gas,n/a,n/a,235851585,Senegal,SEN,2019,2019-01-01,2019-12-31
982_part3,TOTAL E&P SENEGAL,TOTAL E&P SENEGAL-Senegal-2019,Private,6501383,Gas,Gas,https://www.total.sn/,n/a,9556300615,Senegal,SEN,2019,2019-01-01,2019-12-31
983_part3,BP SENEGAL INVESTMENTS LIMITED,BP SENEGAL INVESTMENTS LIMITED-Senegal-2019,Private,006420509 2A2,Gas,Gas,https://www.bp.com/,n/a,3525893891,Senegal,SEN,2019,2019-01-01,2019-12-31
984_part3,WOODSIDE ENERGY SENEGAL,WOODSIDE ENERGY SENEGAL-Senegal-2019,Private,6011291,Gas,Gas,https://www.woodside.com.au/fr/our-business/s%C3%A9n%C3%A9gal,n/a,3443199564,Senegal,SEN,2019,2019-01-01,2019-12-31
985_part3,LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL (MIFERSO),LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL (MIFERSO)-Senegal-2019,State-owned enterprises & public corporations,00238962/G3,Mining,Iron,http://www.miferso.sn/,http://itie.sn/wp-content/uploads/2020/12/ETATS-FINANCIERS-2019-Certifi%C3%A9s.pdf,32501813,Senegal,SEN,2019,2019-01-01,2019-12-31
986_part3,SOCIÉTÉ DE COMMERCIALISATION DU CIMENT (SOCOCIM),SOCIÉTÉ DE COMMERCIALISATION DU CIMENT (SOCOCIM)-Senegal-2019,Private,0016627 2G3,Mining,Limestone; Marble,http://www.sococim.com/SOCOCIM-INDUSTRIES,n/a,27197384090,Senegal,SEN,2019,2019-01-01,2019-12-31
987_part3,SABODALA GOLD OPERATIONS (SGO),SABODALA GOLD OPERATIONS (SGO)-Senegal-2019,Private,2850023 2G3,Mining,Gold,http://www.sabodalagold.com/Home/default.aspx,n/a,2.957711812722E10,Senegal,SEN,2019,2019-01-01,2019-12-31
988_part3,CIMENTS DU SAHEL (CDS),CIMENTS DU SAHEL (CDS)-Senegal-2019,Private,0325995 2G3,Mining,Limestone; Laterite,http://www.lescimentsdusahel.net/,n/a,21074901716,Senegal,SEN,2019,2019-01-01,2019-12-31
989_part3,GRANDE CÔTE OPÉRATIONS (GCO),GRANDE CÔTE OPÉRATIONS (GCO)-Senegal-2019,Private,002849258/2G3,Mining,Heavy Minerals,https://gco.eramet.com/,n/a,10600332451,Senegal,SEN,2019,2019-01-01,2019-12-31
990_part3,SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT),SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT)-Senegal-2019,Private,0028797/2G3,Mining,Attapulgites; Phosphates,https://www.tolsa.com/fr/home-fr/,n/a,666268773,Senegal,SEN,2019,2019-01-01,2019-12-31
991_part3,INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS),INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS)-Senegal-2019,Private,0022955/2G3,Mining,Phosphates,http://www.ics.sn/,n/a,5428377230,Senegal,SEN,2019,2019-01-01,2019-12-31
992_part3,DANGOTE INDUSTRIES (SÉNÉGAL) SA,DANGOTE INDUSTRIES (SÉNÉGAL) SA-Senegal-2019,Private,002707208/2G3,Mining,Clayr; Limestone; Laterite,https://www.dangotecement.com/operations/senegal/,n/a,14783203786,Senegal,SEN,2019,2019-01-01,2019-12-31
993_part3,PETOWAL MINING COMPANY (PMC) SA,PETOWAL MINING COMPANY (PMC) SA-Senegal-2019,Private,005844700/2G3,Mining,Gold;Silver,n/a,n/a,12969015927,Senegal,SEN,2019,2019-01-01,2019-12-31
994_part3,SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA),SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA)-Senegal-2019,Private,004475142/2G3,Mining,Phosphates,n/a,n/a,1093399429,Senegal,SEN,2019,2019-01-01,2019-12-31
995_part3,AGEM SÉNÉGAL EXPLORATION SUARL,AGEM SÉNÉGAL EXPLORATION SUARL-Senegal-2019,Private,004151750 2G2,Mining,Gold,n/a,n/a,432748292,Senegal,SEN,2019,2019-01-01,2019-12-31
996_part3,SABODALA MINING COMPANY (SMC),SABODALA MINING COMPANY (SMC)-Senegal-2019,Private,002464410 2G2,Mining,Gold,http://www.sabodalagold.com/A-Propos/Nos-Entreprises/default.aspx,n/a,1198611470,Senegal,SEN,2019,2019-01-01,2019-12-31
997_part3,SEPHOS SENEGAL SA,SEPHOS SENEGAL SA-Senegal-2019,Private,004013041/2G3,Mining,Phosphates,n/a,n/a,216712967,Senegal,SEN,2019,2019-01-01,2019-12-31
998_part3,G-PHOS SA,G-PHOS SA-Senegal-2019,Private,4716033,Mining,Phosphates,n/a,n/a,43082878,Senegal,SEN,2019,2019-01-01,2019-12-31
999_part3,AFRICAN INVESTMENT GROUP (AIG) SA,AFRICAN INVESTMENT GROUP (AIG) SA-Senegal-2019,Private,004507995 2G3,Mining,Phosphates; Heavy Minerals,https://www.africainvestmentgroup.co.uk/,n/v,62194441,Senegal,SEN,2019,2019-01-01,2019-12-31
1000_part3,COMPAGNIE GÉNÉRALE D'EXPLOITATION DE CARRIÈRE (COGECA),COMPAGNIE GÉNÉRALE D'EXPLOITATION DE CARRIÈRE (COGECA)-Senegal-2019,Private,196784,Mining,Basalt; Limestone,n/a,n/v,3849188765,Senegal,SEN,2019,2019-01-01,2019-12-31
1001_part3,GÉCAMINES (GECAMINES),GÉCAMINES (GECAMINES)-Senegal-2019,Private,2292168,Mining,Basalt,https://www.gecamines.cd/,n/a,4535482822,Senegal,SEN,2019,2019-01-01,2019-12-31
1002_part3,SOCIÉTÉ POUR LE DÉVELOPPEMENT DE L'INDUSTRIE DU TOURISME ET DE L'HABITAT AU SÉNÉGAL (SODEVIT),SOCIÉTÉ POUR LE DÉVELOPPEMENT DE L'INDUSTRIE DU TOURISME ET DE L'HABITAT AU SÉNÉGAL (SODEVIT)-Senegal-2019,Private,25850,Mining,Limestone,n/a,n/a,756930720,Senegal,SEN,2019,2019-01-01,2019-12-31
1003_part3,SEYCHELLES PETROLEUM,SEYCHELLES PETROLEUM-Seychelles-2017,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Seychelles,SYC,2017,2017-01-01,2017-12-31
1004_part3,PETROSEYCHELLES,PETROSEYCHELLES-Seychelles-2017,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Seychelles,SYC,2017,2017-01-01,2017-12-31
1005_part3,SOCIETE SEYCHELLOISE D'INVESTISSEMENT LTD,SOCIETE SEYCHELLOISE D'INVESTISSEMENT LTD-Seychelles-2017,Private,n/a,Other,,n/a,n/a,,Seychelles,SYC,2017,2017-01-01,2017-12-31
1006_part3,GX TECHNOLOGY,GX TECHNOLOGY-Seychelles-2017,Private,n/a,Oil & Gas,,n/a,n/a,,Seychelles,SYC,2017,2017-01-01,2017-12-31
1007_part3,JOGMEX,JOGMEX-Seychelles-2017,Private,n/a,Oil & Gas,,n/a,n/a,,Seychelles,SYC,2017,2017-01-01,2017-12-31
1008_part3,SEYCHELLES PETROLEUM,SEYCHELLES PETROLEUM-Seychelles-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Seychelles,SYC,2018,2018-01-01,2018-12-31
1009_part3,PETROSEYCHELLES,PETROSEYCHELLES-Seychelles-2018,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Seychelles,SYC,2018,2018-01-01,2018-12-31
1010_part3,SOCIETE SEYCHELLOISE D'INVESTISSEMENT LTD,SOCIETE SEYCHELLOISE D'INVESTISSEMENT LTD-Seychelles-2018,Private,n/a,Other,,n/a,n/a,,Seychelles,SYC,2018,2018-01-01,2018-12-31
1011_part3,GX TECHNOLOGY,GX TECHNOLOGY-Seychelles-2018,Private,n/a,Oil & Gas,,n/a,n/a,,Seychelles,SYC,2018,2018-01-01,2018-12-31
1012_part3,JOGMEX,JOGMEX-Seychelles-2018,Private,n/a,Oil & Gas,,n/a,n/a,,Seychelles,SYC,2018,2018-01-01,2018-12-31
1013_part3,BP EXPLORATION MEXICO SA DE CV,BP EXPLORATION MEXICO SA DE CV-Mexico-2017,Private,BEM1501265QA,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,9553274.3,Mexico,MEX,2017,1/1/2017,12/31/2017
1014_part3,PEMEX EXPLORACIÓN Y PRODUCCIÓN,PEMEX EXPLORACIÓN Y PRODUCCIÓN-Mexico-2017,Private,PEP9207167XA,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,4.3242918684497E11,Mexico,MEX,2017,1/1/2017,12/31/2017
1015_part3,SHELL EXPLORACION Y EXTRACCION DE MEXICO SA DE CV,SHELL EXPLORACION Y EXTRACCION DE MEXICO SA DE CV-Mexico-2017,Private,SEE1412105FA,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,,Mexico,MEX,2017,1/1/2017,12/31/2017
1016_part3,EXXONMOBIL EXPLORACION Y PRODUCCION MEXICO S.R.L DE C.V.,EXXONMOBIL EXPLORACION Y PRODUCCION MEXICO S.R.L DE C.V.-Mexico-2017,Private,EEP141210RV0,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,6.59766903E7,Mexico,MEX,2017,1/1/2017,12/31/2017
1017_part3,BHP BILLITON; PETROLEO OPERACIONES DE MEXICO (PEMEX);S. DE R.L. DE C.V.,BHP BILLITON; PETROLEO OPERACIONES DE MEXICO (PEMEX);S. DE R.L. DE C.V.-Mexico-2017,Private,BBP141211LC5,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,1221390730,Mexico,MEX,2017,1/1/2017,12/31/2017
1018_part3,TOTAL E&P MÉXICO SA DE C.V.,TOTAL E&P MÉXICO SA DE C.V.-Mexico-2017,Private,TEM150303B71,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,8.771803511E7,Mexico,MEX,2017,1/1/2017,12/31/2017
1019_part3,REPSOL EXPLORACIÓN MÉXICO SA DE CV,REPSOL EXPLORACIÓN MÉXICO SA DE CV-Mexico-2017,Private,REM031021PQ7,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,2407200.71,Mexico,MEX,2017,1/1/2017,12/31/2017
1020_part3,WINTERSHALL DEA MEXICO,WINTERSHALL DEA MEXICO-Mexico-2017,Private,DDE151002QY9,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,5.280817602E7,Mexico,MEX,2017,1/1/2017,12/31/2017
1021_part3,EQUINOR UPSTREAM MÉXICO SA DE C.V.,EQUINOR UPSTREAM MÉXICO SA DE C.V.-Mexico-2017,Private,SEM150122M86,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,5.044782521E7,Mexico,MEX,2017,1/1/2017,12/31/2017
1022_part3,JAGUAR EXPLORACIÓN Y PRODUCCIÓN DE HIDROCARBUROS,JAGUAR EXPLORACIÓN Y PRODUCCIÓN DE HIDROCARBUROS-Mexico-2017,Private,JEP1709042B1,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,1.19242596406E9,Mexico,MEX,2017,1/1/2017,12/31/2017
1023_part3,CHEVRON ENERGÍA DE MÉXICO,CHEVRON ENERGÍA DE MÉXICO-Mexico-2017,Private,CEM050429KE2,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,3.996941425E7,Mexico,MEX,2017,1/1/2017,12/31/2017
1024_part3,GRUPO MÉXICO,GRUPO MÉXICO-Mexico-2017,Private,"IMM8505281U0, entre otros",Mining,Zinc; Plomo; Cobre; Coque Metalúrgico,https://www.gmexico.com/,n/a,8070207993,Mexico,MEX,2017,1/1/2017,12/31/2017
1025_part3,GRUPO PEÑOLES,GRUPO PEÑOLES-Mexico-2017,Private,"MTI920514587, entre otros",Mining,,http://www.penoles.com.mx,n/a,5545792346,Mexico,MEX,2017,1/1/2017,12/31/2017
1026_part3,GRUPO FRESNILLO,GRUPO FRESNILLO-Mexico-2017,Private,"MFR971117KU1, entre otros",Mining,,http://www.fresnilloplc.com/quienes-somos/,n/a,4051795522,Mexico,MEX,2017,1/1/2017,12/31/2017
1027_part3,AGNICO EAGLE,AGNICO EAGLE-Mexico-2017,Private,AEM050110CF8,Mining,Oro; Plata,https://www.agnicoeagle.com/English/home/default.aspx,n/a,897057562,Mexico,MEX,2017,1/1/2017,12/31/2017
1028_part3,PLATA PANAMERICANA,PLATA PANAMERICANA-Mexico-2017,Private,MDO970311D36,Mining,Oro; Plata,https://www.panamericansilver.com/es/operations/north-and-central-america/la-colorada/,n/a,403228904,Mexico,MEX,2017,1/1/2017,12/31/2017
1029_part3,ALAMOS GOLD,ALAMOS GOLD-Mexico-2017,Private,MON001215JC0,Mining,Oro; Plata,https://www.alamosgold.com/home/default.aspx,n/a,226570483,Mexico,MEX,2017,1/1/2017,12/31/2017
1030_part3,PEÑA COLORADA,PEÑA COLORADA-Mexico-2017,Private,CMB7201257K2,Mining,Mineral de Hierro,https://mx.ternium.com/es/nuestra-empresa/desarrollo-minero,n/a,223181242,Mexico,MEX,2017,1/1/2017,12/31/2017
1031_part3,ARGONAUT GOLD,ARGONAUT GOLD-Mexico-2017,Private,MPI0208133S5,Mining,,https://www.argonautgold.com/English/home/default.aspx,n/a,23730764,Mexico,MEX,2017,1/1/2017,12/31/2017
1032_part3,LAS ENCINAS,LAS ENCINAS-Mexico-2017,Private,ENC510604CL5,Mining,Mineral de Hierro,https://mx.ternium.com/es/nuestra-empresa/desarrollo-minero,n/a,232545677,Mexico,MEX,2017,1/1/2017,12/31/2017
1033_part3,BARAMIN,BARAMIN-Mexico-2017,Private,BAR 810427 FU2,Mining,Mineral de Bario,http://www.baramin.com.mx/sitio/,n/a,13968300,Mexico,MEX,2017,1/1/2017,12/31/2017
1034_part3,LEA GOLD,LEA GOLD-Mexico-2017,Private,DMS050731LX7,Mining,Oro; Plata,n/a,n/a,28218641,Mexico,MEX,2017,1/1/2017,12/31/2017
1035_part3,PANTERA,PANTERA-Mexico-2017,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,4247726,Mexico,MEX,2017,1/1/2017,12/31/2017
1036_part3,BHP - PEMEX,BHP - PEMEX-Mexico-2017,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,62400000,Mexico,MEX,2017,1/1/2017,12/31/2017
1037_part3,FIELDWOOD ENERGY E&P MEXICO;S. DE R.L. DE C.V.,FIELDWOOD ENERGY E&P MEXICO;S. DE R.L. DE C.V.-Mexico-2017,Private,n/a,Oil & Gas,Oil; Gas; Condensates,n/a,n/a,1946122.8,Mexico,MEX,2017,1/1/2017,12/31/2017
