Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Direccion Genreral de Aduanas (DGA),Central goverment,401039249,103364961.0,Dominican Republic,DOM,2019,2019/01/01,2019/12/31
Dirección General de Impuestos Internos (DGII),Central goverment,994316206,11361455018.0,Dominican Republic,DOM,2019,2019/01/01,2019/12/31
Dirección General de Minería (DGM),Central goverment,,217454.0,Dominican Republic,DOM,2019,2019/01/01,2019/12/31
Ministerio de Energía y Minas,Central goverment,430146366,448000.0,Dominican Republic,DOM,2019,2019/01/01,2019/12/31
