Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Direction Générale des Douanes et des Droits Indirects (DGDDI),Central government,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
Direction Générale des Hydrocarbures (DGH),Central government,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
Direction Générale des Impôts et des Domaines (DGID),Central government,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
Direction Générale des Mines (DGM),Central government,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
Direction Générale du Trésor (DGT),Central government,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
Direction des Ressources Naturelles (DRN),Central government,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
Ministère de l'Economie Forestière et du Développement Durables (MEFDD),Central government,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
SOCOTRAM / Direction de la Marine Marchande / Conseil congolais des chargeurs,Other,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
Société Nationale des Pétroles du Congo (SNPC),State-owned enterprises & public corporations,,,Republic of the Congo,COG,2017,2017/01/01,2017/12/31
