Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Directorate of Customs and Excise,Central goverment,974761343,402000.0,Norway,NOR,2018,1/1/2018,12/31/2018
Norwegian Central Bank,Central goverment,937884117,134650000000.0,Norway,NOR,2018,1/1/2018,12/31/2018
The Norwegian Petroleum Directorate,Central goverment,870917732,6972465000.0,Norway,NOR,2018,1/1/2018,12/31/2018
The Norwegian Tax Directorate,Central goverment,974761505,110313492000.0,Norway,NOR,2018,1/1/2018,12/31/2018
