Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Directorate of Customs and Excise,Central goverment,Not available,6555000.0,Norway,NOR,2017,1/1/2017,12/31/2017
Norwegian Central Bank,Central goverment,937884117,95555000000.0,Norway,NOR,2017,1/1/2017,12/31/2017
The Norwegian Petroleum Directorate,Central goverment,870917732,6121125000.0,Norway,NOR,2017,1/1/2017,12/31/2017
The Norwegian Tax Directorate,Central goverment,974761505,65049094722.0,Norway,NOR,2017,1/1/2017,12/31/2017
