Full company name,Payments to Governments Report,Country,Year
KUARCI BLACE,12770503.0,Albania,2017
KUJTIMI & LENA SHPK,4016696.0,Albania,2017
KURUM INTERNATIONAL SH.A,498196239.0,Albania,2017
LED - BJON SHPK,1884115.0,Albania,2017
MAKARESH SH.P.K,41585908.0,Albania,2017
MARA 2011,17592799.0,Albania,2017
MILENIUM,12439405.0,Albania,2017
MINERAL BITUMEN,7258890.0,Albania,2017
MINIERA E KROMIT KATJEL,27406022.0,Albania,2017
MINING FERRO NIKEL,21024941.0,Albania,2017
MUSTAFAJ SHPK,17490268.0,Albania,2017
NELI  SH.P.K,22291512.0,Albania,2017
NELI SH.P.K,22291512.0,Albania,2017
NIKA,5271994.0,Albania,2017
PAKTI,44545255.0,Albania,2017
PIETRA  NESLI SHPK,3281814.0,Albania,2017
PIETRA NESLI SHPK,3281814.0,Albania,2017
PIRALI SHPK,847635.0,Albania,2017
PLATINIUM ALB,8477253.0,Albania,2017
PRISKA SH.P.K,12246047.0,Albania,2017
QATO - 01,5476366.0,Albania,2017
RA-KROM TIRANA,12518692.0,Albania,2017
RAL,3960038.0,Albania,2017
RO-GENT-1 SHPK,7250393.0,Albania,2017
SALILLARI,221416488.0,Albania,2017
SAN LEONE ENERGY PLC.,4814574.0,Albania,2017
SANTARA SHPK,18584868.0,Albania,2017
SELENICE BITUMI,26233577.0,Albania,2017
SHELL UPSTREAM ALBANIA B.V,444657140.0,Albania,2017
SHERWOOD INTERNACIONAL PETROLEUM LTD,38957699.0,Albania,2017
SHKALLA SHPK,37444984.0,Albania,2017
SHKEMBI,6056527.0,Albania,2017
SHPRESA - AL,68818315.0,Albania,2017
SOKOLAJ SH.P.K,2321965.0,Albania,2017
STONE GROUP ALBANIA SHPK,506117.0,Albania,2017
STONE PRODUCTION. SHPK,28492952.0,Albania,2017
TADRI SH.P.K,8856736.0,Albania,2017
TANUSHA,13366579.0,Albania,2017
TOPI EKI,5601828.0,Albania,2017
TRANSOIL GROUP AG (IEC VISOKA SHP),234739113.0,Albania,2017
TUR-ALB-KROM SH.P.K,18277815.0,Albania,2017
VALTERI GRAND SH.P.K,3061639.0,Albania,2017
VEGA SH.P.K,214782582.0,Albania,2017
VELLEZERIT LLUPO,11768191.0,Albania,2017
VLLAZNIMI DEDA IMP-EXP,22398793.0,Albania,2017
XHULIO,25141966.0,Albania,2017
YLBERI,26511175.0,Albania,2017
ZASHA,53366763.0,Albania,2017
ZGURI SHPK,5234007.0,Albania,2017
ÇUPI GROUP SHPK,8659203.0,Albania,2017
“HIDROALBANIA ENERGJI” SHPK,15338853.0,Albania,2017
”DITEKO” SH.P.K,57085105.0,Albania,2017
11 HERONJTE BATER,13751985.0,Albania,2018
3A-160 SH.P.K,11302558.0,Albania,2018
AG-INVEST,408534.0,Albania,2018
AGBES CONSTRUKSION,125596722.0,Albania,2018
AGGREGATED,39681505.0,Albania,2018
AL-GEM SH.A,4478307.0,Albania,2018
ALB - CANAJ,73309813.0,Albania,2018
ALB IEAA INTERNACIONAL,69397954.0,Albania,2018
ALB-ENERGY SHPK,194854567.0,Albania,2018
ALBANISA KRYPI,11855139.0,Albania,2018
ALBCHROME,789411781.0,Albania,2018
ALBMINE & CHROME,51262605.0,Albania,2018
ALBPETROL SH.A.,2043589088.0,Albania,2018
ALLKURTI,7757970.0,Albania,2018
ANA 2013,11968942.0,Albania,2018
ANIO OIL&GAS SHA  (ISH TRANS ATLANTIK ALBANIA LTD (ISHSTREAM OIL & GAS),40837161.0,Albania,2018
ANIO OIL&GAS SHA (ISH TRANS ATLANTIK ALBANIA LTD (ISHSTREAM OIL & GAS),40837161.0,Albania,2018
ANTEA CEMENT SH.A,389835284.0,Albania,2018
ARDAS,71320240.0,Albania,2018
ARIS,26126800.0,Albania,2018
ASAB,98356723.0,Albania,2018
B & B STONE,5156185.0,Albania,2018
B&AD CONSTRUCTION SH.P.K,1186213.0,Albania,2018
BABASI - 2,32932225.0,Albania,2018
BABASI COO SHPK,20934659.0,Albania,2018
BALKAN GREEN ENERGY SH.P.K( ISH ESEGEI),111304779.0,Albania,2018
BANKERS PETROLEUM ALBANIA LTD.,4870372425.0,Albania,2018
BEAT GENERATION SHPK,582460.0,Albania,2018
BERALB SHA,28490151.0,Albania,2018
BLEDI,4672323.0,Albania,2018
BLERIMI KOSTURR 2010,6045356.0,Albania,2018
BRAIDEN,26305222.0,Albania,2018
CERUJA,7868883.0,Albania,2018
COMERCIR,3650832.0,Albania,2018
D & A SH.P.K,9581201.0,Albania,2018
DELVINA GAS COMPANY LTD,560127.0,Albania,2018
DEMA PATIN,15174242.0,Albania,2018
DERVISHI SHPK,12788531.0,Albania,2018
DEVOLL HYDROPOWER,254565805.0,Albania,2018
DIALBA,15371941.0,Albania,2018
DITEKO SH.P.K,133586709.0,Albania,2018
EGI-K  SHPK,92510361.0,Albania,2018
EGI-K SHPK,92510361.0,Albania,2018
ENERGAL SHPK,62100442.0,Albania,2018
ENERGJI ASHTA,501433658.0,Albania,2018
ERLI-D  SHPK,14751883.0,Albania,2018
ERLI-D SHPK,14751883.0,Albania,2018
ERVIN,0.0,Albania,2018
ERVINI SHPK,0.0,Albania,2018
"EURON ENERGY"" SHPK",142321723.0,Albania,2018
F.KRUJA CEMENT FACTORY,46575089.0,Albania,2018
FABRIKA E PASURIMIT TE KROMIR BULQIZE,27452013.0,Albania,2018
FAVINA,20822883.0,Albania,2018
GEGA - G,9764162.0,Albania,2018
GERDA - 07 SH.P.K,4211889.0,Albania,2018
GERI'S 2002,9002374.0,Albania,2018
GJONI SHPK,7676208.0,Albania,2018
GLOBAL INTERPRISE GROUP SHPK,38075452.0,Albania,2018
HEC LANABREGAS,49185677.0,Albania,2018
HERBI,49116646.0,Albania,2018
IGLI - 07,3992207.0,Albania,2018
ILLYRIA MINERALS INDUSTRI SH.P.K,59888235.0,Albania,2018
ISAKU,276528.0,Albania,2018
IVNO 1100,3676401.0,Albania,2018
JAHO-MAT,13157335.0,Albania,2018
K-12 (RED MINES),924039.0,Albania,2018
K.I.D -ALB SHPK,50588776.0,Albania,2018
KAPROLLA & KOMPANI,56242703.0,Albania,2018
KEGLI-DURI SH.P.K,7819180.0,Albania,2018
KESH SH.A.,4999596250.0,Albania,2018
KEVGER  SH.P.K,36681165.0,Albania,2018
KEVGER SH.P.K,36681165.0,Albania,2018
KLERVIBRIS,25904998.0,Albania,2018
KLEVI 10  SH.P.K,29241146.0,Albania,2018
KLEVI 10 SH.P.K,29241146.0,Albania,2018
KLISAL SH.P.K,4571083.0,Albania,2018
KLOSI,52626356.0,Albania,2018
KOKA,33936006.0,Albania,2018
KOLDASHI CHROME MINERALS SH.P.K,7445843.0,Albania,2018
KRASTA,4756125.0,Albania,2018
KUARCI BLACE,16974576.0,Albania,2018
KURUM INTERNATIONAL SH.A,140469116.0,Albania,2018
LIM -  EM,33965024.0,Albania,2018
LIM - EM,33965024.0,Albania,2018
MAKARESH SH.P.K,22913489.0,Albania,2018
MARA 2011,20164108.0,Albania,2018
MILENIUM,13914020.0,Albania,2018
MINERAL BITUMEN,19022680.0,Albania,2018
MINIERA E KROMIT KATJEL,21761970.0,Albania,2018
MINING FERRO NIKEL,5418562.0,Albania,2018
NELI  SH.P.K,12068660.0,Albania,2018
NELI SH.P.K,12068660.0,Albania,2018
PAKTI,19944957.0,Albania,2018
PIETRA  NESLI SHPK,3339971.0,Albania,2018
PIETRA NESLI SHPK,3339971.0,Albania,2018
PLATINIUM ALB,2347095.0,Albania,2018
PRISKA SH.P.K,14719840.0,Albania,2018
QATO - 01,2473427.0,Albania,2018
RA-KROM TIRANA,11619465.0,Albania,2018
RAL,6400982.0,Albania,2018
SALILLARI,219245678.0,Albania,2018
SAN LEONE ENERGY PLC.,5748781.0,Albania,2018
SANTARA SHPK,69993190.0,Albania,2018
SELENICE BITUMI,30613386.0,Albania,2018
SHELL UPSTREAM ALBANIA B.V,513002623.0,Albania,2018
SHERWOOD INTERNATIONAL PETROLEUM LTD,34085603.0,Albania,2018
SHKEMBI,13386405.0,Albania,2018
SHPIRAGU,10427211.0,Albania,2018
SHPRESA - AL,70188668.0,Albania,2018
SOKOLAJ SH.P.K,2703257.0,Albania,2018
STONE PRODUCTION. SHPK,24536383.0,Albania,2018
TADRI SH.P.K,11679646.0,Albania,2018
TANUSHA,9609569.0,Albania,2018
TEKI SH.P.K,3863705.0,Albania,2018
TETE,65875263.0,Albania,2018
TOPI EKI,5795019.0,Albania,2018
TRANSOIL GROUP AG (IEC VISOKA SHP),269561211.0,Albania,2018
TUR-ALB-KROM SH.P.K,6940242.0,Albania,2018
VALTERI GRAND SH.P.K,3668832.0,Albania,2018
VEGA SH.P.K,97048806.0,Albania,2018
VELLEZERIT HYSA,72058072.0,Albania,2018
VELLEZERIT LLUPO,12612796.0,Albania,2018
VLLAZNIMI DEDA IMP-EXP,14639841.0,Albania,2018
XHULIO,28017172.0,Albania,2018
XYZ 08 SHPK,10265598.0,Albania,2018
YLBERI,14050384.0,Albania,2018
ZASHA,60255105.0,Albania,2018
ZGURI SHPK,6094981.0,Albania,2018
“HIDROALBANIA ENERGJI” SHPK,70556608.0,Albania,2018
CERRO VANGUARDIA S.A.,2611838498.82,Argentina,2018
CHEVRON ARGENTINA S.R.L.,1005727879.0,Argentina,2018
COMPAÑIA MINERA AGUILAR S.A.,425817757.31,Argentina,2018
ESTELAR RESOURCES LIMITED  S.A,492716540.61,Argentina,2018
ESTELAR RESOURCES LIMITED S.A,492716540.61,Argentina,2018
EXXONMOBIL EXPLORATION ARGENTINA S.R.L.,158311666.23000002,Argentina,2018
MINA PIRQUITAS LLC SUCURSAL ARGENTINA,278450161.02,Argentina,2018
MINAS ARGENTINAS SA,387003755.94,Argentina,2018
MINERA ALUMBRERA LIMITED SUCURSAL ARGENTINA,1376868022.55,Argentina,2018
MINERA ANDINA DEL SOL S.R.L.,3502060056.08,Argentina,2018
MINERA DEL ALTIPLANO S.A.,485352602.82,Argentina,2018
MINERA DON NICOLAS S.A.,101123526.77,Argentina,2018
MINERA SANTA CRUZ S.A.,1024092145.42,Argentina,2018
MINERA TRITON ARGENTINA S.A.,226981044.53,Argentina,2018
MOBIL ARGENTINA S.A.,198662550.22,Argentina,2018
O&G DEVELOPMENTS LTD S.A.,114372839.17999999,Argentina,2018
OROPLATA S.A.,1254336677.93,Argentina,2018
PATAGONIA GOLD S.A.,125154585.0,Argentina,2018
SALES DE JUJUY S. A. (EX - OROCOBRE S. A.),103601496.53999999,Argentina,2018
"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",3513346466.14,Argentina,2018
TOTAL AUSTRAL S.A.,4736491147.599999,Argentina,2018
VISTA OIL & GAS ARGENTINA SA,2144346051.16,Argentina,2018
YPF S.A.,27856577165.0,Argentina,2018
YSUR ENERGÍA ARGENTINA S.R.L.,0.0,Argentina,2018
CHAARAT KAPAN CJSC,6775005208.74,Armenia,2018
“AGARAK COPPER MOLYBDENUM COMBINE” CJSC,5415722424.0,Armenia,2018
“AKHTALA MINING AND PROCESSING ENTERPRISE” CJSC,997332766.0,Armenia,2018
“AKTIV LERNAGORTS” LLC,0.0,Armenia,2018
“ASSAT” LLC,0.0,Armenia,2018
“AT-METALS” LLC,0.0,Armenia,2018
“BAKTEK ECO” LLC,0.0,Armenia,2018
“FORTUNE RESOURCES” LLC,0.0,Armenia,2018
“GEGHI GOLD” LLC,0.0,Armenia,2018
“GEOPROMINING GOLD” LLC,15703552992.0,Armenia,2018
“GHARAGULYANNER” CJSC,0.0,Armenia,2018
“LER-EX” LLC,188712577.0,Armenia,2018
“LICHKVAZ” CJSC,0.0,Armenia,2018
“LYDIAN ARMENIA” CJSC,5379989080.329,Armenia,2018
“MARJAN MINING COMPANY” LLC,0.0,Armenia,2018
“MEGHRADZOR GOLD” LLC,374675247.0,Armenia,2018
“MEGO-GOLD” LLC,0.0,Armenia,2018
“MOLIBDENI ASHKHARH” LLC,0.0,Armenia,2018
“MULTI GROUP CONCERN” LLC,0.0,Armenia,2018
“PARAMOUNT GOLD MINING” CJSC,0.0,Armenia,2018
“SAGAMAR” CJSC,0.0,Armenia,2018
“TATSTONE” LLC`,0.0,Armenia,2018
“TEGHOUT” CJSC,1824727005.604,Armenia,2018
“VARDANI ZARTONK” LLC,0.0,Armenia,2018
“VAYK GOLD” LLC,0.0,Armenia,2018
“ZANGEZUR COPPER-MOLYBDENUM COMBINE” CJSC,42869111058.356,Armenia,2018
CHAARAT KAPAN CJSC,4996734684.0,Armenia,2019
“AGARAK COPPER MOLYBDENUM COMBINE” CJSC,3090863598.0,Armenia,2019
“AKHTALA MINING AND PROCESSING ENTERPRISE” CJSC,1152920053.0,Armenia,2019
“AKTIV LERNAGORTS” LLC,11220180.0,Armenia,2019
“ASSAT” LLC,84178555.0,Armenia,2019
“AT-METALS” LLC,72269935.0,Armenia,2019
“BAKTEK ECO” LLC,10909080.0,Armenia,2019
“FORTUNE RESOURCES” LLC,5454923.0,Armenia,2019
“GEGHI GOLD” LLC,21179356.0,Armenia,2019
“GEOPROMINING GOLD” LLC,23639553518.0,Armenia,2019
“GHARAGULYANNER” CJSC,11762418.0,Armenia,2019
“LER-EX” LLC,218048650.0,Armenia,2019
“LICHKVAZ” CJSC,50083256.0,Armenia,2019
“LYDIAN ARMENIA” CJSC,1509108648.0,Armenia,2019
“MARJAN MINING COMPANY” LLC,2115274.0,Armenia,2019
“MEGHRADZOR GOLD” LLC,389056376.0,Armenia,2019
“MEGO-GOLD” LLC,2785539.0,Armenia,2019
“MOLIBDENI ASHKHARH” LLC,14571239.0,Armenia,2019
“MULTI GROUP CONCERN” LLC,149192983.0,Armenia,2019
“PARAMOUNT GOLD MINING” CJSC,17283336.0,Armenia,2019
“SAGAMAR” CJSC,48405580.0,Armenia,2019
“TATSTONE” LLC`,61925881.0,Armenia,2019
“TEGHOUT” CJSC,3927113621.0,Armenia,2019
“VARDANI ZARTONK” LLC,12591387.0,Armenia,2019
“VAYK GOLD” LLC,12265064.0,Armenia,2019
“ZANGEZUR COPPER-MOLYBDENUM COMBINE” CJSC,46504057761.0,Armenia,2019
AMPELLA MINING GOLD SARL,799773588.0,Burkina Faso,2017
BIRIMIAN RESOURCES,115582568.0,Burkina Faso,2017
BISSA GOLD,28541612869.0,Burkina Faso,2017
BURKINA MINING COMPANY SA,7904883852.0,Burkina Faso,2017
HOUNDE GOLD OPERATION,2930101476.0,Burkina Faso,2017
IAMGOLD ESSAKANE SA,44113924541.0,Burkina Faso,2017
KIAKA GOLD,179770066.0,Burkina Faso,2017
KIAKA SA,415150000.0,Burkina Faso,2017
KONKERA,482751552.0,Burkina Faso,2017
MANA MINERAL SA,50454323.0,Burkina Faso,2017
NANTOU MINING BURKINA FASO,4363530853.0,Burkina Faso,2017
NETIANA MINING COMPANY,1499699713.0,Burkina Faso,2017
RIVERSTONE KARMA SA,9822922966.0,Burkina Faso,2017
ROXGOLD BURKINA FASO,182480560.0,Burkina Faso,2017
ROXGOLD SANU,4673965741.0,Burkina Faso,2017
SEMAFO BOUNGOU,980719833.0,Burkina Faso,2017
SEMAFO BURKINA FASO,25787987976.0,Burkina Faso,2017
SOCIÉTÉ DES MINES DE SANBRADO SA,357803088.0,Burkina Faso,2017
SOCIÉTÉ DES MINES DE TAPARKO,8581036774.0,Burkina Faso,2017
SOCIÉTÉ MINIÈRE GRYPHON SA,1589458528.0,Burkina Faso,2017
SOFANEC,72792825.0,Burkina Faso,2017
BISSA GOLD  SA,28476481326.0,Burkina Faso,2018
BISSA GOLD SA,32128722085.0,Burkina Faso,2018
BURKINA MINING COMPANY SA (BMC),8424497957.0,Burkina Faso,2018
ESSAKANE SA,25708917626.0,Burkina Faso,2018
HOUNDE EXPLORATION BF SARL,18962082.0,Burkina Faso,2018
HOUNDE GOLD OPERATION  SA,20244509565.0,Burkina Faso,2018
HOUNDE GOLD OPERATION SA,23547281989.0,Burkina Faso,2018
NANTOU MINING BURKINA FASO SA,-1715578126.0,Burkina Faso,2018
NETIANA MINING COMPANY (NMC),6780462980.0,Burkina Faso,2018
RIVERSTONE KARMA SA,2441277293.0,Burkina Faso,2018
ROXGOLD SANU   SA,992643970.0,Burkina Faso,2018
ROXGOLD SANU SA,3265253412.0,Burkina Faso,2018
SEMAFO BOUNGOU SA,3381082526.0,Burkina Faso,2018
SEMAFO BURKINA FASO SA,8867597111.0,Burkina Faso,2018
SOCIÉTÉ D'EXPLOITATION DES PHOSPHATES DU BURKINA (SEPB),6657753.0,Burkina Faso,2018
SOMITA SA,1873839975.0,Burkina Faso,2018
WAHGNION GOLD OPERATIONS SA,2851354433.0,Burkina Faso,2018
BISSA GOLD  SA,15780952718.0,Burkina Faso,2019
BISSA GOLD SA,19629412223.0,Burkina Faso,2019
BURKINA MINING COMPANY SA (BMC),4179173925.0,Burkina Faso,2019
ESSAKANE SA,14430420485.0,Burkina Faso,2019
HOUNDE EXPLORATION BF SARL,7879789.0,Burkina Faso,2019
HOUNDE GOLD OPERATION  SA,36621318341.0,Burkina Faso,2019
HOUNDE GOLD OPERATION SA,39636048842.0,Burkina Faso,2019
NANTOU MINING BURKINA FASO SA,5974732204.0,Burkina Faso,2019
NETIANA MINING COMPANY (NMC),860930289.0,Burkina Faso,2019
NETIANA MINING COMPANY(NMC),696062612.0,Burkina Faso,2019
RIVERSTONE KARMA SA,3933822011.0,Burkina Faso,2019
ROXGOLD BURKINA FASO SARL,16505849.0,Burkina Faso,2019
ROXGOLD SANU   SA,-409071604.0,Burkina Faso,2019
ROXGOLD SANU SA,1276787287.0,Burkina Faso,2019
SEMAFO BOUNGOU SA,10865023422.0,Burkina Faso,2019
SEMAFO BURKINA FASO SA,-969403290.0,Burkina Faso,2019
SOCIÉTÉ D'EXPLOITATION DES PHOSPHATES DU BURKINA (SEPB),0.0,Burkina Faso,2019
SOCIÉTÉ DES MINES DE SANBRADO,1320942827.0,Burkina Faso,2019
SOMITA SA,4695670244.0,Burkina Faso,2019
WAHGNION GOLD OPERATIONS SA,3166221359.0,Burkina Faso,2019
BISSA GOLD  SA,9740490000.0,Burkina Faso,2020
BISSA GOLD SA,13816532624.0,Burkina Faso,2020
BOUERE-DOHOUN GOLD OPERATION SA,8130260000.0,Burkina Faso,2020
BURKINA MINING COMPANY SA (BMC),9014060000.0,Burkina Faso,2020
ESSAKANE SA,39634900000.0,Burkina Faso,2020
GRYPHON MINERALS BURKINA FASO SARL,39050000.0,Burkina Faso,2020
HOUNDE GOLD OPERATION  SA,26143810000.0,Burkina Faso,2020
HOUNDE GOLD OPERATION SA,29036110163.0,Burkina Faso,2020
NANTOU MINING BURKINA FASO SA,-1216090000.0,Burkina Faso,2020
NETIANA MINING COMPANY(NMC),908900000.0,Burkina Faso,2020
NORDGOLD SAMTENGA SA,1778480000.0,Burkina Faso,2020
RIVERSTONE KARMA SA,7790000000.0,Burkina Faso,2020
ROXGOLD SANU   SA,13647930000.0,Burkina Faso,2020
ROXGOLD SANU SA,15342540879.0,Burkina Faso,2020
SEMAFO BOUNGOU SA,12603280000.0,Burkina Faso,2020
SEMAFO BURKINA FASO SA,22554340000.0,Burkina Faso,2020
SOCIÉTÉ D'EXPLOITATION DES PHOSPHATES DU BURKINA (SEPB),20830000.0,Burkina Faso,2020
SOCIÉTÉ DES MINES DE SANBRADO,9794640000.0,Burkina Faso,2020
SOMITA SA,2378090000.0,Burkina Faso,2020
WAHGNION GOLD OPERATIONS SA,16031830000.0,Burkina Faso,2020
APCC,24935023953.0,Cameroon,2017
APCL,7793651575.0,Cameroon,2017
AUTRES (SECTEUR ARTISANAL),2276630000.0,Cameroon,2017
CAMINEX S.A,502540088.0,Cameroon,2017
CIMENCAM,1263047559.0,Cameroon,2017
COTCO,33932840608.0,Cameroon,2017
DANGOTE CEMENT CAM.SA,74079064.0,Cameroon,2017
EUROIL,133069452.0,Cameroon,2017
GDC,3282315342.0,Cameroon,2017
GLENCORE EXPLORATION LTD,118373158.0,Cameroon,2017
GRACAM,184439082.0,Cameroon,2017
NEW AGE,252459243.0,Cameroon,2017
NOBLE ENERGY CAM LIMITED,768797468.0,Cameroon,2017
PERENCO CAM,4970167080.0,Cameroon,2017
PERENCO RDR,21605485643.0,Cameroon,2017
RAZEL,130720188.0,Cameroon,2017
SNH,325305545501.0,Cameroon,2017
TOWER RESOURCES,582197950.0,Cameroon,2017
ABOURACHID MINING,12894.0,Chad,2017
ARAB CONTRACTORS,0.0,Chad,2017
CGCOC GROUP,175539.0,Chad,2017
CHAD CONSTRUCTION MATERIALS S.A,0.0,Chad,2017
CLIVEDEN PETROLEUM,0.0,Chad,2017
CNPC,3006007.0,Chad,2017
COTCO,1472918.0,Chad,2017
DTP,17192.0,Chad,2017
ESSO,37495653.0,Chad,2017
ETEP,18590.0,Chad,2017
GLENCORE ENERGY UK LIMITED,276842083.0,Chad,2017
GLENCORE EXPLORATION (DOB/DOI),0.0,Chad,2017
GLENCORE EXPLORATION (DOSÉO/BOROGOP),0.0,Chad,2017
GRIFFITHS ENERGY CHAD,739496.0,Chad,2017
GRIFFITHS ENERGY DOH,768915.0,Chad,2017
MANEJEM COMPANY LTD,12034.0,Chad,2017
MASHAK PETROLEUM,99928.0,Chad,2017
MEIGE INTERNATIONAL,525571.0,Chad,2017
OPIC,205858.0,Chad,2017
PETROCHAD MANGARA,5484903.0,Chad,2017
PETROCHAD TRANSPORTATION LTD,26.0,Chad,2017
PETRONAS,40191668.0,Chad,2017
SCHL,0.0,Chad,2017
SHT,0.0,Chad,2017
SHT PCCL,0.0,Chad,2017
SOCIÉTÉ DE RAFFINAGE DE N’DJAMENA (SRN),155877227.0,Chad,2017
SOGEA SATOM,413171.0,Chad,2017
SOGEM,10315.0,Chad,2017
SONACIM,0.0,Chad,2017
SOTEC,864036.0,Chad,2017
TEKTON MINERAL,16332.0,Chad,2017
TOTCO,21585650.0,Chad,2017
UHC,1612402.0,Chad,2017
ABOURACHID MINING,9895.0,Chad,2018
ARAB CONTRACTORS,0.0,Chad,2018
CAMEROUN OIL TRANSPORTATION COMPANY (COTCO),1151588.0,Chad,2018
CGCOC GROUP,462632.0,Chad,2018
CHAD CONSTRUCTION MATERIALS S.A,0.0,Chad,2018
CHINA NATIONAL PETROLEUM CORPORATION INTERNATIONAL (CNPC),5706731.0,Chad,2018
CLIVEDEN PETROLEUM,0.0,Chad,2018
DTP,0.0,Chad,2018
ESSO,100752316.0,Chad,2018
ETEP,0.0,Chad,2018
GLENCORE ENERGY UK LIMITED,493250556.23,Chad,2018
GLENCORE EXPLORATION (DOB/DOI),0.0,Chad,2018
GLENCORE EXPLORATION (DOSÉO/BOROGOP),0.0,Chad,2018
GRIFFITHS ENERGY CHAD,834029.0,Chad,2018
GRIFFITHS ENERGY DOH,2908759.0,Chad,2018
MANEJEM COMPANY LTD,4610.0,Chad,2018
MASHAK PETROLEUM,0.0,Chad,2018
MEIGE INTERNATIONAL,76468.0,Chad,2018
MIREDEX,9833.0,Chad,2018
OVERSEAS PETROLEUM AND INVESTMENT CORPORATION (OPIC),772174.0,Chad,2018
PETROCHAD MANGARA,2305420.0,Chad,2018
PETROCHAD TRANSPORTATION LTD,0.0,Chad,2018
PETRONAS,163408557.0,Chad,2018
SOCIÉTÉ AFRIQUE COMMERCE GÉNÉRAL ET CONSTRUCTION,14986.0,Chad,2018
SOCIÉTÉ D'EXPLOITATION TCHADIENNE DES CARRIÈRES (SOTEC),452151.0,Chad,2018
SOCIÉTÉ DE CONCASSAGE DE HADJER LAMIS (SCHL),6176.0,Chad,2018
SOCIÉTÉ DE RAFFINAGE DE N’DJAMENA (SRN),189977765.0,Chad,2018
SOCIÉTÉ DES HYDROCARBURES DU TCHAD (SHT),2023.0,Chad,2018
SOCIÉTÉ DES HYDROCARBURES DU TCHAD PETROLEUM CHAD COMPANY LIMITED (SHT PCCL),0.0,Chad,2018
SOCIÉTÉ GMIA,6866.0,Chad,2018
SOCIÉTÉ NATIONALE DE CIMENT (SONACIM),0.0,Chad,2018
SOCIÉTÉ NATIONALE DE DÉVELOPPEMENT DE MINÉRALE (SONADEM),7196.0,Chad,2018
SOCIÉTÉ NATIONALE DES MINES ET DE LA GÉOLOGIE (SONAMIG),0.0,Chad,2018
SOCIÉTÉ TRANSCOM,14473.0,Chad,2018
SOGEA SATOM,46646.0,Chad,2018
SOGEM,45544.0,Chad,2018
TCHAD OIL TRANSPORTATION COMPANY (TOTCO),40463701.62,Chad,2018
TEKTON MINERAL,42275.0,Chad,2018
UNITED HYDROCARBON CHAD (UHC),403363.0,Chad,2018
AFRICAN PETROLEUM CI,3755612.0,Cote d'Ivoire,2017
AGBAOU GOLD OPERATIONS,10946521207.0,Cote d'Ivoire,2017
AMARA MINING CI,49575670.0,Cote d'Ivoire,2017
ANADARKO,1859616274.0,Cote d'Ivoire,2017
AUTRES ACHETEURS,26609745413.0,Cote d'Ivoire,2017
AUTRES SOCIÉTÉS NON INCLUSES DANS LE PÉRIMÈTRE DE CONCILIATION,32227000000.0,Cote d'Ivoire,2017
BONDOUKOU MANGANESE SA (INDE),214723041.0,Cote d'Ivoire,2017
CADERAC. SA,332444641.0,Cote d'Ivoire,2017
CNR INTERNATIONAL,7612435457.0,Cote d'Ivoire,2017
COLAS-CI,100000.0,Cote d'Ivoire,2017
COMPAGNIE IVOIRIENNE DU PÉTROLE ET DES MINES (CIPEM),1243243.0,Cote d'Ivoire,2017
COMPAGNIE MINIERE DU LITTORAL (CML),397498416.0,Cote d'Ivoire,2017
ENERGIE DE COTE D'IVOIRE,0.0,Cote d'Ivoire,2017
ENI IVORY COAST LIMITED,2807961535.0,Cote d'Ivoire,2017
EXXON MOBIL,697026000.0,Cote d'Ivoire,2017
FOXTROT INTERNATIONAL,73468477937.0,Cote d'Ivoire,2017
HALLA CORPORATION,120000.0,Cote d'Ivoire,2017
LA MAN/AHA CI (FRAN/AE),0.0,Cote d'Ivoire,2017
LA MANCHA CI (FRANCE),135791793.0,Cote d'Ivoire,2017
LGL MINES CI SA,728393254.0,Cote d'Ivoire,2017
LGL RESOURCE CI,16885933.0,Cote d'Ivoire,2017
NEWCREST HIRE,3750466772.0,Cote d'Ivoire,2017
OPHIR COTE D'IVOIRE,900000.0,Cote d'Ivoire,2017
PERSEUS MINING CI,847626755.0,Cote d'Ivoire,2017
PETROCI CI-11,32357114.0,Cote d'Ivoire,2017
RANDGOLD (TONGON SA),371943568.0,Cote d'Ivoire,2017
SADEM (SOLIBRA),0.0,Cote d'Ivoire,2017
SAUR ENERGIE CI (SECI),0.0,Cote d'Ivoire,2017
SOCIETE DES MINES D'ITY (S M I),7069017463.0,Cote d'Ivoire,2017
SOCIETE IVOIRO-SUISSE ABIDJANAISE DE GRANIT (SISAG),1155577837.0,Cote d'Ivoire,2017
SOCIÉTÉ DES MINES DE TONGON,29615695848.0,Cote d'Ivoire,2017
SOCIÉTÉ NATIONALE D'OPÉRATIONS PETROLIÈRE DE COTE D'IVOIRE (PETROCI),73584503514.0,Cote d'Ivoire,2017
SOCIÉTÉ POUR LE DEVÉLOPPEMENT MINIER DE LA COTE D'IVOIRE (SODEMI),104175253.0,Cote d'Ivoire,2017
SVENSKA PETROL AKTIEBOLAG,0.0,Cote d'Ivoire,2017
TOTAL E & P,3227783756.0,Cote d'Ivoire,2017
TULLOW CI,819375000.0,Cote d'Ivoire,2017
VITOL CDI LIMITED,1096799888.0,Cote d'Ivoire,2017
AGBAOU GOLD OPERATIONS,8319467209.0,Cote d'Ivoire,2018
AMPELLA MINING COTE D'IVOIRE,51106480.0,Cote d'Ivoire,2018
BONDOUKOU MANGANESE SA,525434534.0,Cote d'Ivoire,2018
BONIKRO GOLD MINE  (EX LGL MINES CI SA),1789144973.0,Cote d'Ivoire,2018
