Index,Company
587_part3,COMPAGNIE D'EXPLOITATION DES REJETS DE KINGAMYAMBO SARL (METALKOL)
588_part3,MONGBWALU GOLD MINES SA (MGM)
589_part3,LA MINIERE DE BAKWANGA SA (MIBA)
590_part3,LA MINIERE DE KASOMBO SAS (MIKAS)
591_part3,MUANDA INTERNATIONAL OIL COMPANY (MIOC)
592_part3,MWANA AFRICA CONGO GOLD LA MINIERE DE ZANIKODO (MIZAKO)
593_part3,MACROLINK JIAYUAN MINING SARL (MJM)
594_part3,LA MINIERE DE KALUMBWE MYUNGA (MKM)
595_part3,MMG KINSEVERE
596_part3,MINING MINERAL RESSOURCE SARL (MMR)
597_part3,MINING PROGRESS COMPANY SARL (MPC)
598_part3,METAL MINES SARL (MTM)
599_part3,MUTANDA MINING SARL (MUMI)
600_part3,MURUMBI MINERALS SPRL
601_part3,NAMOYA MINING SARL
602_part3,PERENCO ODS LIMITED (EX. CHEVRON)
603_part3,OIL OF DRC
604_part3,OM METAL RESSOURCES
605_part3,PERENCOREP
606_part3,PHELPS DODGE CONGO
607_part3,RASH ET RASH SARL
608_part3,RUBACO SARL
609_part3,RUBAMIN
610_part3,RUASHI MINING SAS (RUMI)
611_part3,SOCIETE ANHUI CONGO D'INVEST.MIN/SACIM
612_part3,SOCIETE AURIFERE DU KIVU ET DU MANIEMA (SAKIMA)
613_part3,SOCIETE COMMERCIALE DE LA MINIERE DE KISENGE - MANGANESE (SCK-MN)
614_part3,SOCIETE D'EXPLOITATION DE LA CASSITERITE AU KATANGA SPRL (SECAKAT)
615_part3,SOCIETE D'EXPLOITATION DES GISEMENTS DE MALEMBA NKULU (SEGMAL)
616_part3,SOCIETE D'EXPLOITATION DE KIPOI SA (SEK)
617_part3,SOCIETE DEXPLOITATION DE SHAMITUMBA
618_part3,LA SINO CONGOLAISE DES MINES SA (SICOMINES)
619_part3,SOCIETE IMMOBILIERE DU CONGO (SIMCO)
620_part3,SINO KATANGATIN SARL (SKT)
621_part3,SOCIETE MINIERE DE MOKU - BEVERENDI
622_part3,SHITURU MINING CORPORATION SAS (SMCO)
623_part3,SOCIETE MINIERE DE DIAMANT DE LUPATAPATA (SMDL)
624_part3,SOCIETE MINIERE DE KOLWEZI (SMK)
625_part3,SOCIETE DE DEVELOPPEMENT INDUSTRIEL ET MINIER DU CONGO SARL (SODIMICO)
626_part3,SOCIETE DE DEVELOPPEMENT INDUSTRIEL ET MINIER DU KATANGA SA (SODIMIKA)
627_part3,SOCIETE GENERALE DE COMMERCE SARL (SOGECOM)
628_part3,SOGEWYZ
629_part3,SOCIETE MINIERE DE KILO-MOTO SARL(SOKIMO)
630_part3,SOCIETE MINIERE DE DEZIWA SAS (SOMIDEZ)
631_part3,SOCIETE MINIERE DU KATANGA (SOMIKA)
632_part3,SOCIETE MINIERE DE MITWABA (SOMIMI)
633_part3,SONAHYDROC SA (EX. COHYDRO)
634_part3,STE BRAVUKA CONGO SA
635_part3,SOCIETE DE TRAITEMENT DU TERRIL DE LUBUMBASHI (STL)
636_part3,SURESTREAM
637_part3,SOCIETE D'EXPLOITATION DE GISEMENTS DE KALUKUNDI SPRL (SWANMINES)
638_part3,TANGANYIKA MINING COMPANY SPRL
639_part3,TENGYUAN COBALT & COPPER RESOURCES LTD CO (TCC SAR)
640_part3,TEIKOKU OIL DRC
641_part3,TENKE FUNGURUME MINING SA (TFM)
642_part3,THOMAS MINING SARL
643_part3,TOTAL E&P
644_part3,TSHISANGAMA SIMON MINING (TSM)
645_part3,TWANGIZA MINING SARL
646_part3,UNITED COMMINIERE
647_part3,PUEBLO VIEJO DOMINICANA CORPORATION
648_part3,ENVIROGOLD (LAS LAGUNAS) LIMITED
649_part3,FALCONBRIDGE DOMINICANA SA
650_part3,CORPORACIÓN MINERA DOMINICANA SA
651_part3,BARRICK PUEBLO VIEJO DOMINICAN CORPORATION
652_part3,FALCONBRIDGE DOMINICANA SA
653_part3,CORPORACIÓN MINERA DOMINICANA SA
654_part3,ENVIROGOLD (LAS LAGUNAS) LIMITED
655_part3,DOVEMCO
656_part3,BARRICK PUEBLO VIEJO DOMINICAN CORPORATION
657_part3,FALCONBRIDGE DOMINICANA SA
658_part3,CORPORACIÓN MINERA DOMINICANA SA
659_part3,ENVIROGOLD (LAS LAGUNAS) LIMITED
660_part3,MIDROC GOLD MINE PLC
661_part3,MESSEBO CEMENT FACTORY PLC
662_part3,DANGOTE INDUSTRIES (ETHIOPIA) PLC
663_part3,DERBA MIDROC CEMENT PLC
664_part3,NATIONAL CEMENT SC.
665_part3,EAST CEMENT SC
666_part3,PIONEER CEMENT MANUFACTURING PLC
667_part3,BEB ERDGAS UND ERDÖL GMBH & CO. KG
668_part3,DEA DEUTSCHE ERDÖL AG (NOW: WINTERSHALL DEA DEUTSCHLAND GMBH)
669_part3,DYCKERHOFF-GRUPPE
670_part3,EXXONMOBIL CENTRAL EUROPE HOLDING GMBH
671_part3,HEIDELBERGER SAND UND KIES GMBH
672_part3,HOLCIM (DEUTSCHLAND) GMBH
673_part3,JTSD-BRAUNKOHLEBERGBAU GMBH / MIBRAG
674_part3,K+S-GRUPPE / ESCO GMBH & CO. KG
675_part3,K+S-GRUPPE / K+S KALI GMBH
676_part3,LEAG LAUSITZER ENERGIE BERGBAU AG
677_part3,NEPTUNE ENERGY DEUTSCHLAND GMBH (FORMER: ENGIE E&P HOLDING GERMANY GMBH)
678_part3,QUARZWERKE GMBH
679_part3,RWE-GRUPPE / RWE POWER AG
680_part3,RWE-GRUPPE / RHEINISCHE BAUSTOFFWERKE GMBH
681_part3,SIBELCO DEUTSCHLAND GMBH
682_part3,SÜDWESTDEUTSCHE SALZWERKE AG
683_part3,VERMILION ENERGY GERMANY GMBH & CO. KG
684_part3,WACKER CHEMIE AG
685_part3,WINTERSHALL GMBH (NOW: WINTERSHALL DEA DEUTSCHLAND GMBH)
686_part3,BEB ERDGAS UND ERDÖL GMBH & CO. KG
687_part3,DEA DEUTSCHE ERDÖL AG (NOW: WINTERSHALL DEA DEUTSCHLAND GMBH)
688_part3,DYCKERHOFF-GRUPPE
689_part3,EXXONMOBIL CENTRAL EUROPE HOLDING GMBH
690_part3,HEIDELBERGER SAND UND KIES GMBH
691_part3,HOLCIM (DEUTSCHLAND) GMBH
692_part3,JTSD-BRAUNKOHLEBERGBAU GMBH / MIBRAG
693_part3,K+S-GRUPPE / ESCO GMBH & CO. KG
694_part3,K+S-GRUPPE / K+S KALI GMBH
695_part3,LEAG LAUSITZER ENERGIE BERGBAU AG
696_part3,NEPTUNE ENERGY DEUTSCHLAND GMBH (FORMER: ENGIE E&P HOLDING GERMANY GMBH)
697_part3,QUARZWERKE GMBH
698_part3,RWE-GRUPPE / RWE POWER AG
699_part3,RWE-GRUPPE / RHEINISCHE BAUSTOFFWERKE GMBH
700_part3,SIBELCO DEUTSCHLAND GMBH
701_part3,SÜDWESTDEUTSCHE SALZWERKE AG
702_part3,VERMILION ENERGY GERMANY GMBH & CO. KG
703_part3,WACKER CHEMIE AG
704_part3,WINTERSHALL GMBH (NOW: WINTERSHALL DEA DEUTSCHLAND GMBH)
705_part3,BEB ERDGAS UND ERDÖL GMBH & CO. KG
706_part3,DEA DEUTSCHE ERDÖL AG (NOW: WINTERSHALL DEA INTERNATIONAL AG)
707_part3,DYCKERHOFF-GRUPPE
708_part3,EXXONMOBIL CENTRAL EUROPE HOLDING GMBH
709_part3,HEIDELBERGER SAND UND KIES GMBH
710_part3,HOLCIM (DEUTSCHLAND) GMBH
711_part3,HÜLSKENS HOLDING GMBH & CO. KG
712_part3,JTSD-BRAUNKOHLEBERGBAU GMBH / MIBRAG
713_part3,K+S MINERALS AND AGRICULTURE GMBH
714_part3,LEAG LAUSITZER ENERGIE BERGBAU AG
715_part3,NEPTUNE ENERGY DEUTSCHLAND GMBH (FORMER: ENGIE E&P HOLDING GERMANY GMBH)
716_part3,QUARZWERKE GMBH
717_part3,RWE-GRUPPE / RWE POWER AG
718_part3,RWE-GRUPPE / RHEINISCHE BAUSTOFFWERKE GMBH
719_part3,SIBELCO GRUPPE
720_part3,SÜDWESTDEUTSCHE SALZWERKE AG
721_part3,VERMILION ENERGY GERMANY GMBH & CO. KG
722_part3,WACKER CHEMIE AG
723_part3,WINTERSHALL GMBH (NOW: WINTERSHALL DEA DEUTSCHLAND GMBH)
724_part3,BEB ERDGAS UND ERDÖL GMBH & CO. KG
725_part3,DYCKERHOFF-GRUPPE
726_part3,EXXONMOBIL CENTRAL EUROPE HOLDING GMBH
727_part3,HEIDELBERGER SAND UND KIES GMBH
728_part3,HOLCIM (DEUTSCHLAND) GMBH
729_part3,HÜLSKENS HOLDING GMBH & CO. KG
730_part3,JTSD-BRAUNKOHLEBERGBAU GMBH / MIBRAG
731_part3,K+S MINERALS AND AGRICULTURE GMBH
732_part3,LEAG LAUSITZER ENERGIE BERGBAU AG
733_part3,NEPTUNE ENERGY DEUTSCHLAND GMBH (FORMER: ENGIE E&P HOLDING GERMANY GMBH)
734_part3,QUARZWERKE GMBH
735_part3,RWE-GRUPPE / RWE POWER AG
736_part3,RWE-GRUPPE / RHEINISCHE BAUSTOFFWERKE GMBH
737_part3,SIBELCO GRUPPE
738_part3,SÜDWESTDEUTSCHE SALZWERKE AG
739_part3,VERMILION ENERGY GERMANY GMBH & CO. KG
740_part3,WACKER CHEMIE AG
741_part3,WINTERSHALL DEA AG
742_part3,GHANA NATIONAL PETROLEUM COMPANY
743_part3,KOSMOS ENERGY GHANA HC
744_part3,TULLOW GHANA LIMITED
745_part3,ANADARKO
746_part3,PETRO SA GHANA LIMITED
747_part3,ENI GHANA EXPLORATION & PRODUCTION LIMITED
748_part3,ECO ATLANTIC OIL & GAS GHANA LIMITED
749_part3,UB RESOURCES LIMITED
750_part3,MEDEA DEVELOPMENT LIMITED
751_part3,HESS GHANA EXPLORATION LIMITED
752_part3,NEWMONT GHANA GOLD LIMITED
753_part3,NEWMONT GOLDEN RIDGE LTD
754_part3,GOLDFIELDS GHANA LTD
755_part3,CHIRANO GOLD MINES LTD
756_part3,ANGLOGOLD ASHANTI (IDUAPRIEM) LTD
757_part3,ASANKO GOLD GHANA LTD
758_part3,PERSEUS MINING GHANA LTD
759_part3,GOLDEN STAR (WASSA) LTD
760_part3,ABOSSO GOLDFIELDS LTD
761_part3,ADAMUS RESOURCES LTD
762_part3,GOLDEN STAR (BOGOSO/PRESTEA) LTD
763_part3,GHANA BAUXITE COMPANY LTD
764_part3,KIBI GOLDFIELDS LTD
765_part3,WEST AFRICAN QUARRIES LTD
766_part3,ANGLOGOLD ASHANTI (GHANA) LTD
767_part3,GHANA MANGANESE CO. LTD
768_part3,GHANA NATIONAL PETROLEUM COMPANY
769_part3,KOSMOS ENERGY GHANA HC
770_part3,TULLOW GHANA LIMITED
771_part3,ANADARKO
772_part3,PETRO SA GHANA LIMITED
773_part3,ENI GHANA EXPLORATION & PRODUCTION LIMITED
774_part3,HESS GHANA EXPLORATION LIMITED
775_part3,VITOL
776_part3,AGM PETROLEUM
777_part3,NEWMONT GHANA GOLD LIMITED
778_part3,NEWMONT GOLDEN RIDGE LTD
779_part3,GOLDFIELDS GHANA LTD
780_part3,CHIRANO GOLD MINES LTD
781_part3,ANGLOGOLD ASHANTI (IDUAPRIEM) LTD
782_part3,ASANKO GOLD GHANA LTD
783_part3,PERSEUS MINING GHANA LTD
784_part3,GOLDEN STAR (WASSA) LTD
785_part3,ABOSSO GOLDFIELDS LTD
786_part3,ADAMUS RESOURCES LTD
787_part3,GOLDEN STAR (BOGOSO/PRESTEA) LTD
788_part3,GHANA BAUXITE COMPANY LTD
789_part3,KIBI GOLDFIELDS LTD
790_part3,WEST AFRICAN QUARRIES LTD
791_part3,ANGLOGOLD ASHANTI (GHANA) LTD
792_part3,GHANA MANGANESE CO. LTD
793_part3,GHANA NATIONAL PETROLEUM COMPANY
794_part3,KOSMOS ENERGY GHANA HC
795_part3,TULLOW GHANA LIMITED
796_part3,ANADARKO
797_part3,PETRO SA GHANA LIMITED
798_part3,ENI GHANA EXPLORATION & PRODUCTION LIMITED
799_part3,VITOL
800_part3,NEWMONT GHANA GOLD LIMITED
801_part3,NEWMONT GOLDEN RIDGE LTD
802_part3,GOLDFIELDS GHANA LTD
803_part3,CHIRANO GOLD MINES LTD
804_part3,ANGLOGOLD ASHANTI (IDUAPRIEM) LTD
805_part3,ASANKO GOLD GHANA LTD
806_part3,PERSEUS MINING GHANA LTD
807_part3,GOLDEN STAR (WASSA) LTD
808_part3,ABOSSO GOLDFIELDS LTD
809_part3,ADAMUS RESOURCES LTD
810_part3,GOLDEN STAR (BOGOSO/PRESTEA) LTD
811_part3,GHANA BAUXITE COMPANY LTD
812_part3,ANGLOGOLD ASHANTI (GHANA) LTD
813_part3,GHANA MANGANESE CO. LTD
814_part3,ENTRE MARES DE GUATEMALA SA
815_part3,GUAXILAN S. A.
816_part3,MAYA TRADICIÓN
817_part3,MAYANÍQUEL SA
818_part3,MINERA SAN RAFAEL SA
819_part3,MONTANA EXPLORADORA DE GUATEMALA SA
820_part3,PEÑA RUBIA SA
821_part3,PROCESAMIENTO DE MATERIAS PRIMAS SÍLICE Y DERIVADOS DE CENTROAMÉRICA SA
822_part3,CITY PETEN S. DE R. L.
823_part3,EMPRESA PETROLEA DEL ITSMO SA
824_part3,PERENCO GUATEMALA LIMITED
825_part3,AAM-PHIL NATURAL RESOURCES EXPLORATION AND DEVELOPMENT CORPORATION
826_part3,ADNAMA MINING RESOURCES INC.
827_part3,AGATA MINING VENTURES INC.
828_part3,APEX MINING CO. INC.
829_part3,BENGUET CORPORATION
830_part3,BENGUETCORP NICKEL MINES INC.
831_part3,BERONG NICKEL CORPORATION
832_part3,CAGDIANAO MINING CORPORATION
833_part3,CARMEN COPPER CORPORATION
834_part3,CARRASCAL NICKEL CORPORATION
835_part3,CENTURY PEAK CORPORATION
836_part3,CITINICKEL MINES AND DEVELOPMENT CORPORATION
837_part3,CTP CONSTRUCTION AND MINING CORPORATION - ADLAY
838_part3,CTP CONSTRUCTION AND MINING CORPORATION - DAHICAN
839_part3,ERAMEN MINERALS INC.
840_part3,FCF MINERALS CORPORATION
841_part3,FILMINERA RESOURCES CORPORATION
842_part3,GREENSTONE RESOURCES CORPORATION
843_part3,HINATUAN MINING CORPORATION
844_part3,KROMINCO INC.
845_part3,LEPANTO CONSOLIDATED MINING CO.
846_part3,LIBJO MINING CORPORATION
847_part3,WESTERNSHORE NICKEL CORPORATION
848_part3,LNL ARCHIPELAGO MINERALS INC.
849_part3,MARCVENTURES MINING AND DEVELOPMENT CORPORATION
850_part3,OCEANAGOLD (PHILIPPINES) INC.
851_part3,ORIENTAL VISION MINING PHILIPPINES CORPORATION
852_part3,PACIFIC NICKEL PHILIPPINES INC.
853_part3,PHILEX MINING CORPORATION
854_part3,PHILSAGA MINING CORPORATION
855_part3,PLATINUM GROUP METALS CORPORATION
856_part3,RIO TUBA NICKEL MINING CORPORATION
857_part3,SINOSTEEL PHILS. H. Y. MINING CORPORATION
858_part3,SR METALS INC.
859_part3,STRONG BUILT (MINING) DEVELOPMENT CORPORATION
860_part3,TAGANITO MINING CORPORATION
861_part3,TECHIRON RESOURCES INC.
862_part3,ZAMBALES DIVERSIFIED METALS CORPORATION
863_part3,APO LAND AND QUARRY CORPORATION
864_part3,BOHOL LIMESTONE CORPORATION
865_part3,CONCRETE AGGREGATES CORPORATION
866_part3,DOLOMITE MINING CORPORATION
867_part3,EAGLE CEMENT CORPORATION
868_part3,GOZON DEVELOPMENT CORPORATION
869_part3,HARDROCK AGGREGATES INC.
870_part3,HOLCIM MINING AND DEVELOPMENT CORPORATION
871_part3,HOLCIM RESOURCES AND DEVELOPMENT CORPORATION
872_part3,ISLAND QUARRY AND AGGREGATES CORPORATION
873_part3,JLR CONSTRUCTION AND AGGREGATES INC.
874_part3,NORTHERN CEMENT CORPORATION
875_part3,RAPID CITY REALTY AND DEVELOPMENT CORPORATION
876_part3,REPUBLIC CEMENT AND BUILDING MATERIALS INC.
877_part3,REPUBLIC CEMENT LAND AND RESOURCES
878_part3,CHEVRON MALAMPAYA LLC
879_part3,SHELL PHILIPPINES EXPLORATION B.V.
880_part3,PHILIPPINE NATIONAL OIL COMPANY
881_part3,GALOC PRODUCTION COMPANY WLL - PHILIPPINE BRANCH
882_part3,NIDO GALOC PRODUCTION
883_part3,SOCIETE NATIONALE DES PETROLES DU CONGO (SNPC)
884_part3,AFRICA OIL AND GAS CORPORATION (AOGC)
885_part3,CMS NOMECO
886_part3,CONGOREP
887_part3,ENI CONGO SA
888_part3,MURPHY WEST AFRICA
889_part3,NUEVO CONGO
890_part3,ORYX PETROLEUM
891_part3,PETRO KOUILOU
892_part3,TOTAL E&P CONGO
893_part3,NEW AGE CONGO
894_part3,KONTINENT CONGO
895_part3,PETRO CONGO
896_part3,PELFACO
897_part3,CHEVRON OVERSEAS CONGO
898_part3,BURREN
899_part3,TULLOW
900_part3,PETROLEUM E&P AFRICA
901_part3,IFOURET
902_part3,PERENCO EXPLOITATION & PRODUCTION CONGO
903_part3,ESSO
904_part3,ORION OIL
905_part3,AKELTON
906_part3,WING WAH
907_part3,CHINA NATIONAL OFFSHORE CORPORATION (CNOOC)
908_part3,DIG OIL
909_part3,MAUREL & PROM CONGO
910_part3,PHILIA
911_part3,SOCO EXPLORATION AND PRODUCTION CONGO
912_part3,HEMLA
913_part3,SOREMI
914_part3,MAGMINERALS POTASSES CONGO (MPC)
915_part3,LULU MINING
916_part3,KOLA POTASH MINING
917_part3,CORE MINING CONG
918_part3,CONGO IRON
919_part3,DMC IRON CONGO EXXARO (RACHETÉ PAR SAPRO EN 2016)
920_part3,CONGO MINING LTD
921_part3,MPD CONGO
922_part3,LUYUAN DES MINES CONGO
923_part3,SINO CONGO RESSOURCES
924_part3,COMINCO
925_part3,SINTOUKOLA POTASH
926_part3,SAPRO
927_part3,GENMINES CONGO
928_part3,SOCOMIP
929_part3,SOCIETE AGIL-CONGO
930_part3,MILLION WELL HOLDING
931_part3,ENI CONGO SA (MINING)
932_part3,ASIA CONGO INDUSTRIES
933_part3,TAMAN INDUSTRIES LIMITED
934_part3,SINO-CONGO FORET (SICOFOR SA)
935_part3,CONGOLAISE INDUSTRIELLE DES BOIS (CIB)
936_part3,INDUSTRIE FORESTIERE DE OUESSO (IFO)
937_part3,SEFYD
938_part3,MOKABI S A
939_part3,SOCIETE CONGOLAISE INDUSTRIELLE DES BOIS DU NIARI (CIBN)
940_part3,SOFIA (STE INDUSTLLE ET FORESTIERE)
941_part3,SOFIL
942_part3,AFRIWOOD INDUSTRIE
943_part3,CONGO DEJIA WOOD INDUSTRY
944_part3,THANRY-CONGO
945_part3,BOIS ET PLACAGE DE LOPOLA
946_part3,LIKOUALA TIMBER S.A
947_part3,SFIB
948_part3,SOCIETE INDUSTRIELLE DE BOIS TRANSPORT
949_part3,ENTREPRISE CHRISTELLE (E.C)
950_part3,WANG SA
951_part3,SIFCO
952_part3,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN.SA)
953_part3,FORTESA (SUCCURSALE)
954_part3,BP SENEGAL INVESTMENTS LIMITED
955_part3,WOODSIDE ENERGY SENEGAL
956_part3,CAPRICORN SENEGAL LIMITED (SUCCURSALE)
957_part3,KOSMOS ENERGY SENEGAL
958_part3,ORANTO PETROLEUM LIMITED
959_part3,TOTAL E&P SENEGAL
960_part3,LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL
961_part3,SOCOCIM INDUSTRIES
962_part3,SABODALA GOLD OPERATIONS (SGO)
963_part3,CIMENTS DU SAHEL (CDS)
964_part3,GRANDE CÔTE OPÉRATIONS (GCO)
965_part3,SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT)
966_part3,INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS)
967_part3,DANGOTE INDUSTRIES (SÉNÉGAL) SA
968_part3,SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA)
969_part3,PETOWAL MINING COMPANY SA
970_part3,AGEM SÉNÉGAL EXPLORATION SUARL
971_part3,SABODALA MINING COMPANY
972_part3,SEPHOS SENEGAL SA
973_part3,AFRIG SA
974_part3,COMPAGNIE GÉNÉRALE D'EXPLOITATION DE CARRIÈRE (COGECA)
975_part3,GÉCAMINES SA
976_part3,SOCIÉTÉ POUR LE DÉVELOPPEMENT DE L'INDUSTRIE DU TOURISME ET DE L'HABITAT AU SÉNÉGAL (SODEVIT)
977_part3,SOCIÉTÉ DES PÉTROLES DU SÉNÉGAL (PETROSEN)
978_part3,FORTESA INTERNATIONAL SENEGAL (FORTESA)
979_part3,CAPRICORN SENEGAL LIMITED (CAPRICORN)
980_part3,KOSMOS ENERGY INVESTMENTS SENEGAL LIMITED (KOSMOS)
981_part3,ORANTO PETROLEUM (ORANTO)
982_part3,TOTAL E&P SENEGAL
983_part3,BP SENEGAL INVESTMENTS LIMITED
984_part3,WOODSIDE ENERGY SENEGAL
985_part3,LA SOCIÉTÉ DES MINES DE FER DU SÉNÉGAL ORIENTAL (MIFERSO)
986_part3,SOCIÉTÉ DE COMMERCIALISATION DU CIMENT (SOCOCIM)
987_part3,SABODALA GOLD OPERATIONS (SGO)
988_part3,CIMENTS DU SAHEL (CDS)
989_part3,GRANDE CÔTE OPÉRATIONS (GCO)
990_part3,SOCIÉTÉ SÉNÉGALAISE DES PHOSPHATES DE THIÈS (SSPT)
991_part3,INDUSTRIES CHIMIQUES DU SÉNÉGAL (ICS)
992_part3,DANGOTE INDUSTRIES (SÉNÉGAL) SA
993_part3,PETOWAL MINING COMPANY SA (PMC SA)
994_part3,SOCIÉTÉ MINIÈRE DE LA VALLÉE DU FLEUVE SÉNÉGAL (SOMIVA)
995_part3,AGEM SÉNÉGAL EXPLORATION SUARL
996_part3,SABODALA MINING COMPANY (SMC)
997_part3,SEPHOS SENEGAL SA
998_part3,G-PHOS SA
999_part3,AFRICAN INVESTMENT GROUP SA (AIG SA)
1000_part3,COMPAGNIE GÉNÉRALE D'EXPLOITATION DE CARRIÈRE (COGECA)
1001_part3,GÉCAMINES (GECAMINES)
1002_part3,SOCIÉTÉ POUR LE DÉVELOPPEMENT DE L'INDUSTRIE DU TOURISME ET DE L'HABITAT AU SÉNÉGAL (SODEVIT)
1003_part3,SEYCHELLES PETROLEUM
1004_part3,PETROSEYCHELLES
1005_part3,SOCIETE SEYCHELLOISE D'INVESTISSEMENT LTD
1006_part3,GX TECHNOLOGY
1007_part3,JOGMEX
1008_part3,SEYCHELLES PETROLEUM
1009_part3,PETROSEYCHELLES
1010_part3,SOCIETE SEYCHELLOISE D'INVESTISSEMENT LTD
1011_part3,GX TECHNOLOGY
1012_part3,JOGMEX
1013_part3,BP EXPLORATION MEXICO SA DE CV
1014_part3,PEMEX EXPLORACIÓN Y PRODUCCIÓN
1015_part3,SHELL EXPLORACION Y EXTRACCION DE MEXICO SA DE CV
1016_part3,EXXONMOBIL EXPLORACION Y PRODUCCION MEXICO S.R.L DE C.V.
1017_part3,BHP BILLITON PETROLEO OPERACIONES DE MEXICO S. DE R.L. DE C.V. (PEMEX)
1018_part3,TOTAL E&P MÉXICO SA DE C.V.
1019_part3,REPSOL EXPLORACIÓN MÉXICO SA DE C.V.
1020_part3,WINTERSHALL DEA MEXICO
1021_part3,EQUINOR UPSTREAM MÉXICO SA DE C.V.
1022_part3,JAGUAR EXPLORACIÓN Y PRODUCCIÓN DE HIDROCARBUROS
1023_part3,CHEVRON ENERGÍA DE MÉXICO
1024_part3,GRUPO MÉXICO
1025_part3,GRUPO PEÑOLES
1026_part3,GRUPO FRESNILLO
1027_part3,AGNICO EAGLE
1028_part3,PLATA PANAMERICANA
1029_part3,ALAMOS GOLD
1030_part3,PEÑA COLORADA
1031_part3,ARGONAUT GOLD
1032_part3,LAS ENCINAS
1033_part3,BARAMIN
1034_part3,LEA GOLD
1035_part3,PANTERA
1036_part3,BHP - PEMEX
1037_part3,FIELDWOOD ENERGY E&P MEXICO S.DE R.L DE C.V
1038_part3,BP EXPLORATION MEXICO SA DE CV
1039_part3,PEMEX EXPLORACIÓN Y PRODUCCIÓN
1040_part3,SHELL EXPLORACION Y EXTRACCION DE MEXICO SA DE CV
1041_part3,EXXONMOBIL EXPLORACION Y PRODUCCION MEXICO S.R.L DE C.V.
1042_part3,BHP BILLITON PETROLEO OPERACIONES DE MEXICO S. DE R.L. DE C.V. (PEMEX)
1043_part3,TOTAL E&P MÉXICO SA DE C.V.
1044_part3,REPSOL EXPLORACIÓN MÉXICO SA DE C.V.
1045_part3,WINTERSHALL DEA MEXICO
1046_part3,EQUINOR UPSTREAM MÉXICO SA DE C.V.
1047_part3,JAGUAR EXPLORACIÓN Y PRODUCCIÓN DE HIDROCARBUROS
1048_part3,CHEVRON ENERGÍA DE MÉXICO
1049_part3,FIELDWOOD ENERGY E&P MEXICO S.DE R.L DE C.V
1050_part3,PETROLERA CARDENAS MORA
1051_part3,GRUPO MÉXICO
1052_part3,GRUPO PEÑOLES
1053_part3,GRUPO FRESNILLO
1054_part3,AGNICO EAGLE
1055_part3,PLATA PANAMERICANA
1056_part3,ALAMOS GOLD
1057_part3,PEÑA COLORADA
1058_part3,ARGONAUT GOLD
1059_part3,LAS ENCINAS
1060_part3,BARAMIN
1061_part3,LEA GOLD
1062_part3,OPERADORA DE CAMPOS DWF
1063_part3,VISTA O&G
1064_part3,DEUTSCHE ERDOEL MEXICO
1065_part3,REPSOL EXPLORACIÓN MÉXICO
1066_part3,SHELL
1067_part3,PANTERA
1068_part3,ALAG TEVSH LLC
1069_part3,ALTAI GOLD LLC
1070_part3,ALTRAG AKHAS LLC
1071_part3,ARGATAI LLC
1072_part3,ADAE LLC
1073_part3,ADUUNCHULUUN JSC
1074_part3,IBBI LLC
1075_part3,AUM ALT LLC
1076_part3,AURUM METALS LLC
1077_part3,BAGANUUR JSC
1078_part3,BADMAARAG KHASH LLC
1079_part3,BADRAKH ENERGY LLC
1080_part3,BAT BROTHERS MINING LLC
1081_part3,BAYAN AIRAG EXPLORATION LLC
1082_part3,BAYANGOL ECO ZAAMAR LLC
1083_part3,BIG MOGUL COAL AND ENERGY LLC
1084_part3,BILEGT KHAIRKHAN UUL LLC
1085_part3,BOLDTUMUR ERUU GOL LLC
1086_part3,BUD-UNDRAM LLC
1087_part3,BERKH UUL JSC
1088_part3,WOLF PETROLEUM LLC
1089_part3,GAZAR KHEVLII LLC
1090_part3,GAN-ILCH LLC
1091_part3,GBNB LLC
1092_part3,GOVISHOO LLC
1093_part3,GOLDEN GROUSE LLC
1094_part3,GOLDEN HAMMER LLC
1095_part3,GURVAN TAMGA LLC
1096_part3,WSGL LLC
1097_part3,DATSAN TRADE LLC
1098_part3,DONGSHENG PETROLEUM MONGOLIA LLC
1099_part3,DRAPER CAPITAL MONGOLIA LLC
1100_part3,JAVKHLANT ORD LLC
1101_part3,G AND U GOLD LLC
1102_part3,ZAAMAR GOLD LLC
1103_part3,IMPERIAL GOLD MINING LLC
1104_part3,INFINITY SPACE LLC
1105_part3,IKH GOBI ENERGY LLC
1106_part3,CAPCORP MONGOLIA LLC
1107_part3,CASSTOWN LLC
1108_part3,COGEGOBI LLC
1109_part3,COMMONMAKS LLC
1110_part3,COSMO COAL LLC
1111_part3,LUT CHULUU LLC
1112_part3,MARCO POLO LLC
1113_part3,META MENEGMENT LLC
1114_part3,METALL IMPEX LLC
1115_part3,METAL OPT LLC
1116_part3,MOGOIN GOL JSC
1117_part3,MONWOLFRAM LLC
1118_part3,MONGOL BASALT JSC
1119_part3,MONGOLJUYANLI LLC
1120_part3,MONGOLROSTSVETMET LLC
1121_part3,MONGOL CZECH METAL LLC
