Company,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Project name,Reporting currency,Revenue value,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,Year,Start Date,End Date
A/S Norske Shell,Directorate of Customs and Excise,Nox tax,No,No,,NOK,873528600.0,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
A/S Norske Shell,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,55254851.0,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
A/S Norske Shell,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,787328.54,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
A/S Norske Shell,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,235780.0,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,14244324734.0,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,3721334984.0,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,6164853859.0,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP ASA,Directorate of Customs and Excise,Nox tax,No,No,,NOK,373292625.0,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP ASA,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP ASA,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Aker BP ASA,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,418176.54,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
CapeOmega AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
CapeOmega AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
CapeOmega AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
CapeOmega AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,<Select unit>,,Norway,NOR,2018,1/1/2018,12/31/2018
Capricorn Norge AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Capricorn Norge AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Capricorn Norge AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Capricorn Norge AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Centrica Resources Norge AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Centrica Resources Norge AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Centrica Resources Norge AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Centrica Resources Norge AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Chevron Norge AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Chevron Norge AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Chevron Norge AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Chevron Norge AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Concedo ASA,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Concedo ASA,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Concedo ASA,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
Concedo ASA,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
ConocoPhillips Skandinavia AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
ConocoPhillips Skandinavia AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
ConocoPhillips Skandinavia AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
ConocoPhillips Skandinavia AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DEA Norge AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DEA Norge AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DEA Norge AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DEA Norge AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO Norge AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO Norge AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO Norge AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO Norge AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO North Sea (Norge) AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO North Sea (Norge) AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO North Sea (Norge) AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNO North Sea (Norge) AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNOILCO AS,Directorate of Customs and Excise,Nox tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNOILCO AS,The Norwegian Petroleum Directorate,License fees (Area fee/Arealavgift),No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNOILCO AS,The Norwegian Tax Directorate,CO2-tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
DNOILCO AS,The Norwegian Tax Directorate,Corporate Tax,No,No,,NOK,,,,,,Norway,NOR,2018,1/1/2018,12/31/2018
