Company,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Project name,Reporting currency,Revenue value,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,Year,Start Date,End Date
A & B Global Service Ltd,Federal Inland Revenue Service,Company Income Tax,Yes,No,,USD,327.28,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
A & B Global Service Ltd,Federal Inland Revenue Service,Education Tax (EDT) (Education Tax (EDT)),Yes,No,,USD,,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
A & B Global Service Ltd,Federal Inland Revenue Service,Others,Yes,No,,USD,142040.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
A & B Global Service Ltd,Federal Inland Revenue Service,Value Added Tax,Yes,No,,USD,407350.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
A & B Global Service Ltd,Federal Inland Revenue Service,Withholding Tax(WHT),Yes,No,,USD,377249.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
A & B Global Service Ltd,Mining Cadastral Office,Mining titles(s) annual service fees,Yes,No,,USD,4053388.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
A & B Global Service Ltd,Mining Inspectorate Division,Royalty,Yes,No,,USD,2392.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Central Bank of Nigeria,Nigeria Export Supervision Fee,Yes,No,,USD,1179400.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Department of Petroleum Resources,Gas Flare Penalty,Yes,No,,USD,5780000.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Department of Petroleum Resources,Royalty Oil,Yes,No,,USD,4189.17,Yes,535119,Barrels,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Federal Inland Revenue Service,Education Tax (EDT),Yes,No,,USD,800000.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Federal Inland Revenue Service,Petroleum Profit Tax,Yes,No,,USD,1080.02,Yes,2554144,Barrels,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Federal Inland Revenue Service,Value Added Tax,Yes,No,,USD,2000000.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Niger Delta Development Commission,Niger Delta Development Commission Levy,Yes,No,,USD,,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Nigeria Content Development Monitoring Board,Nigeria Content Development Monitoring Fund,Yes,No,,USD,597340.0,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Exploration Nigeria Limited (APENL),Central Bank of Nigeria,Nigeria Export Supervision Fee,Yes,No,,USD,,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Exploration Nigeria Limited (APENL),Department of Petroleum Resources,Gas Flare Penalty,Yes,No,,USD,,No,,,,Nigeria,NGA,2017,1/1/2017,12/31/2017
