Company,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Project name,Reporting currency,Revenue value,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,Year,Start Date,End Date
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,Budget Reimbursement of Value Added Tax,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,Corporate income tax,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,Dividends and payment of a share of net profit,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,Environmental tax,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,Land fee,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,Production royalty,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,Unified social contribution,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,VAT of goods imported into Ukraine,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,State Tax Service of Ukraine,VAT on goods and services produced in Ukraine,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
ArcelorMittal Kryviy Rih PJSC,The State Service of Geology and Subsoil of Ukraine (Derzhgeonadra),Fees for granting or extending special permits for the use of subsoil and revenues from selling such permits,Not applicable,Not applicable,,UAH,,,,,,Ukraine,UKR,2017,2017-01-01,2017-12-31
