Company,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Project name,Reporting currency,Revenue value,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,Year,Start Date,End Date
APIOIL UK LIMITED,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,7207706,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
Al Waha Petroleum Co. Ltd.,Ministry of Finance,Taxes on IOCs,Yes,Yes,AHDEB,USD,137000.0,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
Al Waha Petroleum Co. Ltd.,Ministry of Finance,Value of Lifted Oil,Yes,Yes,AHDEB,USD,2524800000.0,Yes,8887610,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
BHARAT OMAN REFINERIES LIMITED,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,6209856,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
BHARAT PETROLEUM CORPORATION LTD.,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,11977214,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
BP IRAQ N.V.,Ministry of Finance,Taxes on IOCs,Yes,Yes,RUMAILA,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
BP IRAQ N.V.,Ministry of Finance,Value of Lifted Oil,Yes,Yes,RUMAILA,USD,,Yes,16957397,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
BP P.L.C,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,19420142,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
Basrah Oil Company (Including Occidental),Ministry of Finance,Value of Lifted Oil,Yes,Yes,ZUBAIR,USD,,Yes,6088743,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CANAL COMPANIES,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,5978249,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
"CEPSA TRADING , S.A.U",Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,10129453,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHEVRON CORPORATION,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,30848084,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHINA INTERNATIONAL UNITED PETROLEUM AND CHEMICALS CO.LTD. (UNIPEC),Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,143389024,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHINA NATIONAL PETROLEUM CORPORATION,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,25794181,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHINA OFFSHORE OIL (SINGAPORE) INTERNATIONAL PTE. LTD.,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,11420521,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CNOOC IRAQ LIMITED,Ministry of Finance,Taxes on IOCs,Yes,Yes,"MISSAN FIELDS (Bazerkan, Abu Ghraib and Faqaqa)",USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CNOOC IRAQ LIMITED,Ministry of Finance,Value of Lifted Oil,Yes,Yes,"MISSAN FIELDS (Bazerkan, Abu Ghraib and Faqaqa)",USD,,Yes,15287100,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
DRAGON OIL LIMITED,Ministry of Finance,Taxes on IOCs,Yes,Yes,BLOCK 9 (Al Fayhaa),USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
DRAGON OIL LIMITED,Ministry of Finance,Value of Lifted Oil,Yes,Yes,BLOCK 9 (Al Fayhaa),USD,,Yes,518088,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
EBS PETROLEUM COMPANY LIMITED,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,47133633,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
EMIRATES NATIONAL OIL COMPANY,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,1793686,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
ENI IRAQ B.V.,Ministry of Finance,Taxes on IOCs,Yes,Yes,ZUBAIR,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
ENI IRAQ B.V.,Ministry of Finance,Value of Lifted Oil,Yes,Yes,ZUBAIR,USD,,Yes,9697651,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
ENI TRADING & SHIPPING SpA,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,12522912,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
EQUINOR ASA,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,3098687,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
EXXON MOBIL CORPORATION,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,27016581,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
EXXON MOBIL IRAQ LIMITED,Ministry of Finance,Taxes on IOCs,Yes,Yes,WEST QURNA (PHASE 1),USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
EXXON MOBIL IRAQ LIMITED,Ministry of Finance,Value of Lifted Oil,Yes,Yes,WEST QURNA (PHASE 1),USD,,Yes,4919947,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
GAZPROM NEFT BADRA B.V.,Ministry of Finance,Value of Lifted Oil,Yes,Yes,BADRA,USD,,Yes,6659615,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
GS CALTEX SINGAPORE PTE. LTD.,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,47313820,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
GUNVOR GROUP LTD,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,4027650,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
HELLENIC PETROLEUM SA,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,4100879,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
HINDUSTAN PETROLEUM CORPORATION LIMITED,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,35542174,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
HPCL-MITTAL ENERGY LIMITED,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,24173075,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
INDIAN OIL CORPORATION LIMITED,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,129351885,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
IPLOM INTERNATIONAL SA,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,5154143,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
IRAQ PETROLEUM TRADING DMCC,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,31287324,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
IRAQ STAR OIL SERVICES COMPANY,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,292428,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
IRAQI OIL TANKERS COMPANY (IOTC),Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,266189,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
ITOCHU OIL EXPLONATION IRAQ (B.V),Ministry of Finance,Taxes on IOCs,Yes,Yes,WEST QURNA (PHASE 1),USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
ITOCHU OIL EXPLONATION IRAQ (B.V),Ministry of Finance,Value of Lifted Oil,Yes,Yes,WEST QURNA (PHASE 1),USD,,Yes,1980388,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
JAPEX GARRAF LTD,Ministry of Finance,Taxes on IOCs,Yes,Yes,GARRAF,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
JAPEX GARRAF LTD,Ministry of Finance,Value of Lifted Oil,Yes,Yes,GARRAF,USD,,Yes,3001320,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
JXTG NIPPON OIL & ENERGY CORPORATION,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,14291022,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
KAZMUNAYGAS TRADING AG,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,1037531,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
"KOCH SUPPLY AND TRADING , LP",Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,8017250,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
KOGAS IRAQ B.V,Ministry of Finance,Taxes on IOCs,Yes,Yes,ZUBAIR,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
KOGAS IRAQ B.V,Ministry of Finance,Value of Lifted Oil,Yes,Yes,ZUBAIR,USD,,Yes,11059911,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
KUWAIT ENERGY,Ministry of Finance,Taxes on IOCs,Yes,Yes,BLOCK 9 (Al Fayhaa),USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
KUWAIT ENERGY,Ministry of Finance,Value of Lifted Oil,Yes,Yes,BLOCK 9 (Al Fayhaa),USD,,Yes,1276680,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
LITASCO MIDDLE EAST DMCC,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,13099753,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
LUKOIL (LUKOIL MID – EAST LIMITED),Ministry of Finance,Taxes on IOCs,Yes,Yes,WEST QURNA (PHASE 2),USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
LUKOIL (LUKOIL MID – EAST LIMITED),Ministry of Finance,Value of Lifted Oil,Yes,Yes,WEST QURNA (PHASE 2),USD,,Yes,12251734,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
MOL HUNGARIAN OIL AND GAS PUBLIC LIMITED COMPANY,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,4167441,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,24619468,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
"NAFTIRAN INTERTRADE COMPANY , LTD (NICO)",Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,838522,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
NAYARA ENERGY LIMITED,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,14306334,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
OCCIDENTAL ENERGY IRAQ LLC,Ministry of Finance,Value of Lifted Oil,Yes,Yes,ZUBAIR,USD,,Yes,106000,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PBF HOLDING COMPANY LLC,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,7967299,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETRO-DIAMOND SINGAPORE (PTE) LTD,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,1910763,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETROCHINA IRAQ OPERATIONS,Ministry of Finance,Taxes on IOCs,Yes,Yes,HALFAYA,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETROCHINA IRAQ OPERATIONS,Ministry of Finance,Taxes on IOCs,Yes,Yes,RUMAILA,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETROCHINA IRAQ OPERATIONS,Ministry of Finance,Taxes on IOCs,Yes,Yes,WEST QURNA (PHASE 1),USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETROCHINA IRAQ OPERATIONS,Ministry of Finance,Value of Lifted Oil,Yes,Yes,RUMAILA,USD,,Yes,31506060,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
"PETROGAL , S.A",Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,4111426,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
"PETROLEO BRASILEIRO ""PETROBRAS""",Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,3954089,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETRONAS CARIGALI IRAQ HOLDING B.V,Ministry of Finance,Crude Oil Export Sales (Federal),No,No,,USD,,No,7374559,Barrels,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETRONAS CARIGALI IRAQ HOLDING B.V.,Ministry of Finance,Taxes on IOCs,Yes,Yes,GARRAF,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETRONAS CARIGALI IRAQ HOLDING B.V.,Ministry of Finance,Taxes on IOCs,Yes,Yes,HALFAYA,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
PETRONAS CARIGALI IRAQ HOLDING B.V.,Ministry of Finance,Taxes on IOCs,Yes,Yes,MAJNOON,USD,,No,,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
