Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
A & B Global Service Ltd,Private,Not Available,Mining,,Non-quoted,,14216.97,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Development Nigeria Limited(APDNL),Private,RC333615,Oil & Gas,"Oil, Gas, Condensates",,,73783297.42,Nigeria,NGA,2017,1/1/2017,12/31/2017
ADDAX Petroleum Exploration Nigeria Limited (APENL),Private,RC333613,Oil & Gas,"Oil, Gas, Condensates",,,26698019.37,Nigeria,NGA,2017,1/1/2017,12/31/2017
AITEO Eastern Exploration & Production Company Limited,Private,RC 1153065,Oil & Gas,"Oil, Gas, Condensates",,,28318334.15,Nigeria,NGA,2017,1/1/2017,12/31/2017
Agip Exloration Natural Resources (AENR),Private,RC33455,Oil & Gas,"Oil, Gas, Condensates",,,3588991.26,Nigeria,NGA,2017,1/1/2017,12/31/2017
Amni International Petroleum Development Company Limited,Private,RC 229410,Oil & Gas,"Oil, Gas, Condensates",,,7343441.56,Nigeria,NGA,2017,1/1/2017,12/31/2017
Arab Constractors Ltd,Private,RC161580,Mining,"Granite, Stone Dust",Non-quoted,,2353420.32,Nigeria,NGA,2017,1/1/2017,12/31/2017
Ashphalt Unity Const. Ltd,Private,RC605393,Mining,Granite,Non-quoted,,329455.66,Nigeria,NGA,2017,1/1/2017,12/31/2017
Astro Mineral Nigeria Limited,Private,Not available,Mining,Columbite ore Wolfromite,Non-quoted,,19920.81,Nigeria,NGA,2017,1/1/2017,12/31/2017
Atlas Petroleum International Limited,Private,RC163530,Oil & Gas,"Oil, Gas, Condensates",,,9325143.0,Nigeria,NGA,2017,1/1/2017,12/31/2017
BUA International Ltd,Private,RC649102,Mining,"Limestone, Clay",Non-quoted,,265732.52,Nigeria,NGA,2017,1/1/2017,12/31/2017
Belema Oil Producing Limited,Private,Not available,Oil & Gas,"Oil, Gas, Condensates",,,7840067.54,Nigeria,NGA,2017,1/1/2017,12/31/2017
Brasoil Oil Services Company Nigeria Limited (Brasoil),Private,RC322270,Oil & Gas,"Oil, Gas, Condensates",,,4233755.53,Nigeria,NGA,2017,1/1/2017,12/31/2017
Brittania-U Nigeria Limited,Private,RC284481,Oil & Gas,"Oil, Gas, Condensates",,,792494.34,Nigeria,NGA,2017,1/1/2017,12/31/2017
C.G.C Nigeria Ltd,Private,RC210299,Mining,"Granite, Stone Dust, Laterite",Non-quoted,,4788304.24,Nigeria,NGA,2017,1/1/2017,12/31/2017
CCECC Nigeria Limited,Private,RC298534,Mining,Granite,Non-quoted,,1721345.84,Nigeria,NGA,2017,1/1/2017,12/31/2017
