Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
COLAS AFRIQUE SUCCURSALE DU TOGO,Private,1000161037,Mining,BTP,https://www.colas.com/fr/engagement-responsable/mecenat/colas-life/en-route-pour-ecole/mission-togo,Not available,,Togo,TGO,2018,2018-01-01,2018-12-31
CRYSTAL SARL,Private,1000165258,Other,Mineral water,https://cristal-togo.com/,Yes,24161251.0,Togo,TGO,2018,2018-01-01,2018-12-31
EBOMAF SA,Private,1000165051,Mining,BTP,http://ebomaf.com/,No,,Togo,TGO,2018,2018-01-01,2018-12-31
GRANUTOGO SA,Private,1000165159,Mining,Granulates,DAX (Bourse de Francfort),Yes,126494698.0,Togo,TGO,2018,2018-01-01,2018-12-31
LES AIGLES,Private,1000161118,Mining,Aggregates,Not available,No,1417596.0,Togo,TGO,2018,2018-01-01,2018-12-31
MASTER EQUIPEMENTS SARL,Private,1000298107,Other,Mineral water,Not available,No,14969333.0,Togo,TGO,2018,2018-01-01,2018-12-31
MIDNIGHT SUN SA,Private,1000145152,Mining,BTP,https://midnightsun-grp.com/,Not available,,Togo,TGO,2018,2018-01-01,2018-12-31
NATIVITE INVESTE,Private,1000934547,Mining,"Sands, latierite",Not available,No,14028415.0,Togo,TGO,2018,2018-01-01,2018-12-31
OPTION TRANSIT,Private,1000210645,Mining,Sands,Not available,No,4734973.0,Togo,TGO,2018,2018-01-01,2018-12-31
POMAR TOGO SA,Private,1000165087,Mining,Marble,www.pomartogo.com,Not available,,Togo,TGO,2018,2018-01-01,2018-12-31
SAD,Private,1000118827,Mining,Sands,Not available,Yes,191235689.0,Togo,TGO,2018,2018-01-01,2018-12-31
SAMARIA,Private,1000163008,Mining,"Water, sands",Non cotée,Yes,24937950.0,Togo,TGO,2018,2018-01-01,2018-12-31
SCANTOGO MINES,Private,1000161343,Mining,"Limestone, Clinker, Dolomite",DAX (Bourse de Francfort),Yes,4898903527.0,Togo,TGO,2018,2018-01-01,2018-12-31
SNPT,State-owned enterprises & public corporations,1000160416,Mining,Phosphates,Not available,Yes,1046484581.0,Togo,TGO,2018,2018-01-01,2018-12-31
SOCIETE GENERALE DES MINES (SGM) SARL,Private,1000165105,Mining,Manganese,AIM Market (Bourse de Londre),No,10806663.0,Togo,TGO,2018,2018-01-01,2018-12-31
TDE,State-owned enterprises & public corporations,1000166680,Other,Mineral water,https://tde.tg/,Yes,779048680.0,Togo,TGO,2018,2018-01-01,2018-12-31
TOGO MATERIAUX,Private,1000746654,Mining,Quarrying,Not available,Yes,248251265.0,Togo,TGO,2018,2018-01-01,2018-12-31
TOGO RAIL,Private,1000174447,Mining,Transport de produits miniers,Not available,Yes,382622440.0,Togo,TGO,2018,2018-01-01,2018-12-31
TOGOLAISE DES GRANDS CAOUS (TGC) SA,Private,1000164961,Mining,Not available,Not available,Not available,27934197.0,Togo,TGO,2018,2018-01-01,2018-12-31
Togo carrière,Private,1000175347,Mining,Aggregates,Not available,Yes,56892635.0,Togo,TGO,2018,2018-01-01,2018-12-31
VOLTIC TOGO SARL,Private,1000174006,Other,Mineral water,https://www.voltictogo.com/voltic/index.php,Yes,138845572.0,Togo,TGO,2018,2018-01-01,2018-12-31
WACEM,Private,1000144378,Mining,"Limestone, Clinker, polypropylène cement",Not available,Yes,3410522039.0,Togo,TGO,2018,2018-01-01,2018-12-31
XING FA SARL U,Private,1000542921,Mining,Aggregates,Not available,Yes,19717000.0,Togo,TGO,2018,2018-01-01,2018-12-31
