Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
BISSA GOLD SA,Private,00030276N,Mining,Or,https://www.nordgold.com/operations/production/bissa/,,13816532624.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
BOUERE-DOHOUN GOLD OPERATION SA,Private,00082719S,Mining,Or,,,8327813366.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
BURKINA MINING COMPANY SA (BMC),Private,00006204X,Mining,Or,Indisponible,,10133054699.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
ESSAKANE SA,Private,00016079H,Mining,Or,https://www.iamgold.com/English/home/default.aspx,https://www.iamgold.com/English/investors/financials/default.aspx,48352910707.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
GRYPHON MINERALS BURKINA FASO SARL,Private,00014729V,Mining,Or,,,109029307.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
HOUNDE GOLD OPERATION SA,Private,00064526S,Mining,Or,Indisponible,,29036110163.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
NANTOU MINING BURKINA FASO SA,Private,00010790T,Mining,Zinc,https://www.zonebourse.com/cours/action/TREVALI-MINING-CORPORATIO-6714470/societe/,,77467749.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
NETIANA MINING COMPANY(NMC),Private,00084771R,Mining,Or,https://avesoro.com/corporate/structure/,,937156423.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
NORDGOLD SAMTENGA SA,Private,00122010 K,Mining,Or,,,1778527622.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
RIVERSTONE KARMA SA,Private,00037904A,Mining,Or,Indisponible,,9461019899.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
ROXGOLD SANU SA,Private,00060700 T,Mining,Or,https://www.roxgold.com/home/default.aspx,,15342540879.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
SEMAFO BOUNGOU SA,Private,00079626A,Mining,Or,https://www.semafo.com/home/default.aspx,,14921912829.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
SEMAFO BURKINA FASO SA,Private,00009763S,Mining,Or,https://www.semafo.com/home/default.aspx,,24331542894.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
SOMITA SA,Private,00007047V,Mining,Or,Indisponible,,4256955310.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Société d'Exploitation des Phosphates du Burkina (SEPB),State-owned enterprises & public corporations,00143751E,Mining,Phosphate,http://sepb.gov.bf/,,26131721.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
Société des Mines de Sanbrado,Private,00082751 B,Mining,Or,https://www.westafricanresources.com/,,12146486651.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
WAHGNION GOLD OPERATIONS SA,Private,00055782Y,Mining,Or,https://www.zonebourse.com/cours/action/TERANGA-GOLD-CORPORATION-6864864/societe/,,18926044706.0,Burkina Faso,BFA,2020,2020-12-01,2020-12-31
