Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
ALPHA LOGGING & WOOD PROCESSING INC,Private,500000955,Other,Logs,Not applicable,Not available,1071778.22,Liberia,LBR,2019,7/1/2018,6/30/2019
ARCELOR MITTAL,Private,500036301,Mining,Iron Ore,Not applicable,Not available,10574736.41,Liberia,LBR,2019,7/1/2018,6/30/2019
"BEA MOUNTAIN MINING, INC.",Private,500033821,Mining,Gold,Not applicable,Not available,4167754.31,Liberia,LBR,2019,7/1/2018,6/30/2019
"BOOMING GREEN LIBERIA, INC.",Private,500674772,Other,Logs,Not applicable,Not available,569822.18,Liberia,LBR,2019,7/1/2018,6/30/2019
CAVALLA RUBBER CORPORATION,Private,500021996,Other,Rubber,Not applicable,Not available,198844.39,Liberia,LBR,2019,7/1/2018,6/30/2019
CHEVRON LIBERIA C LIMITED,Private,500094328,Oil & Gas,"Oil, Gas, Condensates",Not applicable,Not available,12356.7,Liberia,LBR,2019,7/1/2018,6/30/2019
CHINA UNION LIB.INVESTMENT COMP.LTD,Private,500000376,Mining,Iron Ore,Not applicable,Not available,4813920.0,Liberia,LBR,2019,7/1/2018,6/30/2019
EXXON MOBIL EXPLORATION & PRODUCTION LIBERIA LTD.,Private,500075875,Oil & Gas,"Oil, Gas, Condensates",Not applicable,Not available,50.0,Liberia,LBR,2019,7/1/2018,6/30/2019
FIRESTONE LIBERIA INCORPORATED,Private,500017812,Other,Rubber,Not applicable,Not available,2087670.9,Liberia,LBR,2019,7/1/2018,6/30/2019
Forest Venture.,Private,500012327,Other,Logs,Not applicable,Not available,450715.5,Liberia,LBR,2019,7/1/2018,6/30/2019
GOLDEN VEROLEUM LIBERIA,Private,500008555,Other,Oil Palm,Not applicable,Not available,1099712.54,Liberia,LBR,2019,7/1/2018,6/30/2019
International Consultant Capital (ICC),Private,500077043,Other,Logs,Not applicable,Not available,1718740.19,Liberia,LBR,2019,7/1/2018,6/30/2019
LIBERIAN AGRICULTURAL COMPANY,Private,500012318,Other,Rubber,https://www.bourse.lu/home,Not available,762409.72,Liberia,LBR,2019,7/1/2018,6/30/2019
"LIBINC OIL PALM, INC",Private,500009242,Other,Oil Palm,Not applicable,Not available,603666.53,Liberia,LBR,2019,7/1/2018,6/30/2019
MARYLAND OIL PALM PLANTATION,Private,500026072,Other,Oil Palm,Not applicable,Not available,273117.94,Liberia,LBR,2019,7/1/2018,6/30/2019
"MNG GOLD LIBERIA, INC",Private,500170254,Mining,Gold,Not applicable,Not available,1797200.41,Liberia,LBR,2019,7/1/2018,6/30/2019
Mandra Forestry,Private,500001295,Other,Logs,Not applicable,Not available,1492147.57,Liberia,LBR,2019,7/1/2018,6/30/2019
National Oil Company of Liberia (NOCAL),State-owned enterprises & public corporations,,Oil & Gas,"Oil, Gas, Condensates",Not applicable,https://gac.gov.lr/,,Liberia,LBR,2019,7/1/2018,6/30/2019
SIME DARBY PLANTATION LIB,Private,500021969,Other,Rubber,Not applicable,Not available,467829.63,Liberia,LBR,2019,7/1/2018,6/30/2019
"SING AFRICA PLANTATIONS LIBERIA, INC",Private,500332972,Other,Logs,Not applicable,Not available,518536.62,Liberia,LBR,2019,7/1/2018,6/30/2019
ZWEDRU MINING INC.,Private,500222387,Mining,Not available,Not applicable,Not available,142800.65,Liberia,LBR,2019,7/1/2018,6/30/2019
