Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
Agnico Eagle,,AEM050110CF8,Mining,"Oro, Plata",https://www.agnicoeagle.com/English/home/default.aspx,,897057562.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Alamos Gold,,MON001215JC0,Mining,"Oro, Plata",https://www.alamosgold.com/home/default.aspx,,226570483.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Argonaut Gold,,MPI0208133S5,Mining,,https://www.argonautgold.com/English/home/default.aspx,,23730764.0,Mexico,MEX,2017,1/1/2017,12/31/2017
BHP - Pemex,,,Oil & Gas,"Oil, Gas, Condensates",,,62400000.0,Mexico,MEX,2017,1/1/2017,12/31/2017
"BHP BILLITON PETROLEO OPERACIONES DE MEXICO, S. DE R.L. DE C.V.",,BBP141211LC5,Oil & Gas,"Oil, Gas, Condensates",,,1221390730.0,Mexico,MEX,2017,1/1/2017,12/31/2017
BP Exploration Mexico SA de CV,,BEM1501265QA,Oil & Gas,"Oil, Gas, Condensates",,,9553274.3,Mexico,MEX,2017,1/1/2017,12/31/2017
Baramin,,BAR 810427 FU2,Mining,Mineral de Bario,http://www.baramin.com.mx/sitio/,,13968300.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Chevron Energía de México,,CEM050429KE2,Oil & Gas,"Oil, Gas, Condensates",,,39969414.25,Mexico,MEX,2017,1/1/2017,12/31/2017
"EQUINOR UPSTREAM MÉXICO, S.A. DE C.V.",,SEM150122M86,Oil & Gas,"Oil, Gas, Condensates",,,50447825.21,Mexico,MEX,2017,1/1/2017,12/31/2017
"EXXONMOBIL EXPLORACION Y PRODUCCION MEXICO, S.R.L DE C.V.",,EEP141210RV0,Oil & Gas,"Oil, Gas, Condensates",,,65976690.3,Mexico,MEX,2017,1/1/2017,12/31/2017
Fieldwood Energy E&P Mexico S.de R.L de C.V,,,Oil & Gas,"Oil, Gas, Condensates",,,1946122.8,Mexico,MEX,2017,1/1/2017,12/31/2017
Grupo Fresnillo,,"MFR971117KU1, entre otros",Mining,,http://www.fresnilloplc.com/quienes-somos/,,4051795522.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Grupo México,,"IMM8505281U0, entre otros",Mining,"Zinc, Plomo, Cobre, Coque Metalúrgico",https://www.gmexico.com/,,8070207993.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Grupo Peñoles,,"MTI920514587, entre otros",Mining,,http://www.penoles.com.mx,,5545792346.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Jaguar Exploración Y Producción De Hidrocarburos,,JEP1709042B1,Oil & Gas,"Oil, Gas, Condensates",,,1192425964.06,Mexico,MEX,2017,1/1/2017,12/31/2017
LEA Gold,,DMS050731LX7,Mining,"Oro, Plata",,,28218641.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Las Encinas,,ENC510604CL5,Mining,Mineral de Hierro,https://mx.ternium.com/es/nuestra-empresa/desarrollo-minero,,232545677.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Pantera,,,Oil & Gas,"Oil, Gas, Condensates",,,4247726.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Pemex Exploración y Producción,,PEP9207167XA,Oil & Gas,"Oil, Gas, Condensates",,,432429186844.97,Mexico,MEX,2017,1/1/2017,12/31/2017
Peña Colorada,,CMB7201257K2,Mining,Mineral de Hierro,https://mx.ternium.com/es/nuestra-empresa/desarrollo-minero,,223181242.0,Mexico,MEX,2017,1/1/2017,12/31/2017
Plata Panamericana,,MDO970311D36,Mining,"Oro, Plata",https://www.panamericansilver.com/es/operations/north-and-central-america/la-colorada/,,403228904.0,Mexico,MEX,2017,1/1/2017,12/31/2017
"Repsol Exploración México, S.A. de C.V.",,REM031021PQ7,Oil & Gas,"Oil, Gas, Condensates",,,2407200.71,Mexico,MEX,2017,1/1/2017,12/31/2017
SHELL EXPLORACION Y EXTRACCION DE MEXICO SA DE CV,,SEE1412105FA,Oil & Gas,"Oil, Gas, Condensates",,,,Mexico,MEX,2017,1/1/2017,12/31/2017
"TOTAL E&P MÉXICO, S.A. DE C.V.",,TEM150303B71,Oil & Gas,"Oil, Gas, Condensates",,,87718035.11,Mexico,MEX,2017,1/1/2017,12/31/2017
Wintershall DEA Mexico,,DDE151002QY9,Oil & Gas,"Oil, Gas, Condensates",,,52808176.02,Mexico,MEX,2017,1/1/2017,12/31/2017
