Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
ArcelorMittal Kryvyi Rih PJSC,Private,24432974,Mining,Iron ores,,https://ukraine.arcelormittal.com/tenders/doc/akcioneram/amkr/External%20Audit%20Report%20AMKR%202020.pdf,-920490661.8,Ukraine,UKR,2020,2020-01-01,2020-12-31
Bilozerska Mine LLC,Private,36028628,Mining,Coal,,private,137072180.6,Ukraine,UKR,2020,2020-01-01,2020-12-31
Central Iron Ore Enrichment Works PrJSC,Private,190977,Mining,Iron ores,,private,44337419.24,Ukraine,UKR,2020,2020-01-01,2020-12-31
Colliery Group Pokrovs’ke PJSC,Private,13498562,Mining,Coal,,http://pokrovskoe.com.ua/sites/default/files/files/company/forshareholders/2020/SeparateFinancialStatements2020.pdf,1270172803.75,Ukraine,UKR,2020,2020-01-01,2020-12-31
DTEK Dobropolyeugol LLC,Private,37014600,Mining,Coal,,https://dtek.com/content/uploads/richniy-zvit-emitentu-du_37014600_2020.pdf.p7s.zip,660328282.72,Ukraine,UKR,2020,2020-01-01,2020-12-31
DTEK Pavlohdacoal PrJSC,Private,178353,Mining,Coal,,https://energo.dtek.com/content/uploads/fin-otchetnost-202/dtek-pavlogradvugillya-okrema-fin-zvitnist-2020.pdf,2732071780.04,Ukraine,UKR,2020,2020-01-01,2020-12-31
Energy Service Company Esco-Pivnich LLC,Private,30732144,Oil & Gas,Oil and gas,,private,976412002.34,Ukraine,UKR,2020,2020-01-01,2020-12-31
Energy-95 LLC,Private,24186185,Oil & Gas,Oil and gas,,https://bit.ly/3lxU4Ph,79928382.6,Ukraine,UKR,2020,2020-01-01,2020-12-31
Gas Transmission System Operator of Ukraine LLC,State-owned enterprises & public corporations,42795490,Oil & Gas,Oil and gas,,https://tsoua.com/wp-content/uploads/2021/04/GTSO_20-ukr-final-dlya-publikacziyi.pdf,11809174127.75,Ukraine,UKR,2020,2020-01-01,2020-12-31
Ingulets Iron Ore Enrichment Works PrJSC,Private,190905,Mining,Iron ores,,private,1332330835.84,Ukraine,UKR,2020,2020-01-01,2020-12-31
JV Ukrkarpatoil LTD LLC,State-owned enterprises & public corporations,23152126,Oil & Gas,Oil and gas,,http://www.uko.kiev.ua/audit%202020.pdf,278411434.98,Ukraine,UKR,2020,2020-01-01,2020-12-31
Joint activity agreement of 24/12/1997 No. 999/97. Operator - Poltavanaftogaz NGDU of Ukrnafta PJSC (22525915),Private,403739509,Oil & Gas,Oil and gas,,-,3083931207.56,Ukraine,UKR,2020,2020-01-01,2020-12-31
Krasnolymanska Coal Mining Company SE,State-owned enterprises & public corporations,31599557,Mining,Coal,,https://krasnolimanskaya.com.ua/?p=9887,46570091.19,Ukraine,UKR,2020,2020-01-01,2020-12-31
Krivyi Rig Iron-Ore Combine PJSC,Private,191307,Mining,Iron ores,,https://www.krruda.dp.ua/wp-content/uploads/2021/04/audit_2020.pdf,1079079468.97,Ukraine,UKR,2020,2020-01-01,2020-12-31
Kub-gaz LLC,Private,30694895,Oil & Gas,Oil and gas,,private,169945571.22,Ukraine,UKR,2020,2020-01-01,2020-12-31
Lvivvuhillia SE,State-owned enterprises & public corporations,32323256,Mining,Coal,,http://www.lvug.com.ua/2021/06/09/zvit-nezalezhnogo-auditora-2/,333561460.45,Ukraine,UKR,2020,2020-01-01,2020-12-31
Lysychanskvuhillia JSC,State-owned enterprises & public corporations,32359108,Mining,Coal,,http://lisugol.com/Content/RegInf/%D0%90%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%B7%D0%B2%D1%96%D1%82%20%D0%B7%D0%B0%202020%20%D1%80%D1%96%D0%BA.pdf,104600071.06,Ukraine,UKR,2020,2020-01-01,2020-12-31
Marganets Mining and Processing Plant PJSC,Private,190911,Mining,Manganese ores,,https://bit.ly/3oigMN3,174215313.98,Ukraine,UKR,2020,2020-01-01,2020-12-31
Mine Administration Pivdennodonbaske #1 SE,State-owned enterprises & public corporations,34032208,Mining,Coal,,http://ugnodon1.com/wp-files/2020/Zvit_nezalejnogo_auditora_za_2020r.pdf,76165188.82,Ukraine,UKR,2020,2020-01-01,2020-12-31
Mine named after M. S. Surgai SE,State-owned enterprises & public corporations,40695853,Mining,Coal,,-,84349814.0,Ukraine,UKR,2020,2020-01-01,2020-12-31
Myrnohradvuhillia SE,State-owned enterprises & public corporations,32087941,Mining,Coal,,https://www.mvug.com.ua/?page_id=2138,120050670.01,Ukraine,UKR,2020,2020-01-01,2020-12-31
Nadra-Geoinvest LLC,Private,35602704,Oil & Gas,Oil and gas,,https://bit.ly/3lzlEMi,225150100.39,Ukraine,UKR,2020,2020-01-01,2020-12-31
Naftogaz of Ukraine NJSC,State-owned enterprises & public corporations,20077720,Oil & Gas,Oil and gas,,https://www.naftogaz.com/files/Zvity/Naftogaz_20_fsu_ISA_for_publication.pdf,58923590254.58,Ukraine,UKR,2020,2020-01-01,2020-12-31
Naftogazvydobuvannya PrJSC,Private,32377038,Oil & Gas,Oil and gas,,http://ngv.com.ua/fin_zvit_2020_1.pdf,2471944344.07,Ukraine,UKR,2020,2020-01-01,2020-12-31
Natural resources PrJSC,Private,33100376,Oil & Gas,Oil and gas,,https://geo-alliance.com.ua/wp-content/uploads/2021/03/Report-nr-2020.zip,519298427.49,Ukraine,UKR,2020,2020-01-01,2020-12-31
Nordik PE,Private,33862865,Oil & Gas,Oil and gas,,http://nordik.com.ua/upload/nord/FS'20%20Nordik_signed.pdf,110675204.9,Ukraine,UKR,2020,2020-01-01,2020-12-31
Nothern Iron Ore Enrichment Works PrJSC,Private,191023,Mining,Iron ores,,private,1283701626.33,Ukraine,UKR,2020,2020-01-01,2020-12-31
Oil&Gas Geoexploring LLC,Private,43027125,Oil & Gas,Oil and gas,,private,650509630.51,Ukraine,UKR,2020,2020-01-01,2020-12-31
Persha ukraiinska gazonaftova kompaniia LLC,Private,36050166,Oil & Gas,Oil and gas,,private,132502511.02,Ukraine,UKR,2020,2020-01-01,2020-12-31
Pervomaiskvuhillia SE,State-owned enterprises & public corporations,32320594,Mining,Coal,,http://xn--80adefwgidrfcns3a2l.xn--j1amh/zvit-nezalezhnoho-audytora-3/,148226309.38,Ukraine,UKR,2020,2020-01-01,2020-12-31
