Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
1/1999 No. 35/4 – authorized entity Hals-K PrJSC (31566427),Private,534663345,Oil & Gas,Oil and gas,,-,139178346.67,Ukraine,UKR,2019,2019-01-01,2019-12-31
ArcelorMittal Kryvyi Rih PJSC,Private,24432974,Mining,Iron ores,,https://ukraine.arcelormittal.com/tenders/doc/akcioneram/amkr/Audit%20Report%20AMKR%202019.pdf,-585400807.45,Ukraine,UKR,2019,2019-01-01,2019-12-31
Bilozerska Mine DLC,Private,36028628,Mining,Coal,,Not public,157967019.08,Ukraine,UKR,2019,2019-01-01,2019-12-31
Central Iron Ore Enrichment Works PrJSC,Private,190977,Mining,Iron ores,,https://cgok.metinvestholding.com/upload/cgok/content/51/%D0%9E%D1%82%D1%87%D0%B5%D1%82%20%D0%B0%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D0%B0%20%D0%BF%D0%BE%20%D1%84%D0%B8%D0%BD%D0%BE%D1%82%D1%87%D0%B5%D1%82%D0%BD%D0%BE%D1%81%D1%82%D0%B8%20%D0%A7%D0%90%D0%9E%20%D0%A6%D0%93%D0%9E%D0%9A%20%D0%B7%D0%B0%202019%20%D0%B3%D0%BE%D0%B4.pdf,-587085.36,Ukraine,UKR,2019,2019-01-01,2019-12-31
DTEK Dobropolyeugol LLC,Private,37014600,Mining,Coal,,Not public,947944809.26,Ukraine,UKR,2019,2019-01-01,2019-12-31
DTEK Pavlogradugol PrJSC,Private,178353,Mining,Coal,,Not public,4262672548.6,Ukraine,UKR,2019,2019-01-01,2019-12-31
Energiia-95 LLC,Private,24186185,Oil & Gas,Oil and gas,,http://e95.gasco.com.ua/?page_id=2,186983711.49,Ukraine,UKR,2019,2019-01-01,2019-12-31
Energy Service Company Esco-Pivnich LLC,Private,30732144,Oil & Gas,Oil and gas,,Not public,1565064540.11,Ukraine,UKR,2019,2019-01-01,2019-12-31
Ferrexpo Poltava mining PrJSC,Private,191282,Mining,Iron ores,,https://www.ferrexpo.ua/system/files/id_reports/final_fs_fpm_311219_with_audit_report_signed_updated_p.1292.pdf,-666244793.04,Ukraine,UKR,2019,2019-01-01,2019-12-31
Ferrexpo Yeristovo mining LLC,Private,35713283,Mining,Iron ores,,http://ferrexpoyeristovomine.com/wp-content/uploads/2020/04/FS_FYM_31.12.19_UKR_to-Client.pdf,27056271.63,Ukraine,UKR,2019,2019-01-01,2019-12-31
Ingulets Iron Ore Enrichment Works PrJSC,Private,190905,Mining,Iron ores,,https://ingok.metinvestholding.com/upload/ingok/content/51/%D0%9F%D1%80%D0%90%D0%A2%20%D0%86%D0%9D%D0%93%D0%97%D0%9A%20%D0%97%D0%B2%D1%96%D1%82%20%D0%BD%D0%B5%D0%B7%D0%B0%D0%BB%D0%B5%D0%B6%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B0%D1%83%D0%B4%D0%B8%D1%82%D0%BE%D1%80%D0%B0%202019%20%D1%80%D1%96%D0%BA%20%D0%BD%D0%B0%20%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8E.pdf,2501188798.56,Ukraine,UKR,2019,2019-01-01,2019-12-31
Joint Venture Ukrkarpatoil LTD LLC,State-owned enterprises & public corporations,23152126,Oil & Gas,Oil and gas,,http://www.uko.kiev.ua/audit%202019.pdf,427238033.32,Ukraine,UKR,2019,2019-01-01,2019-12-31
Kashtan Petroleum LTD JV,Private,23703371,Oil & Gas,Oil and gas,,Not public,151210098.63,Ukraine,UKR,2019,2019-01-01,2019-12-31
Krivoj Rog’s Iron-Ore Combine PJSC,Private,191307,Mining,Iron ores,,https://www.krruda.dp.ua/wp-content/uploads/2020/04/emitent_2019.zip,989248377.57,Ukraine,UKR,2019,2019-01-01,2019-12-31
Kub-gaz LLC,Private,30694895,Oil & Gas,Oil and gas,,Not public,463285289.84,Ukraine,UKR,2019,2019-01-01,2019-12-31
Lvivvuhillia SE,State-owned enterprises & public corporations,32323256,Mining,Coal,,http://www.lvug.com.ua/2020/12/31/zvit-nezalezhnogo-auditora/,297372032.15,Ukraine,UKR,2019,2019-01-01,2019-12-31
Lysychanskvuhillia PJSC,State-owned enterprises & public corporations,32359108,Mining,Coal,,http://www.lisugol.com/Content/RegInf/2019.pdf,88401726.85,Ukraine,UKR,2019,2019-01-01,2019-12-31
Marganets GZK JSC,Private,190911,Mining,Manganese ores,,https://smida.gov.ua/db/feed/34339,64684534.29,Ukraine,UKR,2019,2019-01-01,2019-12-31
Mine named after M. S. Surgai SE,State-owned enterprises & public corporations,40695853,Mining,Coal,,Not public,80986233.98,Ukraine,UKR,2019,2019-01-01,2019-12-31
Myrnohradvuhillia SE,State-owned enterprises & public corporations,32087941,Mining,Coal,,https://www.mvug.com.ua/?page_id=1819,96025556.46,Ukraine,UKR,2019,2019-01-01,2019-12-31
Nadra-Geoinvest LLC,Private,35602704,Oil & Gas,Oil and gas,,http://nadrageo.com.ua/reporting/,185124859.5,Ukraine,UKR,2019,2019-01-01,2019-12-31
Naftogaz of Ukraine NJSC,State-owned enterprises & public corporations,20077720,Oil & Gas,Oil and gas,,https://www.naftogaz.com/files/Zvity/Naftogaz_2019_UA.pdf,49245615084.44,Ukraine,UKR,2019,2019-01-01,2019-12-31
Naftogazvydobuvannia PrJSC,Private,32377038,Oil & Gas,Oil and gas,,https://dtek.com/content/files/fin-zvit-2019.pdf,4012896019.91,Ukraine,UKR,2019,2019-01-01,2019-12-31
Natural Resources PrJSC,Private,33100376,Oil & Gas,Oil and gas,,Not public,934755064.02,Ukraine,UKR,2019,2019-01-01,2019-12-31
Nordik Private Enterprise,Private,33862865,Oil & Gas,Oil and gas,,Not public,188362140.03,Ukraine,UKR,2019,2019-01-01,2019-12-31
Northern Iron Ore Enrichment Works PrJSC,Private,191023,Mining,Iron ores,,https://sevgok.metinvestholding.com/upload/sevgok/content/51/PJSC_%20%C2%ABNORTHERN%20GOK%C2%BB_%20Audit%20report_2019.pdf.pdf,3256398915.08,Ukraine,UKR,2019,2019-01-01,2019-12-31
Persha Ukraiinska Gazonaftova Kompaniia LLC,Private,36050166,Oil & Gas,Oil and gas,,Not public,226341576.09,Ukraine,UKR,2019,2019-01-01,2019-12-31
Pervomaiskvuhillia SE,State-owned enterprises & public corporations,32320594,Mining,Coal,,Not public,107319071.46,Ukraine,UKR,2019,2019-01-01,2019-12-31
Pokrovskyi GZK JSC,Private,190928,Mining,Manganese ores,,https://pokrovgzk.com.ua/wp-content/uploads/2020/05/%D0%A0%D0%B5%D0%B3%D1%83%D0%BB%D1%8F%D1%80%D0%BD%D0%B0-%D1%80%D1%96%D1%87%D0%BD%D0%B0-%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F-%D0%B7%D0%B0-2019-%D1%80%D1%96%D0%BA.-%D0%94%D0%B0%D1%82%D0%B0-%D1%80%D0%BE%D0%B7%D0%BC%D1%96%D1%89%D0%B5%D0%BD%D0%BD%D1%8F-30-%D0%BA%D0%B2%D1%96%D1%82%D0%BD%D1%8F-2020-%D1%80%D0%BE%D0%BA%D1%83.pdf,314083866.09,Ukraine,UKR,2019,2019-01-01,2019-12-31
Poltava Petroleum Company JV,Private,20041662,Oil & Gas,Oil and gas,,-,1040107823.99,Ukraine,UKR,2019,2019-01-01,2019-12-31
