Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
African Investment Group SA (AIG SA),Private,004507995 2G3,Mining,"Phosphates, Heavy Minerals",https://www.africainvestmentgroup.co.uk/,No,62194441.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Agem Sénégal Exploration SUARL (AGEM),Private,004151750 2G2,Mining,Gold,,Yes,432748292.0,Senegal,SEN,2019,2019-01-01,2019-12-31
BP SENEGAL INVESTMENTS LIMITED (BP SENEGAL),Private,006420509 2A2,Gas,Gas,https://www.bp.com/,Yes,3525893891.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Capricorn Senegal Limited (Capricorn),Private,4888056 2G2,Gas,Gas,https://www.cairnenergy.com/,Yes,255276940.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Ciments du Sahel (CDS),Private,0325995 2G3,Mining,"Limestone, Laterite",http://www.lescimentsdusahel.net/,Yes,21074901716.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Compagnie Générale d'Exploitation de Carrière (COGECA),Private,196784,Mining,"Basalt, Limestone",,No,3849188765.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Dangote Industries Sénégal SA (DANGOTE),Private,002707208 2G3,Mining,"Clayr, Limestone, Laterite",https://www.dangotecement.com/operations/senegal/,Yes,14783203786.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Fortesa International Senegal (Fortesa),Private,415770,Gas,Gas,,Yes,691415251.0,Senegal,SEN,2019,2019-01-01,2019-12-31
G-PHOS SA (G-PHOS SA),Private,4716033,Mining,Phosphates,,Yes,43082878.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Grande Côte Opérations (GCO),Private,002849258 2G3,Mining,Heavy Minerals,https://gco.eramet.com/,Yes,10600332451.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Gécamines (GECAMINES),Private,2292168,Mining,Basalt,https://www.gecamines.cd/,Yes,4535482822.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Industries Chimiques du Sénégal (ICS),Private,000022955/2G3,Mining,Phosphates,http://www.ics.sn/,Yes,5428377230.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Kosmos Energy Investments Senegal Limited (Kosmos),Private,005251822 2G2,Gas,Gas,https://www.kosmosenergy.com/senegal/,N/a,5521875837.0,Senegal,SEN,2019,2019-01-01,2019-12-31
La Société des Mines de Fer du Sénégal Oriental (MIFERSO),State-owned enterprises & public corporations,0023896 2G3,Mining,Iron,http://www.miferso.sn/,http://itie.sn/wp-content/uploads/2020/12/ETATS-FINANCIERS-2019-Certifi%C3%A9s.pdf,32501813.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Oranto Petroleum (Oranto),Private,3059434,Gas,Gas,,Yes,235851585.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Petowal Mining Company SA (PMC SA),Private,005844700 2G3,Mining,"Gold, Silver",,Yes,12969015927.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Sabodala Gold Operations (SGO),Private,2850023 2G3,Mining,Gold,http://www.sabodalagold.com/Home/default.aspx,Yes,29577118127.22,Senegal,SEN,2019,2019-01-01,2019-12-31
Sabodala Mining Company (SMC),Private,002464410 2G2,Mining,Gold,http://www.sabodalagold.com/A-Propos/Nos-Entreprises/default.aspx,Yes,1198611470.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Sephos Senegal SA (SEPHOS SA),Private,004013041 2G3,Mining,Phosphates,,Yes,216712967.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Société Minière de la Vallée du fleuve Sénégal (SOMIVA),Private,004475142 2G3,Mining,Phosphates,,Yes,1093399429.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Société Sénégalaise des Phosphates de Thiès (SSPT),Private,000028797 2G3,Mining,"Attapulgites, Phosphates",https://www.tolsa.com/fr/home-fr/,Yes,666268773.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Société de Commercialisation du Ciment (SOCOCIM),Private,0016627 2G3,Mining,"Limestone, Marne",http://www.sococim.com/SOCOCIM-INDUSTRIES,Yes,27197384090.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Société des Pétroles du Sénégal (PETROSEN),State-owned enterprises & public corporations,24498,Gas,Gas,http://www.petrosen.sn/,Yes,700257821.0,Senegal,SEN,2019,2019-01-01,2019-12-31
"Société pour le Développement de l'Industrie, du Tourisme et de l'Habitat au Sénégal (SODEVIT)",Private,25850,Mining,Limestone,,Yes,756930720.0,Senegal,SEN,2019,2019-01-01,2019-12-31
TOTAL E&P Senegal (TOTAL E&P),Private,6501383,Gas,Gas,https://www.total.sn/,Yes,9556300615.0,Senegal,SEN,2019,2019-01-01,2019-12-31
Woodside Energy Senegal (Woodside),Private,6011291,Gas,Gas,https://www.woodside.com.au/fr/our-business/s%C3%A9n%C3%A9gal,Yes,3443199564.0,Senegal,SEN,2019,2019-01-01,2019-12-31
