Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
Aazam Khan Wafa Sherzad Limited,Private,9001881367,Other,Talc,Not applicable,Not available,164759.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Abbas Ghaznavi Limited,Private,9001935742,Other,coal,Not applicable,Not available,19008124.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Abdul Fatah,Private,9001846329,Other,Construction stone,Not applicable,Not available,200488.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Abdul Rahman Baba Steel & Iron Company,Private,1034131019,Other,Chromite,Not applicable,Not available,2433958.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Abubakar Burhan Limited,Private,9006730064,Other,coal,Not applicable,Not available,10392680.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Afghan Gas Enterprise,State-owned enterprises & public corporations,Not available,Oil & Gas,"Oil, Gas, Condensates",Not applicable,https://momp.gov.af/soes,62507770.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Afghan Shinink Mines Extraction and Processing Company,Private,9002202316,Other,talc,Not applicable,Not available,1757820.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Ahmad Abu Sulaiman,Private,9007161707,Other,Construction stone,Not applicable,Not available,30000.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Ahmad Rafi Oraaz Limited,Private,9003746923,Other,coal,Not applicable,Not available,6750275.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Ahmad Wali Kaliwal Trading Company,Private,9007084248,Other,coal,Not applicable,Not available,6737139.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Ali Muradi and Imran Bakhtyari Limited,Private,9002719681,Other,coal,Not applicable,Not available,167548.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Ansarizada Limited,Private,9008904659,Other,coal,Not applicable,Not available,3284032.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Arif Shahab Limited,Private,1008530089,Other,coal,,,1765249.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Azimi Brothers Group of Co,Private,9001180349,Other,Precious Stone,Not applicable,Not available,430.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Babrak Naseerzai Limited,Private,9008821028,Other,coal,Not applicable,Not available,856988.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Baghlan Qatghan Limited,Private,9003342749,Other,coal,Not applicable,Not available,1632014.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Bakhtar Afghan Marble Company,Private,1003112081,Other,Talc,Not applicable,Not available,90558.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Bilal Haidari Limited,Private,9007557219,Other,coal,Not applicable,Not available,115315.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Bilal Iqbal Hussaini Limited,Private,9006877196,Other,coal,Not applicable,Not available,838187.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Bilal Musazai Mineral Processing Industrial Company,Private,1009592088,Other,Talc,Not applicable,Not available,29084756.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
CNPCI Watan Oil and Gas Afghanistan limited,Private,9000525965,Oil & Gas,"Oil, Gas, Condensates",https://www.cnpc.com.cn/en/cnpcworldwide/cnpcworldwide.shtml,Not available,68359.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Core Drillers,Private,9003861482,Other,Talc,Not applicable,Not available,1285473.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Dawajan Tareen Limited,Private,9005533139,Other,coal,Not applicable,Not available,4676825.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Ehsan Aziz Construction Company,Private,1008636019,Other,onyx,Not applicable,Not available,,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Farhan Zadran Limited,Private,9002051663,Other,,,,47042708.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Farshad Mohidi Limited,Private,9003329522,Other,coal,Not applicable,Not available,47300010.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Fazal Uqaab Farzad Limited,Private,9004548872,Other,Talc,Not applicable,Not available,7244.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Fulad Malistan Company,Private,9001034231,Other,Travertine,Not applicable,Not available,377249.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Ghulam Sarwar Stanikzai Limited,Private,1009979087,Other,coal,Not applicable,Not available,160478289.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Habib Shahab Talc and Marble Extraction and Processing Company,Private,1013655012,Other,Talc,Not applicable,Not available,21212685.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Haji Baba Limited,Private,9001221226,Other,coal,Not applicable,Not available,13729143.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
Haji Malang Limited,Private,9000226291,Other,coal,Not applicable,Not available,874109.0,Afghanistan,AFG,2019,2018-12-21,2019-12-20
