Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
APIOIL UK LIMITED,Private,1784532,Oil & Gas,"Oil, Gas, Condensates",www.gruppoapi.com,,483941959.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
Al Waha Petroleum Co. Ltd.,Private,,Oil & Gas,"Oil, Gas, Condensates",https://www.petroalwaha.com/,,628712909.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
Al Waha Petroleum Co. Ltd.,Private,,Oil & Gas,"Oil, Gas, Condensates",,,628712909.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
BHARAT OMAN REFINERIES LIMITED,Private,U11101MP1994PLC008162,Oil & Gas,"Oil, Gas, Condensates",https://borl.in/,,402383918.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
BHARAT PETROLEUM CORPORATION LTD.,Private,,Oil & Gas,"Oil, Gas, Condensates",http://www.bharatpetroleum.com/,,808377122.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
BP IRAQ N.V.,Private,,Oil & Gas,"Oil, Gas, Condensates",,,1224642626.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
BP P.L.C,Private,102498,Oil & Gas,"Oil, Gas, Condensates",https://www.bp.com/,,1232964429.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
Basrah Oil Company (Including Occidental),Private,,Oil & Gas,"Oil, Gas, Condensates",,,380763013.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
British Petroleum,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
CANAL COMPANIES,Private,,Oil & Gas,"Oil, Gas, Condensates",http://www.canalcompanies.com/index.html,,356859495.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
"CEPSA TRADING , S.A.U",Private,A80298896,Oil & Gas,"Oil, Gas, Condensates",https://www.cepsa.com/en,,673273675.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHEVRON CORPORATION,Private,94-0890210,Oil & Gas,"Oil, Gas, Condensates",https://www.chevron.com/,,1999173349.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHINA INTERNATIONAL UNITED PETROLEUM AND CHEMICALS CO.LTD. (UNIPEC),Private,RA000092,Oil & Gas,"Oil, Gas, Condensates",http://www.sinopec.com/listco/en/about_sinopec/subsidiaries/subsidiaries_joint_ventures/20161109/news_20161109_398174095866.shtml,,9648959200.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHINA NATIONAL PETROLEUM CORPORATION,Private,,Oil & Gas,"Oil, Gas, Condensates",www.cnpc.com.cn/en/,,1773176827.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
CHINA OFFSHORE OIL (SINGAPORE) INTERNATIONAL PTE. LTD.,Private,,Oil & Gas,"Oil, Gas, Condensates",www.cnooc.com.cn,,759852463.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
CNOOC IRAQ LIMITED,Private,,Oil & Gas,"Oil, Gas, Condensates",https://cnoocinternational.com/operations/middle-east-and-africa/iraq,,1098601809.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
CNOOC IRAQ LIMITED,Private,,Oil & Gas,"Oil, Gas, Condensates",,,1098601809.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
DRAGON OIL LIMITED,Private,,Oil & Gas,"Oil, Gas, Condensates",https://www.enoc.com/en/our-businesses/energy-businesses/exploration-and-production/dragon-oil,,36300447.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
Dragon Oil,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
EBS PETROLEUM COMPANY LIMITED,Private,,Oil & Gas,"Oil, Gas, Condensates",http://www.ebspetroleum.com/,,3231145202.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
EMIRATES NATIONAL OIL COMPANY,Private,,Oil & Gas,"Oil, Gas, Condensates",https://www.enoc.com/en,,128644954.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
ENI IRAQ B.V.,Private,,Oil & Gas,"Oil, Gas, Condensates",https://www.eni.com/en-IT/global-presence/middle-east/iraq.html,,640801229.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
ENI TRADING & SHIPPING SpA,Private,FC028278,Oil & Gas,"Oil, Gas, Condensates",https://www.eni.com/en-IT/about-us/subsidiaries-and-affiliates/eni-trading-shipping.html,,820114748.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
EQUINOR ASA,Private,1140625,Oil & Gas,"Oil, Gas, Condensates",https://www.equinor.com/,,211180828.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
EXXON MOBIL CORPORATION,Private,13-5409005,Oil & Gas,"Oil, Gas, Condensates",https://corporate.exxonmobil.com/,,1646682719.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
EXXON MOBIL IRAQ LIMITED,Private,,Oil & Gas,"Oil, Gas, Condensates",,,329604903.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
Egyptian General Petroleum Corporation,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
Eni,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
ExxonMobil,Private,,Oil & Gas,"Oil, Gas, Condensates",,,,Iraq,IRQ,2018,1/1/2018,12/31/2018
GAZPROM NEFT BADRA B.V.,Private,,Oil & Gas,"Oil, Gas, Condensates",,,411431751.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
GS CALTEX SINGAPORE PTE. LTD.,Private,FC022220,Oil & Gas,"Oil, Gas, Condensates",https://www.gscaltex.com/kr/,,3164209183.0,Iraq,IRQ,2018,1/1/2018,12/31/2018
