Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
ADAE LLC,Private,5098564,Mining,,,yes,284862000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
AGM Mining LLC,Private,5176727,Mining,,,,1001659000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
ALGT LLC,Private,5130662,Mining,,,,282824000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
AQSora LLC,Private,5586119,Mining,,,,272620000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
AURUM METALS LLC,Private,5005094,Mining,,,,317531000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Adamas mining LLC,Private,2672146,Mining,,,,57588000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Aduunchuluun JSC,Private,2011239,Mining,,http://www.mse.mn/mn/companies_info/2/168,http://www.mse.mn/mn/company_finance_report/120,1258552000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Afro Asia Minerals LLC,Private,5089263,Mining,,,,343775000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Alag Tevsh LLC,Private,5161312,Mining,,,,20829000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Alishaa Khairkhan LLC,Private,2869594,Mining,,,,211609000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Alitairgold LLC,Private,5267994,Mining,,,,292686000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Altai Gold LLC,Private,2877694,Mining,,,,467667000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Altain Khuder LLC,Private,5095549,Mining,,,,5737049000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Altan Dornod Mongolia LLC,Private,2112868,Mining,,,,420943000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Altangobi resurs LLC,Private,5542162,Mining,,,,1888000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Altrag Akhas LLC,Private,2742039,Mining,,,,732693000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Argatai LLC,Private,2012677,Mining,,,,744709000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Aum Alt LLC,Private,3555763,Mining,,,,383021000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Aurum Aurug LLC,Private,5024323,Mining,,,,304041000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
BMNS LLC,Private,2801299,Mining,,,,807844000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Badmaarag Khash LLC,Private,5215919,Mining,,,,1583600000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Badrakh Energy LLC,Private,5502977,Mining,,,yes,3311582000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Baganuur JSC,State-owned enterprises & public corporations,2008572,Mining,,http://www.mse.mn/mn/companies_info/2/168,,14631497000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Bat brothers mining LLC,Private,6192939,Mining,,,,672359000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Bayan Airag Exploration LLC,Private,2708701,Mining,,,yes,8632103000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Bayangol Eco Zaamar LLC,Private,5906865,Mining,,,,645496000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Bayanteeg JSC,State-owned enterprises & public corporations,2014491,Mining,,http://www.mse.mn/mn/companies_info/2/168,http://www.mse.mn/mn/company_finance_report/120,816451000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
Bayars construction LLC,Private,2061899,Mining,,,yes,3825000.0,Mongolia,MNG,2018,1/1/2018,12/31/2018
