Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Direccion Genreral de Aduanas (DGA),Central goverment,401039249,57327767.0,Dominican Republic,DOM,2020,2020/01/01,2020/12/31
Dirección General de Impuestos Internos (DGII),Central goverment,994316206,23696540592.0,Dominican Republic,DOM,2020,2020/01/01,2020/12/31
Dirección General de Minería (DGM),Central goverment,,,Dominican Republic,DOM,2020,2020/01/01,2020/12/31
Ministerio de Energía y Minas,Central goverment,430146366,73000.0,Dominican Republic,DOM,2020,2020/01/01,2020/12/31
