Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Direction Générale des Douanes (DGD),Central goverment,No applicable,10821301436.0,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Direction Générale des Hydrocarbures (DGH),Central goverment,No applicable,2396921390.0,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Direction Générale des Impôts (DGI),Central goverment,No applicable,108131178092.0,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Direction Générale des Mines et de la Géologie (DGMG),Central goverment,No applicable,10344216064.0,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Direction Générale du Trésor et de la Comptabilité Publique (DGTCP),Central goverment,No applicable,9354000000.0,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Direction des Participations et de la Privatisation (DPP),Central goverment,No applicable,,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Others,Central goverment,No applicable,,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Société Nationale d'Opérations Pétrolières de Cote d'Ivoire (PETROCI),State-owned enterprises & public corporations,7602349 S,107485996398.0,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
Société pour le Développement Minier de la Cote d'Ivoire (SODEMI),State-owned enterprises & public corporations,6103805 Y,33078242200.0,Cote d'Ivoire,CIV,2017,2017/01/01,2017/12/31
