Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Autorité pour la promotion de la Recherche Pétrolière (AUREP),Central goverment,,450446000.0,Mali,MLI,2017,1/1/2017,12/31/2017
Direction Générale de la Douane (DGD),Central goverment,,51435524990.0,Mali,MLI,2017,1/1/2017,12/31/2017
Direction Nationale de la Géologie et des Mines (DNGM),Central goverment,,948510819.0,Mali,MLI,2017,1/1/2017,12/31/2017
Direction Nationale des Domaines et du Cadastre (DNDC),Central goverment,,38570287913.0,Mali,MLI,2017,1/1/2017,12/31/2017
Direction des Grandes Entreprises (DGE),Central goverment,,224556243943.0,Mali,MLI,2017,1/1/2017,12/31/2017
Directions Régionales des Impôts (DRI),Central goverment,,5848488900.0,Mali,MLI,2017,1/1/2017,12/31/2017
Institut National de Prévoyance Sociale (INPS),Central goverment,,29059963551.0,Mali,MLI,2017,1/1/2017,12/31/2017
