Full name of agency,Agency type,ID number (if applicable),Total reported,Country,ISO Code,Year,Start Date,End Date
Equinor,State-owned enterprises & public corporations,923609016,20057000000.0,Norway,NOR,2019,1/1/2019,12/31/2019
Norwegian Central Bank,Central goverment,937884117,,Norway,NOR,2019,1/1/2019,12/31/2019
Petoro,Central goverment,937884117,96478000000.0,Norway,NOR,2019,1/1/2019,12/31/2019
The Norwegian Petroleum Directorate,Central goverment,870917732,6875860000.0,Norway,NOR,2019,1/1/2019,12/31/2019
The Norwegian Tax Administration,Central goverment,974761076,135217191350.0,Norway,NOR,2019,1/1/2019,12/31/2019
